word,phonemes,label
dugnaður,start T,N
nákvæmlega,start N AE,UW
brenninetla,start,P
kveisa,start K,V
sardinía,start S AE R,T
legnám,start,L
trippi,start T R,IH
eldjárn,start EH L T Y AE,UW
ræðismaður,start R AE,IH
emja,start EH M Y,AE
vínber,start V IH N P,EH
eldhús,start EH L T HH UW S,stop
lögregluþjónn,start L AE R,EH
albanía,start AE L P AE N IH Y,AE
blekking,start P L EH,HH
böðull,start P AE DH T,L
frakki,start F R,AE
sinfóníuhljómsveit,start S IH N F OH UW N IH Y Y OH,UW
nestisbox,start N EH S T IH S P AO,S
fit,start F IH T,stop
stirðna,start S T,IH
jörð,start Y AE R,DH
páskadagur,start P AE UW S K AE T,AE
hljómsveit,start Y OH UW M S V EH IH T,stop
ofviðri,start,AO
sigþrúður,start S IH TH R UW DH,R
blendingur,start,P
kóngshrókur,start,K
brandugla,start P R AE N T K L,AE
fjöltyngdur,start F Y AE L T IH NG T,R
miðvörður,start M IH DH V AE R DH R,stop
æs,start,AE
língresi,start L IH N K R EH S IH,stop
löskur,start L AE S K R,stop
lottó,start,L
dómstóll,start T OH UW M S T,OH
kvaðratrót,start K V AE DH R AE,T
heilalömun,start HH EH IH L AE L,AE
uppspretta,start HH P S P R EH,HH
orkuver,start AO K V EH,R
skýr,start S IH R,stop
ljóstýra,start L Y OH UW S T IH R AE,stop
þorn,start,TH
pex,start,P
korsíka,start K AO S IH,K
voffi,start V AO,F
frækinn,start,F
miðjumaður,start,M
reykvískur,start R EH IH K V IH,S
rotinn,start R AO,T
kökukefli,start K AE K EH P L IH,stop
brúða,start P R UW,DH
svöfn,start S V AE P,N
mótbára,start M OH UW T P AE,UW
svertingi,start,S
einbirni,start EH IH N P IH R T N,IH
lesbía,start L EH S,P
kornbreskur,start K AO R T N P R EH,S
kynskiptingur,start IH N S IH,F
stjarfi,start,S
hrognamál,start,AO
fordómur,start F AO R T OH UW,M
sómalía,start S OH UW M AE,L
fimleikar,start,F
tiltekt,start T IH L T,EH
fræ,start F R,AE
mýbit,start,M
skata,start S K AE T,AE
snekkja,start,S
ómblíður,start OH UW,M
kontrafagott,start K AO T R AE F,AE
þorn,start TH AO,T
sá,start S AE,UW
sáta,start S,AE
trunta,start T R T AE,stop
bólga,start P,OH
herðatré,start HH EH,R
loðvíðir,start L AO DH V IH DH,IH
brenninetla,start P R EH N IH N EH HH T L AE,stop
hornabolti,start HH AO T N AE P AO,T
siglutoppur,start S IH K L,T
þröstur,start,TH
prakkarastrik,start P R AE HH K,AE
kyrravika,start IH R AE,V
áætlun,start,AE
stell,start S T EH T,L
kjarkmikill,start,AE
fylla,start F IH T,L
tólg,start T,OH
hrelling,start EH,T
þykkni,start TH IH HH K N IH,stop
sannur,start S AE N,R
hornspyrna,start HH,AO
einglyrni,start EH IH N K L IH R,T
hverfa,start,K
smyrill,start S M IH R,IH
skjór,start S OH UW,R
ríkisdalur,start R IH IH S T AE,L
peningur,start P EH N IH NG K R,stop
hvítabjörn,start IH T AE P Y AE R T,N
drengur,start,T
vallhæra,start V AE,T
jöstur,start Y AE S,T
kálfur,start K AE,UW
língresi,start L IH N,K
hótfyndni,start HH OH UW T F IH N T,N
vopn,start V AO,HH
hafmey,start HH AE V M EH IH,stop
kvars,start K V AE S,stop
gæfur,start AE IH V R,stop
hólmfríður,start HH OH UW L M F R IH DH,R
rigning,start R,IH
fax,start F AE S,stop
orðsifjabók,start AO R DH S IH V Y AE P,OH
króati,start K R OH UW AE T IH,stop
stormur,start S T AO R,M
slíður,start S,T
ás,start,AE
heiladingull,start HH EH IH L AE T IH NG K,T
sefa,start,S
týtulíngresi,start T IH T L,IH
sauðlaukur,start S,DH
mosafræðingur,start M AO S AE F R AE IH DH IH,NG
bókaskápur,start P OH UW K AE S K,AE
málstol,start M AE UW L S T,AO
afturhaldsstefna,start AE,F
þjófnaður,start TH Y OH UW P,N
framhjáhlaup,start F R AE M AE,UW
kapella,start K AE P,EH
egglos,start EH K L,AO
kjötæta,start AE T AE IH,T
kaleikur,start,K
fastur,start F AE S T R,stop
nóg,start N OH UW,stop
formaður,start F AO,R
stjörnuspekingur,start S T Y AE R T N S P EH,IH
hanskahólf,start HH AE,N
teygjustökk,start T EH IH,Y
eldhús,start EH,L
hegðun,start HH EH DH N,stop
flauelsblóm,start F L Y EH,L
amöba,start AE M,AE
goggi,start K,AO
loðfíll,start,L
grafall,start K R AE V AE,T
hæða,start HH AE,IH
fælinn,start F AE IH L IH N,stop
kleif,start K,L
gulstör,start K,L
dreymandi,start T R EH IH M AE N T,IH
fjáður,start F Y AE UW DH R,stop
krap,start K R AE P,stop
kóf,start,K
málmblásturshljóðfæri,start M AE UW L M P L AE UW,S
öfga,start AE V K,AE
sekta,start S,EH
þrýsta,start TH R IH,S
þakklæti,start TH AE HH K L AE IH T,IH
sláttur,start S T L,AE
lasanja,start L AE S AE,N
spila,start S P IH,L
málfræði,start M,AE
þvengur,start TH V,EH
rjátla,start R Y AE UW,HH
kampur,start K,AE
spergilkál,start S P EH R IH L K,AE
klám,start,K
hreyta,start EH IH,T
ólafía,start OH UW L AE V IH Y AE,stop
auðmýkt,start DH M,IH
sítar,start S,IH
höfuðborg,start HH AE V,DH
kjörfursti,start AE F S T,IH
ilma,start IH,L
skikkja,start,S
ingólfur,start IH NG K,OH
forði,start F AO R DH IH,stop
grænmetisæta,start K R AE IH N M EH,T
vel,start V EH,L
lungnaslagæð,start,L
toppur,start T,AO
ónáða,start OH UW N AE,UW
leyfa,start L EH IH,V
ykkar,start,IH
hermikráka,start HH EH R M,IH
sendill,start S EH N T IH T L,stop
afturhaldsstefna,start AE F T R HH AE L T S S T,EH
akurstjarna,start AE K R S T Y AE R T N AE,stop
hylla,start HH IH T L,AE
hekla,start HH EH HH K L,AE
forjaxl,start F AO R,Y
litháíska,start L,IH
lotning,start L AO HH T N,IH
klappa,start,K
þeytari,start,TH
freknóttur,start F R EH HH K N OH UW,HH
þras,start TH,R
forngríska,start F AO R T N,K
björgmundur,start P Y AE R K,M
lesbía,start,L
enska,start,EH
aukafallsliður,start K AE,F
væskill,start V AE,IH
leikskóli,start L EH IH K S,K
heigull,start HH EH,IH
kíf,start,IH
fjallafura,start F,Y
granni,start K R AE N,IH
hljóðbók,start OH UW DH P,OH
merkúr,start M EH K,UW
öld,start AE L T,stop
saðning,start S AE DH,N
nýsjálenskur,start N IH S Y,AE
gervill,start EH R V,IH
reitur,start,R
sprettur,start,S
hryðjuverkamaður,start IH DH Y V EH K,AE
trekkja,start T R,EH
blágresi,start P L,AE
lífsmark,start L IH F S M AE,K
þvag,start TH V AE,stop
bláhrafn,start P L AE UW,AE
kænska,start,AE
hylla,start HH IH T,L
mjöll,start,M
nafnbót,start N AE P N P OH,UW
flaggdúkur,start,F
illgresi,start IH T L K R EH S,IH
kynnir,start IH N,IH
löggjafarþing,start L AE AE V AE,R
strekkingur,start S T R EH,HH
líma,start L IH M,AE
tígull,start T IH T L,stop
kló,start,K
hræðilega,start AE IH DH IH L EH AE,stop
frekna,start F R,EH
strigaskór,start S T R IH AE S K OH UW R,stop
glóð,start K L OH UW DH,stop
afturhald,start AE F T R HH AE L T,stop
arabískur,start AE R AE P IH S,K
blindhæð,start P,L
erfa,start,EH
tilfinningalegur,start T IH L F IH N IH NG K AE L,EH
guðbrandína,start K V DH P R AE,N
klínískur,start K L IH N,IH
spik,start S P IH,K
blóðsuga,start P L OH UW,DH
broddkúmen,start P R AO T K UW,M
grikkland,start K R IH HH K L,AE
hlíðaburkni,start IH DH AE P K N IH,stop
tungumál,start T UW NG K M,AE
glápa,start K L AE UW P AE,stop
aðalbraut,start AE DH AE L,P
áróður,start,AE
prófastur,start P R OH UW,V
framvinda,start F R AE M V IH,N
h,start HH AE UW,stop
viðbragð,start V IH DH P R,AE
flaski,start F,L
pelíkani,start P EH L IH K AE N IH,stop
landfræði,start L AE N T F R AE,IH
stó,start S,T
virkja,start V IH,AE
hvítblæði,start IH T,P
michelsen,start M,IH
blómavasi,start P L OH UW M AE V AE S IH,stop
álfheiður,start AE,UW
hugaræsing,start HH AE R AE IH S IH NG,K
siglt,start,S
filla,start F IH T L,AE
lífdagar,start L IH V T AE AE,R
kattardýr,start K AE HH T AE R T IH,R
sigla,start S IH K L AE,stop
fallorð,start F AE T,L
gylla,start IH T L AE,stop
steik,start S T EH IH K,stop
standpína,start S,T
þrístrendingur,start TH R IH S T R,EH
hrútspungur,start UW T S P,UW
konsúll,start K AO N S UW,T
díki,start T IH,IH
mikilvægi,start M IH IH L V AE IH Y,IH
pokabjörn,start P AO K AE P Y AE R T N,stop
velkomandaminni,start V EH,L
tala,start T AE L,AE
lögregla,start L AE R EH K L AE,stop
þefa,start,TH
leikhús,start,L
hórdómur,start HH OH UW R T,OH
árna,start,AE
guðfræðingur,start K V DH F R AE IH DH IH NG K R,stop
tvítyngdur,start T V IH T,IH
gráelri,start K R AE UW EH,L
lýra,start L IH R AE,stop
afmæli,start AE V M AE IH,L
dugur,start,T
skriðlíngresi,start S K R IH,DH
breskur,start P,R
órans,start OH,UW
seðill,start S EH DH IH T,L
mjöðm,start M Y,AE
lærisveinn,start L AE IH R IH S V,EH
miðbaugur,start,M
regnvatn,start R EH K N V AE HH,T
júkki,start Y UW HH,IH
dalla,start T AE T L AE,stop
fræva,start F R AE IH,V
mosafræðingur,start M AO S,AE
heilbrigði,start HH,EH
brú,start,P
unglingur,start UW NG K L IH NG,K
afmælisdagur,start AE V M AE IH L IH S T AE,R
flá,start F L AE,UW
iðnaður,start IH DH,N
gamburmosi,start K AE M P R M AO,S
þumbaralegur,start TH M P AE R AE L EH R,stop
fræðigrein,start,F
hvítmosi,start K V,IH
lögreglustjóri,start L AE R EH K L S T Y OH UW,R
kviðslit,start K V IH DH S,T
skriðdreki,start S K R,IH
búðarþjófur,start P UW DH AE R TH Y,OH
teppa,start T,EH
trompet,start T R,AO
tækifæri,start T AE IH IH F AE,IH
loftþrýstingur,start L AO F T TH R IH S T IH NG K,R
gáski,start K,AE
skúlína,start S K UW L IH,N
hjúkrun,start UW,K
díler,start T IH L,EH
kyrrseta,start IH R,S
hnoðafræhyrna,start AO DH AE F R AE IH,HH
þar,start TH AE,R
safírblár,start S AE F IH R P,L
baga,start,P
hávaðamaður,start HH AE UW V AE DH AE M,AE
kapari,start,K
tyrðill,start T IH,R
hjólabretti,start OH UW L AE P R,EH
græða,start K R,AE
aðalakkeri,start AE DH AE,L
kjötæta,start AE T AE IH T,AE
árós,start AE UW R OH,UW
feðgin,start F EH,DH
stjórna,start S T Y OH UW R T N,AE
afkáralegur,start AE V K AE UW R AE L EH,R
júdea,start Y UW,T
peðra,start P EH,DH
kornblóm,start K AO R T N P L OH,UW
heimþrá,start,HH
stökk,start S T AE HH,K
þrítyngdur,start TH R IH T IH NG T R,stop
ostsneið,start AO S T,S
leikkona,start L EH IH K K,AO
gimbill,start,IH
beila,start P EH IH L AE,stop
aðdáun,start AE DH T AE,UW
ótrúr,start OH UW T R UW,R
lúta,start L,UW
aðstoðarmaður,start AE DH S T,AO
voff,start V AO,F
dreifilykill,start T R EH IH V IH L,IH
minn,start,M
einarína,start EH,IH
svívirða,start S,V
þarna,start TH AE R,N
raka,start R,AE
líftími,start L IH V T IH,M
smár,start,S
líftími,start,L
morgunhani,start M AO R K N HH AE,N
afhending,start,AE
leyndó,start,L
píta,start P,IH
svindlari,start,S
tota,start,T
gautaborg,start K T AE P AO R K,stop
moldvarpa,start M,AO
íslenska,start IH S T L EH N S,K
konunglegur,start K,AO
hóruhús,start HH,OH
spjótkast,start S P Y OH UW,T
ferhyrningur,start F EH R HH,IH
kjötkveðjuhátíð,start AE T K,V
klóra,start,K
rostungur,start,R
hræra,start AE IH,R
melding,start M,EH
aðalsetning,start AE DH,AE
tegra,start T,EH
branda,start P R AE N T AE,stop
slá,start S T L,AE
eitilfruma,start EH,IH
kúbein,start K UW P EH,IH
bæheimskur,start P AE IH HH EH IH M S,K
gullintoppa,start K,T
hindartré,start HH IH N T AE R T,R
samband,start S AE M P AE N T,stop
nepal,start N EH P AE,L
slóvenía,start S T L OH UW,V
samviskusamur,start S AE M V,IH
óttast,start OH UW HH T AE S T,stop
mosavaxinn,start M AO S AE,V
völva,start,V
lyftutónlist,start,L
hvæsa,start K V AE IH S AE,stop
kjartanía,start AE T AE N IH Y AE,stop
heift,start HH EH IH F,T
dúdúfugl,start T UW T,UW
hjónaband,start OH UW N,AE
heyrnartól,start HH EH IH R T N AE,R
ísmoli,start IH S M,AO
vínber,start V IH N,P
sannindi,start S,AE
léreft,start L Y EH R EH,F
stephensen,start S T EH F,EH
vinátta,start V,IH
hráki,start AE UW,IH
kvenkyn,start K V EH N,IH
tamur,start T AE M,R
kapp,start K AE,HH
láfi,start L AE UW,V
einmanaleiki,start EH IH N M AE N AE L EH,IH
stjúpmóðir,start S T Y UW P M OH UW DH,IH
framrúða,start,F
danmörk,start T AE N M AE,K
lýsingarháttur,start L IH,S
nippill,start N IH HH P IH T L,stop
regnþykkni,start R EH K N TH IH HH,K
þýskaland,start TH,IH
tin,start T IH N,stop
barnabarn,start P AE R T N AE P AE R T N,stop
tröllkona,start T R AE T,L
verufall,start V EH R,F
hugur,start,HH
þrasa,start,TH
stjórnarbylting,start S T Y OH UW,R
sundlaug,start S N T,L
barna,start P AE R T N,AE
þórgunnur,start TH,OH
velgengni,start V EH L EH IH,NG
bar,start P AE R,stop
teygjulak,start T EH IH,Y
brjóstvasi,start P R Y OH UW S T V AE S,IH
stell,start S,T
sykurreyr,start S IH K R R EH IH,R
hrópa,start OH UW,P
túnvorblóm,start T UW N V AO R P L OH UW,M
stelkur,start S,T
grágæs,start K R AE UW,AE
eldur,start EH,L
blæðing,start P L AE IH,DH
minjagripur,start M IH N Y AE K R IH P,R
hunang,start HH N AE,UW
blómvöndur,start P L OH UW,M
strimill,start S T R IH M,IH
undirheiti,start,N
krossfífill,start K R AO S F IH,V
október,start AO T OH UW P EH,R
norðaustur,start N AO R,DH
hórdómur,start HH OH UW R T OH UW,M
formatta,start,F
fyrirgera,start F IH R IH R,EH
kragh,start,K
laug,start,L
forsæla,start,F
þræta,start TH R,AE
þroti,start TH R AO T IH,stop
vanöndun,start V AE N AE N,T
glerungur,start K L EH R UW NG K,R
igla,start IH K,L
naflagras,start N AE,P
íkornabygg,start IH K AO R T N AE P,IH
önd,start,AE
hafri,start HH AE,V
augnlæknir,start K N L AE IH HH K N,IH
tap,start T,AE
harður,start HH AE,R
randa,start R AE,N
músvákur,start M UW S V AE UW K R,stop
lipurð,start L IH P R,DH
eldmóður,start EH L T M OH,UW
lipur,start L IH,P
skólaár,start S K OH UW L AE AE UW,R
klípa,start K L IH P,AE
dýralæknir,start T IH R AE L AE,IH
heimspekingur,start HH EH IH M S P EH,IH
hrygla,start IH K,L
saurblað,start S,R
fjós,start F Y,OH
heimsvísa,start HH EH IH M S V,IH
sandfok,start,S
dómari,start T OH UW,M
hrista,start IH S T,AE
blók,start P L OH,UW
lamb,start L AE M,P
trikk,start T R IH HH,K
ógnarúlfur,start OH UW K N AE R UW,L
atvinna,start AE T,V
snupra,start S N P R,AE
elfa,start,EH
fetta,start F EH HH T,AE
ættkvísl,start AE IH HH T K V IH S T L,stop
speki,start S P EH IH,stop
blóðfruma,start P L OH,UW
mólýbden,start M OH UW L,IH
bjarndís,start P Y AE R T N T IH S,stop
orðatiltæki,start AO,R
vídd,start,V
kollur,start K AO T,L
þúa,start TH UW AE,stop
leikmynd,start,L
blýantur,start,P
flaski,start F L AE S IH,stop
ryðfrír,start R IH,DH
eftirminnilegur,start EH F T IH R M IH N IH L EH,R
kafli,start,K
sameind,start,S
skissa,start S,IH
íslenskur,start IH S L EH N S,K
strekkja,start S,T
jarðfræði,start Y AE R DH F R,AE
kölkun,start,K
barnabarn,start P AE T N AE P AE,T
hræll,start,AE
ofurhetja,start AO V R HH EH T Y AE,stop
þjóðbraut,start TH Y,OH
freyðivín,start F R EH IH DH IH,V
þrútna,start TH R UW HH T,N
hjallur,start,AE
athuga,start AE T,HH
putta,start P HH,T
únsa,start UW N S AE,stop
gauti,start K T IH,stop
sara,start S AE R AE,stop
vistfræði,start V IH S,T
svarðmosi,start S,V
staða,start S T,AE
ráðherra,start R AE UW DH,HH
þúbróðir,start TH UW P R OH UW,DH
bang,start,P
gikkur,start IH,HH
netafræði,start N EH T AE F R AE IH DH,IH
hrumur,start M R,stop
reynd,start R EH IH N T,stop
hald,start HH AE,L
laga,start,L
sök,start S AE,K
gil,start IH L,stop
tvísykra,start T V IH S IH K R,AE
samþykkt,start,S
svæfa,start S V AE IH,V
bráður,start P,R
blika,start P L IH,K
niðurgangur,start N IH,DH
þyrnir,start TH IH R T N IH,R
náungi,start N AE UW UW IH,stop
tollskýrsla,start T AO T S IH S T L AE,stop
meðfram,start M EH DH,F
þorgeir,start TH AO R K EH IH,R
postuli,start P AO S T L,IH
heyrnarlaus,start HH EH IH R T N AE,R
áreiðanlegur,start AE UW R EH IH DH AE N L EH,R
mjólkurkýr,start M Y OH UW K R,IH
forritunarmál,start F AO R IH T,N
stakur,start S T AE K,R
gautaborg,start K T,AE
glufa,start K,L
akbraut,start AE K P R T,stop
sessa,start S EH S,AE
júdit,start Y UW T IH,T
ráðgjafi,start,R
ástfríður,start AE UW S T F R IH DH,R
tíra,start T,IH
tígrisdýr,start T IH K,R
skriðsund,start S K R IH DH S,N
fullkomlega,start F T K AO M,L
ætiþistill,start AE IH T IH TH IH,S
náða,start N,AE
ölgerðarhús,start AE L EH R DH AE R HH UW,S
ófullnægjandi,start OH UW F T L N AE IH Y AE,N
kynskiptingur,start IH N S IH F,T
hnífasmíði,start IH V AE S M,IH
herklæði,start HH EH K L AE IH,DH
unnusti,start N,S
húsgagn,start HH UW,S
jól,start,Y
bavíani,start P AE,V
löggjöf,start L AE,AE
hrái,start AE UW,IH
dreif,start T R EH IH V,stop
ljóstýra,start L Y OH,UW
skáldskapur,start S K AE UW L T,S
fok,start F AO K,stop
hringlaga,start,IH
svaladrykkur,start S V AE L AE T R IH,HH
þúsundblaðarós,start TH UW S N T P L AE,DH
dugfús,start T,F
krampi,start K R AE P IH,stop
gulvíðir,start K L,V
aðalskrifstofa,start AE DH AE L S K R IH F S T AO V,AE
bólstraský,start P OH UW L S,T
bensínsala,start P EH N S IH,N
garður,start K AE R DH R,stop
trompet,start,T
ameríka,start AE M EH R IH K,AE
ofan,start AO V AE,N
öryggisfyrirtæki,start AE R IH IH S F,IH
masa,start M AE S AE,stop
hampjurt,start HH AE P Y,T
faðirvor,start F AE DH,IH
eistneska,start EH IH,S
stjúpdóttir,start S T Y UW P,T
lexía,start L EH S,IH
aðalhaf,start AE,DH
minnka,start M IH,K
sigfús,start,S
loppa,start,L
krossfífill,start K R AO S F IH V IH T L,stop
kirtill,start,IH
spekja,start S P EH AE,stop
rökkvi,start,R
gæfumunur,start AE IH V M N,R
stuðningur,start S T,DH
safna,start S AE P N,AE
drykkjarvatn,start T,R
konungsveldi,start K AO N UW NG K S V EH,L
laukur,start L,K
sívalur,start S,IH
dreyma,start T R,EH
skiljanlega,start,S
afturbati,start AE F T R,P
hvalstöð,start K V AE L S T,AE
haraldína,start,HH
gos,start K AO,S
hannesína,start,HH
tylla,start T IH T L,AE
frásögn,start F R,AE
klippur,start K L IH HH P,R
þjóðbraut,start TH Y OH UW DH,P
alaska,start AE L AE S K AE,stop
kínverska,start IH N V EH S K AE,stop
fjallakobbi,start F Y AE,T
skoppa,start S,K
veikur,start V EH IH K,R
hugsun,start HH S,N
búðareigandi,start P UW DH,AE
erítrea,start EH,R
strekkingur,start,S
plaga,start P L AE,AE
sykurpúði,start S IH K,R
lekur,start L EH,K
derhúfa,start T,EH
más,start M AE UW S,stop
páskar,start,P
biðill,start P IH DH IH,T
skógarfura,start S K OH UW AE R,F
málmblásturshljóðfæri,start,M
baldursbrá,start P AE L,T
sverð,start S V EH R,DH
eik,start EH IH,K
póstkort,start P OH UW S T K,AO
krossfeldi,start K R AO,S
smella,start S M,EH
árekstur,start AE UW R EH,S
hrafnkell,start AE P,N
hálka,start,HH
lind,start L IH N T,stop
hjaltína,start AE T,IH
drusla,start T R,S
hrísgrjónavín,start,IH
mön,start M,AE
tvístirni,start T V IH S T IH R,T
inngangur,start IH N K AE,UW
sitja,start S,IH
vær,start V AE IH,R
innihald,start IH N,IH
væla,start V AE IH L AE,stop
ögmundína,start,AE
þrjóskur,start TH,R
málsháttur,start M AE,UW
púði,start P UW DH IH,stop
gári,start K,AE
handrit,start HH AE N T R,IH
bæklingur,start,P
þýður,start,TH
kónguló,start,K
blinda,start,P
legbólga,start L EH P,OH
eldsvoði,start,EH
stýrikerfi,start S T IH,R
nýtt,start N IH,HH
einhyrningur,start EH IH N HH IH R,T
afkomandi,start AE V K AO M AE,N
skurðlæknir,start,S
sónata,start S,OH
grannur,start K,R
blóðbogi,start P L OH UW DH P,AO
seiður,start S EH,IH
ábóti,start AE UW P OH UW,T
kara,start K AE R,AE
markslá,start M AE K S T L AE,UW
eyrnapinni,start EH IH R T N AE P IH,N
samningur,start S AE M N IH NG,K
maður,start M AE DH R,stop
eyja,start,EH
ástþrúður,start AE UW S T TH R UW DH,R
frændsemi,start F R,AE
ferna,start,F
aðstoðarmaður,start AE DH S T AO DH,AE
mura,start,M
tvívetni,start T,V
kameldýr,start K,AE
foringi,start F AO R IH,IH
prófun,start P R,OH
hósti,start HH OH UW S T IH,stop
riðill,start R IH DH IH T,L
kóngsbiskup,start K OH UW NG K S P IH S K,P
frakkland,start,F
árangur,start AE UW R AE UW NG K R,stop
brún,start P R UW,N
glópagull,start K L OH UW P AE K T L,stop
karma,start K AE R,M
systir,start S,IH
verulega,start V EH R,L
geimfari,start,EH
samkeppni,start S AE,M
einræði,start EH,IH
smjatt,start S,M
dufl,start T P L,stop
eftirminnilegur,start EH,F
dómstóll,start T OH UW,M
aðstoð,start,AE
ákefð,start AE UW EH V DH,stop
frumuveggur,start F R,M
rögnvaldína,start R AE K N V AE L T IH N AE,stop
aukning,start HH K N IH NG K,stop
hörðaland,start HH AE,R
lotsveifgras,start L AO T,S
eyrugla,start EH IH,R
klossi,start K L AO S IH,stop
skógarkerfill,start S K OH UW AE R EH R,V
legunautur,start L EH N,T
rabítur,start R AE P IH T,R
luralegur,start L R AE L EH,R
erfiða,start EH R V IH,DH
kafari,start K AE V,AE
körfubolti,start K AE R V P AO T,IH
keyra,start EH,IH
atvinnuleysi,start AE T V IH N,L
verð,start V EH,R
laufblað,start L,V
kverkar,start,K
fylking,start,F
hnykkja,start IH HH,AE
anemóna,start AE N EH M OH,UW
bóndabær,start,P
hobbiti,start HH AO P,IH
nærvera,start N,AE
lystarstol,start L IH S T AE R S T AO L,stop
moli,start,M
öryggisbrestur,start AE R IH,IH
skreyta,start S K R EH IH,T
nígería,start N IH K EH R,IH
djúprista,start T Y UW P R IH S,T
sárasótt,start S AE UW R,AE
mæðraveldi,start M AE IH DH R AE V EH L,T
ríta,start R IH T AE,stop
gráblika,start K R AE UW P L,IH
fundur,start F,N
hvalaskoðun,start K V AE L AE S,K
eldast,start,EH
smásjá,start S M,AE
stíll,start S,T
syrja,start S IH R,Y
börn,start,P
tækifæri,start T AE IH IH,F
vartappi,start V AE R T AE HH P IH,stop
blekbytta,start P L EH K P IH HH,T
meiddur,start M EH IH T R,stop
göfuglyndur,start K AE V,L
frjóhnappur,start F R Y OH UW AE HH P R,stop
dagblað,start T AE P L AE,DH
marxískur,start M AE K S IH S K R,stop
lögreglukona,start L AE,R
lyfjagras,start L IH V,Y
brynja,start,P
kaldur,start K AE L T,R
almannatengsl,start AE L M AE N N AE T EH IH NG K S T,L
mettun,start M EH HH,T
borðtölva,start P AO R DH T AE L,V
laggóður,start L AE K OH,UW
jáeind,start Y AE UW,EH
efnahagur,start EH,P
gerð,start EH R DH,stop
litháíska,start L IH T HH AE UW IH S K AE,stop
guðríður,start K V DH R IH DH,R
meðan,start,M
augntönn,start K N T AE N,stop
sonur,start S,AO
veðurfræði,start V,EH
streða,start,S
glanni,start,K
mont,start,M
skiljanlegur,start S IH L Y AE N L EH R,stop
vartappi,start V AE R T,AE
gíll,start IH T L,stop
hraðall,start,AE
leikbrúða,start L EH IH K P R UW,DH
gegna,start EH K N,AE
svigna,start S V IH K N AE,stop
meðstjórnendur,start M EH DH S T Y OH UW R T N EH N T R,stop
retta,start R EH HH T,AE
æskja,start,AE
fró,start F R,OH
garðaprjón,start K AE R DH AE P R Y,OH
makki,start M AE HH IH,stop
andaglas,start,AE
sætur,start S AE IH,T
millinafn,start M,IH
hótel,start HH OH UW,T
rennilás,start R EH N IH L AE UW,S
fána,start F AE UW N,AE
naflagras,start N AE P L AE K R AE,S
vínberjalögur,start V IH N P EH R Y AE L AE,R
kúka,start K,UW
bruðl,start,P
dýraspítali,start T IH R AE S P IH T AE L,IH
langnykra,start L AE UW NG K,N
kaffihús,start K AE F,IH
matreiðslubók,start M AE,T
hreinskilinn,start EH IH N S IH L IH,N
félag,start F Y EH L AE,stop
slakna,start S T L AE HH K N AE,stop
bakborði,start P AE K P AO R DH,IH
bendir,start P EH N,T
lundir,start L N T,IH
lífljómun,start L IH V,L
skárri,start S K,AE
mongólska,start M AO NG K OH UW,L
afmæli,start AE V M AE,IH
lýsingarháttur,start L,IH
dirfð,start T IH R,V
okkarína,start AO HH K AE R IH N,AE
náttúra,start N,AE
meðferð,start M,EH
tjull,start T Y L,stop
einarína,start EH IH N AE R,IH
bandstrik,start P AE N T S,T
orðhlutafræði,start AO R,DH
siglutoppur,start S IH K L T AO HH P R,stop
eldhúshnífur,start EH L T HH UW S IH,V
ferskjutré,start,F
kokka,start K,AO
blóðfruma,start P L OH UW DH F R M,AE
eftirmáli,start EH F T IH R M,AE
kökkur,start,K
minningargripur,start M IH N IH NG K AE R K,R
própan,start P R,OH
jakuxi,start Y,AE
ruggustóll,start R K S T OH UW T L,stop
menning,start M EH N IH NG K,stop
lakkrís,start L AE,HH
aðsjáll,start AE DH S,Y
beður,start P EH,DH
bjarndís,start,P
hjaltalín,start AE T AE L IH N,stop
forsætisráðherra,start F AO S AE IH T IH S R AE UW DH HH EH,R
eggjarauða,start EH,AE
manni,start M AE,N
komutími,start K AO M,T
mismikill,start M IH S M IH IH T L,stop
munkahetta,start M UW K AE,HH
glódís,start K L,OH
veiklun,start V,EH
dimma,start T IH M,AE
blómavasi,start P L OH,UW
miði,start M IH DH IH,stop
timburmaður,start T,IH
alaskaösp,start AE L AE S K AE AE,S
júnímánuður,start Y UW N IH,M
gáfa,start K AE,UW
blýglans,start P L IH K L AE N,S
lögregluþjónn,start L AE R EH K L TH,Y
háþrýstingur,start HH,AE
ljúka,start L,Y
gikkja,start IH,HH
hildimundur,start HH IH L,T
skarfakál,start S K AE R V AE K AE UW,L
mengjafræði,start M EH IH AE F R AE IH DH,IH
bruggun,start P,R
seytla,start S,EH
húsbóndi,start HH UW S P OH,UW
kaupunautur,start K,P
flinkur,start,F
gengill,start EH IH IH T L,stop
tékkneskur,start T Y EH HH K,N
þurrkur,start TH,K
marxismi,start M AE K S IH S M IH,stop
glyðra,start K L IH,DH
orðflokkur,start AO R DH F L AO HH K,R
fitfugl,start F,IH
alvara,start AE L V AE,R
hallgrímína,start HH AE,T
freyja,start F R EH IH,Y
þylja,start TH IH,L
bót,start,P
leggja,start L,EH
hallgrímína,start HH AE T L K R IH M,IH
nettóþyngd,start N EH HH T OH UW TH IH,NG
kolkrabbi,start,K
seiða,start S EH IH DH,AE
baga,start P AE AE,stop
þind,start TH IH,N
þórhallur,start TH OH,UW
klemma,start K L EH M AE,stop
smokks,start S M AO,HH
konráðína,start K AO N R AE UW DH IH N AE,stop
