word,phonemes,label
skandinavski,start S,K
plebejski,start P L B EH Y S K IH,stop
kurtoazno,start,K
velikodušnost,start,EH
iskrica,start S K R IH AE,stop
nišan,start N SH,AE
tenisač,start T EH N S AE,CH
vjenčati,start,Y
haramija,start AE R M IH,Y
rashod,start R S OH,D
podcijeniti,start P OH D IH Y N,IH
zalutati,start Z AE L T AE,T
graciozan,start G R,IH
hvalisavo,start AE L S AE,OH
tampon,start T M P OH,N
šaltati,start SH L T AE T,IH
prevaliti,start P R EH,L
atmosfera,start AE T M OH S F,R
intelektualka,start IH N T EH L EH K,T
brzati,start,B
tipkati,start T P K AE,T
oprostite,start OH P R S,T
besan,start B S AE,N
reptil,start R P,T
bogota,start B,OH
nesimetričnost,start N EH S IH M T R IH CH N,OH
naizmjeničan,start N AE IH Z M Y N,IH
altruistički,start AE L T R UW,S
krugovalni,start K R G OH AE,L
razdolje,start R Z D OH EH,stop
nameniti,start N AE M N IH T,IH
zalagaonica,start Z AE,L
utajivati,start UW T AE,Y
upozoriti,start UW P,OH
antikomunist,start AE N T IH K OH M N IH S,T
sfragistika,start S F R AE G S T IH K,AE
zalazak,start Z L,AE
šleptregerica,start SH L EH,P
skarabej,start S K AE R B,EH
pokućstvo,start P K,UW
intelekt,start,IH
jegulja,start Y G,UW
kalkulator,start K AE L K L AE,T
izvorni,start Z,OH
čovječanstvo,start CH OH Y EH CH N S T OH,stop
okružiti,start OH,K
ostavljati,start,S
trnka,start,T
agronomija,start AE G,R
krizolog,start,K
natječaj,start N T Y EH,CH
zagaditi,start Z G AE D IH,T
bledoća,start B L EH,D
križovec,start K R,ZH
nemačka,start N M AE CH K,AE
punomoćje,start P N OH,M
kada,start K,D
piletina,start P L EH,T
spektakl,start S P EH K T K L,stop
suparnik,start S,P
kulturan,start K,L
krovina,start K R IH N,AE
egoistički,start,EH
primesa,start P R M EH S AE,stop
paor,start,P
minđuha,start M N,UW
utopistički,start UW T OH P S T IH,T
transparentan,start T R AE N S P R EH N,T
neutralnost,start N EH UW T R L N OH S T,stop
prežderavati,start P R EH ZH D R AE,V
transakcijski,start T R AE,N
dvojben,start D Y B EH N,stop
prognozirati,start P,R
privući,start P,R
govornik,start G OH R,N
čokolada,start CH,OH
aerodromski,start AE EH R,D
bojovnik,start B Y OH N IH K,stop
panslavistički,start P AE,N
melankolično,start M EH L AE NG K,L
djelomičan,start D Y,L
fosilni,start F S IH L N,IH
jugoslaven,start Y UW G,OH
bezgraničnost,start B Z G R AE,N
grmjeti,start G M Y,EH
simpatičnost,start S IH M P T IH CH N OH S,T
hranidba,start R N IH,D
posekotina,start P OH S EH K T IH N AE,stop
zagrepčanka,start Z G R EH,P
balkanizirati,start,B
kačaniklić,start K AE AE,N
fanatik,start F AE N,T
šampion,start SH AE M P OH N,stop
karijera,start K AE R IH,Y
cisterna,start S T,EH
sputan,start S P T AE N,stop
podrazumevati,start P OH D R,AE
fascinacija,start F AE S IH N,IH
prijemnik,start P,R
entuzijazam,start EH N T UW Z IH Y Z,AE
malijski,start M L IH Y S K IH,stop
linoleum,start L IH N OH L,UW
albanološkinja,start AE L B AE N,L
balast,start B L AE S T,stop
magnat,start M G N,AE
upravljanje,start P R AE AE EH,stop
kockarnica,start,K
termopauza,start T EH R M OH,P
kreolski,start K R OH,L
aproksimativan,start P R,OH
malodušno,start M,AE
ozlijediti,start OH Z L Y D IH T,IH
radnica,start R D,N
verojatno,start R OH Y AE T N,OH
šengajst,start,SH
bangkok,start B N G,K
bigotan,start B G OH T,AE
baskijski,start B S K IH Y S,K
transatlantski,start T R AE N S T L AE N T S,K
imaginaran,start M AE G IH N AE R,AE
prosjačina,start,P
pribosti,start P R B OH S T IH,stop
kolektor,start K L EH,K
totalitaristički,start T OH,T
ćepenak,start P EH N AE K,stop
kristaloterapija,start K R IH S T AE L OH T EH R P IH Y AE,stop
zabosti,start Z B OH S T IH,stop
imela,start IH M L AE,stop
čarapa,start CH,R
drukčije,start D R,K
kompromisan,start K OH M P R M IH S,AE
njuškalo,start SH K AE L OH,stop
vulkanizacija,start UW L K AE N,IH
tjelesni,start T Y L EH S,N
internet,start N T EH R,N
dorađivati,start D OH R AE,AE
bolovanje,start B L OH AE EH,stop
kakofonija,start K AE K OH F N IH,Y
sauna,start S UW,N
neoimperijalistički,start N EH OH IH M P EH R IH Y AE L S T IH CH K,IH
fukara,start F UW K R,AE
breskva,start,B
serum,start S R,UW
budistički,start B UW D S T IH CH K,IH
otkopavati,start OH T K OH P AE T IH,stop
kristalni,start K R S T AE,L
odmetnik,start D M EH T N IH,K
pustolovan,start P,S
zadržati,start,Z
pozivati,start P OH,Z
rekonstrukcija,start R EH K,OH
isteravati,start IH S T,EH
poljski,start P S,K
platnen,start,P
kontroverzija,start K OH N T R OH,R
ceremonijalan,start R EH M OH N IH Y AE L AE N,stop
nerast,start N R AE S,T
nerealan,start N R EH AE L AE N,stop
februar,start,F
špoljar,start SH P AE R,stop
divljak,start D,AE
dinstati,start D,N
krasuljak,start,K
špisbirger,start SH P,S
istjerivati,start IH S T Y EH,R
arterija,start R T EH R IH Y AE,stop
branko,start B R N K,OH
odakle,start D AE,K
parazitski,start P AE R Z IH T S K,IH
imigracija,start,IH
bezuvjetno,start B Z UW Y,EH
nauditi,start N UW D IH T,IH
estuarij,start EH S T,AE
razapinjati,start R,AE
šest,start SH S,T
drvosječa,start,D
śever,start,EH
dijagonalan,start D Y AE G OH N AE L,AE
fašistički,start F AE,SH
zaštitnički,start Z SH T IH T N IH T SH,K
uvećati,start UW AE T,IH
prestanak,start P,R
sjevernoafrički,start S Y EH EH R N OH,F
zjenični,start Z Y N IH CH N,IH
poseći,start P S EH,IH
iregularan,start R EH,G
sputavati,start S P UW T AE T,IH
radikalno,start,R
izgubiti,start IH Z G,B
šiltkapa,start SH L T,K
beskućnički,start B S K UW,N
rezbarski,start R Z B AE,R
rušitelj,start R,SH
besprimeran,start B,EH
jazbina,start Y Z B IH N AE,stop
teoretski,start T EH R EH T S K,IH
crkvenoslovenski,start R K EH,N
neprobavljen,start N EH P R B,AE
nevesta,start N EH S T,AE
ljubomoran,start B OH,M
svemiroplov,start S,M
dečak,start D CH AE,K
vanzemaljac,start AE,N
postojeći,start P,S
malograđanin,start M AE L,G
belorusija,start B EH,L
nevjernički,start N,Y
ruševina,start R SH EH IH N AE,stop
laboratorij,start L AE B OH R AE,T
spoljašnji,start S P,AE
lauta,start L,UW
sevdisati,start S D IH S AE T IH,stop
pobratim,start P B R AE T IH,M
zlonamjernik,start Z L OH N M Y EH R N IH,K
gruda,start G R D,AE
carevna,start,R
akrobatski,start,AE
razdor,start R Z D OH R,stop
tračanin,start T R CH AE N,IH
gabula,start G,B
projahati,start P R,Y
spačka,start S,P
japanka,start Y,P
preživjeti,start P R EH ZH Y EH T,IH
zemljovid,start Z M OH,IH
sjevernoafrički,start S,Y
severoistočni,start,S
blesnuti,start B,L
korejac,start K OH R,Y
podgrejati,start P,D
šalsfinga,start SH,L
trljati,start T AE T IH,stop
probavni,start P,R
moralizam,start M OH,R
horizontalnost,start OH R IH Z OH N T L N OH S T,stop
murija,start M R IH Y AE,stop
dimničar,start D M N IH CH AE R,stop
antifašist,start AE,N
obzor,start B Z OH,R
oktobarski,start K T OH B AE R S,K
prilika,start,P
severozapadno,start S EH EH R OH Z P AE D N OH,stop
kraški,start,K
speleologija,start S P EH L EH,OH
neizvestan,start N IH Z EH S T,AE
glavnica,start G L,N
populizam,start P OH P UW L Z AE,M
nesnosno,start N S N OH S,N
ukras,start K R AE S,stop
pohlepno,start P L EH P N,OH
pomalo,start P M AE L,OH
odustajati,start OH D S T AE Y AE,T
autarkija,start AE,UW
kronologija,start K R OH N OH L G IH Y AE,stop
vežbati,start,ZH
skupoća,start S K UW P AE,stop
pregrijavati,start P R EH G,R
vojvotkinja,start Y OH,T
improvizacija,start IH M P,R
testis,start T S T IH S,stop
klupski,start K L P S,K
proćerdavati,start P R OH EH R D,AE
peščanik,start P EH SH CH N,IH
isprazniti,start,IH
ćosavac,start S AE,AE
škotski,start SH K,T
tonzilektomija,start T OH N Z IH L,EH
univerzitetski,start UW N IH,EH
primitivnost,start P R IH M IH,T
mršav,start M R,SH
turkmenski,start T R K M EH N S,K
fortifikacija,start F OH R,T
fotka,start F,T
bezvlašće,start B Z L AE SH,EH
venerolog,start EH N EH R,L
šraubncijer,start SH R UW B N,IH
razmotavati,start R,AE
šipkov,start SH P,K
nonkonformist,start N OH N K,OH
iber,start B EH,R
aklimatizacijski,start AE K L,IH
nesvršeni,start N S R SH EH N IH,stop
zabranjivati,start Z,AE
mrzak,start M R Z AE K,stop
ginko,start G N K OH,stop
prodavati,start P,R
apologetika,start AE P OH L OH G T IH K AE,stop
umišljati,start UW M,SH
ženeva,start ZH,EH
faliti,start,F
nekonvencionalan,start N K OH N EH N IH,OH
intelektualizam,start IH N T EH L EH K T,UW
temeljni,start,T
porotnik,start P,R
rukavičarski,start R UW K IH,CH
period,start P EH R,OH
kostrva,start K S T R AE,stop
kradeno,start K R D EH N OH,stop
balistički,start B AE,L
osjetiti,start S Y EH T IH T,IH
istokrvan,start,S
prsiti,start P R,S
dojdek,start,D
nesloga,start N S,L
tugaljivo,start T,UW
sudba,start S,D
zamamiti,start Z AE M M IH T,IH
podići,start P D IH T,IH
identifikator,start IH D EH N T IH F K,AE
jarbol,start Y R B OH L,stop
leopard,start L,OH
kraljevna,start K,R
monitor,start M N IH T OH,R
nedokaziv,start N EH D OH K Z IH,stop
resurs,start R S,UW
partizanka,start P AE R T Z,AE
prolom,start P,R
spašavati,start S P AE SH,AE
fondacija,start F OH N D IH Y,AE
razulareno,start R AE Z L AE R EH,N
konkubina,start K OH N K,UW
cjenkati,start Y EH NG,K
kapriciozan,start K P R IH,IH
abdomen,start AE B D,M
nastup,start N S T UW,P
duboko,start,D
adventistički,start AE D EH N T S T IH CH,K
štaubcuker,start SH T UW B,UW
iskrčiti,start IH S K CH,IH
trigonometrijski,start T R IH G OH N OH M T R IH Y S K IH,stop
arogantan,start,AE
bijeg,start B Y,G
vizija,start Z IH,Y
mulac,start M L,AE
komfor,start K M,F
oficir,start OH,F
smotuljak,start,S
druželjubivost,start D R UW,ZH
vjeroispovijed,start Y EH R OH S P,OH
trobojka,start T R B,OH
kondukcija,start K OH N,D
izvestan,start,Z
kauzalan,start K UW,Z
jarak,start Y,R
kriminalist,start K R IH M IH N,L
vrtlog,start T L OH G,stop
konfederacija,start K OH N F EH,D
specijalna,start S P,IH
špilkarta,start SH P L,K
kompatibilnost,start K OH M P AE T IH,B
manira,start M AE N R AE,stop
komforno,start K M F OH,R
ishodište,start S OH D IH SH T EH,stop
hihot,start OH,T
ukazivati,start UW K AE,Z
reporter,start,R
postiti,start P S T IH T,IH
trčkarati,start,T
čavka,start CH,K
krovopokrivač,start K R OH OH P,OH
obezglavljivati,start OH B EH Z G L AE AE,T
bjesnjeti,start B Y S EH,T
baratati,start B AE R T AE T,IH
tranzitni,start,T
neprekidno,start N P R EH K,IH
brat,start,B
talentiranost,start T AE L N T IH R AE N OH S T,stop
fascinirati,start F AE,S
knežev,start K N ZH,EH
dadaizam,start D AE D AE Z AE,M
financirati,start F IH,N
protivno,start P R T IH N,OH
golišavost,start G OH L SH,AE
automobilistički,start AE UW T OH M OH B IH L,S
djelomično,start D Y,L
krevetnina,start K R EH EH T N N,AE
piramidalan,start P R AE M IH D AE L,AE
striptizeta,start S T R IH P T,IH
mamurluk,start M AE M R L UW,K
rugati,start,R
prezirati,start P,R
spretan,start S P R,T
metodologija,start M EH T OH D OH L G IH,Y
patagonija,start P AE T G OH N IH,Y
prepasti,start P R,P
adekvatnost,start AE D EH K T N,OH
nadeđa,start N,D
zavoljeti,start Z AE EH T,IH
kršćanstvo,start,K
sokoliti,start S OH K,L
anektirati,start AE N,EH
speleologija,start S,P
befel,start B F EH L,stop
neznatno,start N Z N AE T N,OH
tupoglavost,start T UW P G L AE,OH
alem,start L EH,M
ermenija,start R M EH N IH Y,AE
bespomoćno,start,B
karavana,start K AE R AE N,AE
isceđivati,start IH S,EH
anoda,start AE,N
barbados,start B AE R,B
polaskati,start P L AE S K AE T,IH
pravodoban,start P R OH D OH B,AE
sablažnjivost,start S,AE
punoletnik,start,P
laboratorijski,start L AE B OH R T,OH
skeptično,start S K,P
kremacija,start K R EH M IH Y,AE
opsidijan,start OH P S IH D,Y
stogodišnjica,start S T OH,G
pridodavati,start P R IH D OH D,AE
neizbežno,start N IH Z B,EH
tradicionalnost,start T R AE D IH,IH
iskoreniti,start IH S K OH R N IH,T
nadopuniti,start N AE D P,UW
devalvacija,start D EH AE L IH Y AE,stop
ilegalan,start,L
krvopija,start K R P IH,Y
formalistički,start,F
spletkariti,start S P L EH T K R IH T IH,stop
manevar,start,M
korjenito,start K OH R Y N IH,T
metak,start,M
t,start T,stop
sesija,start S,S
mekano,start M,K
diktatorski,start D K T AE T OH R S K IH,stop
bezvjeran,start B Z Y,EH
primjenjivati,start,P
snalaziti,start S N,L
kanalizacija,start K,AE
satirički,start S AE T R IH T SH K IH,stop
divljati,start D,AE
probuđivati,start,P
prokrijumčariti,start P R OH K,R
sprijateljivati,start S,P
keramičarka,start K EH R M IH CH AE,R
sinekura,start S IH N EH,K
snaša,start S N SH,AE
arhiepiskop,start AE R IH P IH S K,OH
bjesnilo,start B Y S,N
utroba,start T R OH B AE,stop
država,start D ZH AE AE,stop
palestinski,start P AE L S T,IH
zločesto,start Z L CH EH S T,OH
prisustvovati,start P R S UW S T OH AE T,IH
udarnik,start D,AE
neugodan,start N UW G OH,D
italski,start T AE L S,K
semitski,start S M IH T S K,IH
nizina,start N,IH
uvaliti,start UW L IH,T
naježiti,start N AE Y ZH IH,T
jednodušnost,start Y D N OH D UW SH N OH,S
šlifer,start SH L,F
impersonalno,start M P EH R S OH,N
maloletan,start M L OH L EH T AE,N
berberski,start B R B EH R S,K
berber,start B R,B
reinkarnirati,start R EH IH N,K
nagurati,start N AE G,R
trodimenzionalan,start T R D IH M,EH
statistički,start S T AE T S T IH T,SH
kivno,start K,N
jahati,start Y AE T IH,stop
leksikografski,start L EH K,S
pederstvo,start P D EH,R
nepristran,start N EH P R S T R AE N,stop
glavurda,start G L,UW
plebejski,start P,L
pjanić,start,P
raspust,start R S P UW,S
impulzivnost,start IH,M
kamičak,start K AE M,CH
sakramentati,start S AE K R AE M N T AE,T
spas,start S P,S
imperfektivan,start M P EH R F EH K T IH AE N,stop
šrauba,start SH,R
planski,start,P
odron,start,D
izuzev,start IH Z Z,EH
odmalena,start OH D,M
zamaman,start,Z
neupadljivo,start,N
jednosmjeran,start Y D N OH S M Y EH R AE N,stop
sociološki,start S OH T S IH L OH SH K,IH
diverzitet,start D IH EH,R
naslutiti,start,N
nadograđivati,start,N
riskantnost,start R IH S,K
strpljiv,start,S
stisnuti,start S T S N UW T IH,stop
zajednički,start,Z
estetski,start,S
prekretati,start,P
griva,start G R,AE
astralan,start S,T
izjaviti,start IH Z Y IH T IH,stop
neuvjerljiv,start N,EH
indoevropski,start IH N,D
nebitnost,start N B IH T,N
pilav,start,P
apatično,start AE P T IH CH,N
singlica,start S NG G L IH,AE
zmaj,start Z,M
predgrađe,start,P
zableštiti,start Z AE B L SH T IH,T
polagano,start P OH L G AE N,OH
koga,start K,G
odvojiti,start OH D Y IH,T
normalno,start N,R
namjerno,start,N
epistola,start EH P S T OH L,AE
antisemitizam,start AE N T IH S EH M IH T Z AE M,stop
improvizacija,start,IH
građevina,start G R EH IH N AE,stop
rubin,start R,B
uviđavno,start IH AE N,OH
aerodinamika,start AE EH R OH D IH N M IH K,AE
razdružiti,start R AE Z D R,ZH
iscrpan,start S R P,AE
šestojanuarski,start SH EH S T OH Y N UW AE R,S
krutiti,start K R T IH T IH,stop
kriminologija,start K R IH M IH N OH L G IH,Y
otkidati,start,OH
legalno,start L G AE L N,OH
ankara,start N K AE,R
kršan,start K R SH,AE
šupljina,start,SH
totalitarizam,start T OH T AE L IH T AE R,Z
tematski,start T M AE T,S
škodan,start SH K,D
astronautika,start AE S T R OH N,AE
uzročan,start Z,R
čitateljica,start CH,IH
rodoljuban,start R D OH UW,B
bezbolnost,start B Z B OH L N OH S,T
nerado,start N R AE,D
proždrljivac,start P R OH ZH D IH AE,stop
pacifik,start,P
klasje,start K L S Y EH,stop
kopno,start K P N,OH
pazuh,start,P
odletjeti,start OH D L T Y EH,T
idiotski,start,IH
sujevjernost,start S UW,Y
šarati,start SH R,AE
mletački,start,M
hladnjača,start L,D
špedicija,start SH P EH,D
igde,start G D,EH
obujmljivati,start OH B UW Y,M
geografija,start G EH OH G R F IH Y AE,stop
ciničan,start N IH CH AE,N
krntija,start K N T,IH
izračunavati,start IH Z R AE CH UW N AE T,IH
zapisati,start Z AE P S AE T,IH
nesimetričan,start N EH S IH,M
makedonski,start M AE,K
ušica,start SH,IH
učvršćivati,start UW CH R SH AE T,IH
odzivati,start OH D Z AE,T
etapa,start EH T P AE,stop
otpisivati,start OH T P IH,S
svjetlo,start S,Y
rešavati,start R,EH
kaba,start K,B
banknota,start B,AE
rob,start R,B
bosonog,start B OH S N OH,G
mekšati,start,M
omofor,start OH M,F
divljaštvo,start D,IH
pizdeti,start,P
kotizacija,start,K
gospodariti,start G OH S P OH D R IH,T
vragolast,start R AE,G
tuniski,start T N IH S K IH,stop
udomiteljica,start UW D OH M IH,T
iluzionistički,start IH L UW Z IH,OH
zubni,start,Z
kvadrant,start K D R AE N T,stop
neostvaren,start N EH,S
pridobijati,start P R IH D OH B Y AE T,IH
potres,start,P
trapezoid,start T R AE P EH Z,IH
svojstven,start S Y S,T
džanarika,start JH N AE R,IH
trijezniti,start T R IH Y Z N IH T,IH
teatralnost,start T EH AE T R,L
raznovrsnost,start R AE Z N R,S
šličuha,start,SH
porast,start P,R
hipokrizija,start IH P OH K R,Z
udomljivati,start UW D,OH
bućkati,start B K AE T IH,stop
degenerik,start D EH G EH N,R
nenazočan,start N EH N Z OH CH AE N,stop
želeti,start ZH L EH,T
kriknuti,start K R,K
dnevni,start D N,N
obespraviti,start OH B EH S P,R
žvakati,start ZH K AE T,IH
narkomanka,start N AE R K M AE,N
lopatast,start L P AE T,AE
temeljiti,start T EH M IH T,IH
tradicijski,start T R,D
snoplje,start,S
ulog,start L OH G,stop
darvinizam,start D AE R,IH
sijed,start S Y,D
ljubomoran,start B OH M OH,R
živost,start ZH OH S,T
specijalnost,start S,P
nonkonformizam,start N OH N K OH N F OH R M Z,AE
nikaragvanski,start,N
iscijediti,start IH S IH Y D IH T,IH
šljemati,start SH M AE,T
duhovit,start D UW,IH
ogovarati,start,OH
biljni,start B N IH,stop
autonomistički,start AE UW T OH N OH M S T IH CH K,IH
dilum,start D L UW M,stop
pivarstvo,start,P
sinhronija,start,S
taliban,start T AE L,B
sadilac,start,S
brojno,start B R,Y
titraj,start T T,R
kriv,start K,R
imigrirati,start,IH
pregovarački,start P R EH G OH R AE T SH K IH,stop
pozan,start P Z AE,N
nenamjerno,start N EH N M Y EH,R
transatlantski,start T R AE N S T L AE N T S K,IH
teorem,start T,EH
vjeroispovijest,start Y,EH
plemenski,start P L M EH N S K,IH
dragomir,start D R AE G OH,M
detinjast,start,D
kreolski,start,K
suzdržavati,start S UW Z,D
zavoditi,start Z AE D,IH
slabo,start S L,B
naslediti,start N AE,S
preskočiti,start P R,EH
beskrajan,start,B
pamtivek,start P M,T
anakronizam,start AE N AE K R OH N,Z
odnedavna,start D N,EH
australski,start AE S T R AE L,S
sokak,start S,K
delom,start D L,OH
podrediti,start P,OH
shodno,start S D N,OH
sitničav,start S T N IH,CH
povređivati,start P OH,R
longitudinalan,start L N G,IH
neutralan,start N UW,T
suvisao,start S IH S AE,OH
racionalan,start R IH OH N AE,L
nabubriti,start N B UW B R IH T IH,stop
čopor,start CH P OH,R
zgrejavati,start,Z
rastvoriti,start R AE,S
šlafhemd,start SH L F EH M D,stop
posebnost,start P S EH B,N
izljubljivati,start IH Z UW B,AE
interesantan,start IH,N
instinktivno,start,N
razdražiti,start R AE Z D R ZH,IH
godišnji,start G D IH SH,IH
uspravan,start S P R AE AE,N
slikati,start S L K,AE
pipa,start P P AE,stop
desno,start D S N OH,stop
represivan,start R,P
dikcija,start,D
ćeretavo,start EH R,T
nogometaški,start N OH G OH M T,AE
štedionica,start SH T EH D IH N IH AE,stop
mestimičan,start M S T IH,M
trenutačan,start T R N UW,T
hodajući,start D AE,Y
arabeska,start AE R B EH S,K
temeljni,start T M EH N IH,stop
vestern,start S T EH R N,stop
haploidan,start,P
raseliti,start R,AE
križarski,start K R ZH,AE
kalifornijski,start K AE L IH F R N IH Y S K IH,stop
olimpijski,start OH L M P IH Y S K,IH
eklisiologija,start EH,K
beskorisno,start B S K,OH
haustor,start UW S,T
jedinstveno,start Y EH D N S T EH N OH,stop
upotrebljavati,start UW P OH,T
bjelasati,start B Y EH L S,AE
šaumšnita,start,SH
kancerogen,start K N EH R OH G EH N,stop
period,start,P
snalaziti,start,S
spazmatičan,start S P AE Z M T IH CH AE,N
jugoslaven,start Y,UW
trijumvir,start,T
nepovezan,start N EH P EH,Z
motivacija,start M OH T IH IH Y,AE
suveren,start S EH,R
inaugurator,start IH N AE UW G R AE T,OH
ekvadorka,start EH K D OH R,K
sarajlijski,start S AE R,Y
trivijalno,start T R,IH
poštovatelj,start P,OH
prosinački,start P R S IH N AE CH K,IH
vodoravan,start D OH R AE AE,N
smiješan,start,S
futurist,start,F
pakistanac,start,P
kažnjenik,start K,ZH
rafinirati,start R,AE
nesebičnost,start N S EH B IH CH N OH S T,stop
norvežanin,start,N
kompromitirati,start K OH M P R OH M,IH
prislanjati,start P,R
posediti,start P OH S D IH T IH,stop
mladež,start M L D EH,ZH
glad,start G L,D
pokvariti,start,P
saksonski,start S K S OH N,S
među,start M UW,stop
inkunabula,start,IH
krnje,start,K
prepolovljivati,start P R EH,P
smrdjeti,start S M,D
računaljka,start,R
plašt,start P L SH T,stop
tasmanija,start T S M AE N IH Y AE,stop
bihevioristički,start B IH EH IH OH R S T IH CH K IH,stop
čahura,start CH UW R AE,stop
elektromagnetizam,start EH L EH K,T
simbolički,start S IH,M
animizam,start AE N IH M Z,AE
razotkriti,start R AE Z T K R IH,T
jogunasto,start Y G UW N AE,S
dalmatinski,start D AE L,M
animacija,start AE N IH M,IH
dovitljiv,start D,OH
podanik,start P D,AE
spadati,start S P D AE,T
veslački,start S L,AE
gangster,start G N G S T EH R,stop
imenica,start M,EH
začetnik,start Z,CH
pornografija,start P OH R N OH G R F IH,Y
rijedak,start R,Y
delotvorno,start D L,OH
dugovati,start D UW G AE T,IH
sajamski,start,S
zabeleška,start Z B EH L EH,SH
presretati,start P R S R EH T AE,T
uvjeravati,start UW Y,EH
svježina,start S Y EH,ZH
kriptopolitički,start K R IH P T OH P,OH
sarajlija,start,S
pošast,start P SH AE S T,stop
galija,start G L IH Y,AE
pričekivati,start P R,IH
prijazan,start P R Y,AE
pluralizacija,start P L,UW
nesnosno,start N S N OH S N OH,stop
perzijski,start P R Z IH Y S K,IH
šamija,start SH,M
gaj,start,G
strpljiv,start S T,P
sustavno,start S,S
zavoleti,start Z AE L EH,T
avatar,start AE T AE,R
instinktivno,start N S T IH N K T IH N OH,stop
bezbožnički,start B Z B OH ZH N,IH
ćoraviti,start R AE IH T IH,stop
algebarski,start L G EH B,AE
odazvati,start,OH
paronim,start P AE R N IH,M
dvoboj,start D B OH,Y
zemljotres,start,Z
transakcijski,start T R AE N S K IH Y,S
seizmograf,start S EH IH Z M G R AE F,stop
neprimetno,start N P R,IH
kufer,start K F EH,R
zabuljiti,start Z,AE
razumevati,start R AE Z,UW
srpska,start S R P S,K
kas,start K,S
popušiti,start P P,UW
flegmatično,start F L EH G M T IH CH N,OH
prestup,start P R S T UW P,stop
pričuvati,start P R IH CH,AE
aneksijski,start AE,N
avanzirati,start AE AE N Z R AE,T
mumljati,start M M,AE
bestijalnost,start B EH S T IH,Y
sumnjičiti,start S M,IH
zadesiti,start,Z
kozmetičarski,start K OH Z M T IH CH AE R S,K
zanemarivati,start Z AE,N
riboflavin,start R IH B OH F,L
lomača,start L M AE,CH
pražanin,start P R ZH AE,N
privići,start P R,IH
bespomoćan,start B S P,OH
oživjeti,start OH ZH,Y
celuloid,start,EH
ugovor,start G OH OH R,stop
organski,start R,G
upotrebljavati,start UW P,OH
nakositi,start N AE K S,IH
trenutan,start T R N UW T,AE
posuđivati,start P,OH
odjahivati,start,OH
blazan,start B L Z AE,N
avarski,start AE R S K IH,stop
sugestivan,start S G,EH
prisiljavati,start P R IH S IH AE,T
podnosilac,start,P
mestopis,start M S T OH P IH,S
krivokletnički,start K R IH K L EH T,N
odrezati,start D R EH Z AE T,IH
zglobni,start,Z
razmak,start R,Z
materijalizam,start M AE T EH R IH Y,AE
pogasiti,start P OH G,S
istraga,start S T R AE G,AE
nebitnost,start N B,IH
oblačan,start B L,AE
kovačićevac,start K,AE
miljenica,start,M
glagoljički,start G L AE G IH CH K,IH
kantonski,start K N T,OH
multiplikator,start M UW L T IH P L K,AE
bezobzirno,start B Z OH B Z IH,R
hortikultura,start OH R T IH K UW L T R,AE
najaviti,start N AE Y IH,T
pripitomiti,start P R IH P IH T M,IH
miriti,start M R IH,T
simpatičnost,start S,IH
trulost,start,T
bjeleg,start B Y,L
okret,start K R EH,T
nekomunikativan,start N K OH M UW N IH K AE T IH AE N,stop
ekavski,start K AE,S
mestimice,start M S T IH M,IH
austrougarski,start AE UW S T R,OH
autokefalan,start AE UW,T
grabiti,start G R B IH,T
šinjorina,start,SH
ledenjak,start L EH D,AE
raskidati,start R AE S K D AE T,IH
šnajcer,start SH N Y,EH
infuzija,start N F,UW
svjetlucati,start S,Y
holograf,start OH L G R AE F,stop
žurnalist,start ZH UW R N,L
pripisati,start,P
milosrdnost,start M L OH S R D N OH S,T
ustanovljivati,start UW S T AE,N
kovačevački,start K OH,CH
prepolovljivati,start P R EH P OH L,OH
objelodanjivati,start OH B Y EH L OH,D
antropomorfan,start AE N,T
kvasiti,start,K
bretonski,start B R T OH N,S
podanik,start P D AE N IH K,stop
štaubzauger,start SH,T
audiologija,start AE UW D IH OH,L
prosinac,start P R S IH N AE,stop
metež,start M T,EH
slikopis,start S L K OH P,IH
sporazumjeti,start S P OH R AE Z,M
magarac,start M G,AE
perun,start P R UW N,stop
uveo,start EH OH,stop
promocija,start P R M OH IH Y AE,stop
šikati,start SH K AE,T
transkripcijski,start T R AE N S K R,P
apstraktan,start P S T,R
utrostručiti,start UW T R S T R UW CH IH T IH,stop
krokodilski,start K R OH K D IH,L
kaka,start,K
prijateljski,start P R IH Y AE T S K IH,stop
šaliti,start SH L,IH
nekomercijalan,start N K OH M,EH
plodina,start P L D IH,N
čavčji,start CH CH Y,IH
besmislica,start B S M IH,S
nasamarivati,start N AE,S
nastaniti,start N AE S T N IH T IH,stop
četverokut,start CH T EH R OH K,UW
neprimereno,start N EH P R M EH R EH N OH,stop
eliptičan,start EH L P T IH CH,AE
ubožnica,start B,OH
dopisivati,start,D
prosjački,start P R S Y AE CH,K
urediti,start UW,R
pogovor,start P G OH OH R,stop
proćeretati,start P R OH,EH
vješalica,start Y SH,AE
nespreman,start N S,P
zabrtvljenost,start Z B,R
čakavski,start T SH K AE S,K
izomorfan,start IH Z OH M R F AE N,stop
utrnuti,start UW,T
astrogeologija,start AE S T R OH,G
vjeverica,start Y EH,R
gospodična,start,G
rešt,start,R
sintetizirati,start S IH N T EH,T
jamčiti,start Y M CH IH T IH,stop
palestinski,start P AE L S T IH N S K IH,stop
propušiti,start P R P UW,SH
negativnost,start N EH G AE T,N
kupa,start,K
predstava,start P R,D
trezniti,start T R,Z
čime,start,CH
