word,ipa,ARPAbet
sleipa,s t l e iː p a,S T L EH IH P AE
sleipur,s t l e iː p ʏ r,S T L EH IH P R
sleppa,s t l ɛ h p a,S T L EH HH P AE
sletta,s t l ɛ h t a,S T L EH HH T AE
slit,s t l ɪː t,S T L IH T
slitinn,s t l ɪː t i nː,S T L IH T IH N
slitna,s t l ɪ h t n a,S T L IH HH T N AE
slitur,s t l ɪː t ʏ r,S T L IH T R
sljór,s l j o uː r,S L Y OH UW R
sloj,s t l ɔ iː,S T L AO IH
slokkna,s t l ɔ h k n a,S T L AO HH K N AE
slydda,s t l ɪ tː a,S T L IH T AE
slys,s t l ɪː s,S T L IH S
slá,s t l a uː,S T L AE UW
slátra,s t l a uː t r a,S T L AE UW T R AE
sláttarstöðvun,s t l a u h t a r s t œ ð v ʏ n,S T L AE UW HH T AE R S T AE DH V N
sláttur,s t l a u h t ʏ r,S T L AE UW HH T R
slátur,s t l a uː t ʏ r,S T L AE UW T R
slægur,s l a iː ɣ ʏ r,S L AE IH R
slæða,s l̥ a iː ð a,S AE IH DH AE
slésvík,s t l j ɛː s v iː k,S T L Y EH S V IH K
slétta,s t l j ɛ h t a,S T L Y EH HH T AE
sléttlendi,s t l j ɛ h t l ɛ n t ɪ,S T L Y EH HH T L EH N T IH
sléttur,s t l j ɛ h t ʏ r,S T L Y EH HH T R
slíkur,s t l iː k ʏ r,S T L IH K R
slím,s t l iː m,S T L IH M
slímugur,s t l iː m ʏː ɣ ʏ r,S T L IH M R
slíta,s t l iː t a,S T L IH T AE
slíður,s t l iː ð ʏ r,S T L IH DH R
slóra,s t l o uː r a,S T L OH UW R AE
slóvakía,s t l o uː v a cʰ iː j a,S T L OH UW V AE IH Y AE
slóvakíska,s t l o uː v a cʰ i s k a,S T L OH UW V AE IH S K AE
slóvenska,s t l o uː v ɛ n s k a,S T L OH UW V EH N S K AE
slóvenía,s t l o uː v ɛː n iː j a,S T L OH UW V EH N IH Y AE
slóð,s t l o uː ð,S T L OH UW DH
slúta,s t l uː t a,S T L UW T AE
slútta,s t l u h t a,S T L UW HH T AE
slúður,s t l uː ð ʏ r,S T L UW DH R
smakka,s m a h k a,S M AE HH K AE
smala,s m aː l a,S M AE L AE
smalamaður,s m aː l a m aː ð ʏ r,S M AE L AE M AE DH R
smali,s m aː l ɪ,S M AE L IH
smaragður,s m aː r a ɣ ð ʏ r,S M AE R AE DH R
smekklegur,s m ɛ h k l ɛː ɣ ʏ r,S M EH HH K L EH R
smekkur,s m ɛ h k ʏ r,S M EH HH K R
smella,s m ɛ t l a,S M EH T L AE
smergill,s m ɛ r c ɪ t l,S M EH R IH T L
smetti,s m ɛ h t ɪ,S M EH HH T IH
sminka,s m i ŋ̊ k a,S M IH K AE
smit,s m ɪː t,S M IH T
smiðja,s m ɪ ð j a,S M IH DH Y AE
smiður,s m ɪː ð ʏ r,S M IH DH R
smjatt,s m j a h t,S M Y AE HH T
smjör,s m j œː r,S M Y AE R
smjörhnífur,s m j œ r n̥ iː v ʏ r,S M Y AE R IH V R
smjörlauf,s m j œ r l ø yː v,S M Y AE R L V
smjúga,s m j uː a,S M Y UW AE
smokkar,s m ɔ h k a r,S M AO HH K AE R
smokks,s m ɔ h k s,S M AO HH K S
smokkur,s m ɔ h k ʏ r,S M AO HH K R
smurostur,s m ʏː r ɔ s t ʏ r,S M R AO S T R
smurður,s m ʏ r ð ʏ r,S M R DH R
smygill,s m ɪː j ɪ t l,S M IH Y IH T L
smyrill,s m ɪː r ɪ t l,S M IH R IH T L
smyrja,s m ɪ r j a,S M IH R Y AE
smyrja,s m ʏ r j a,S M R Y AE
smyrsl,s m ɪ r̥ s t l,S M IH S T L
smá,s m a uː,S M AE UW
smána,s m a uː n a,S M AE UW N AE
smánetla,s m a uː n ɛ h t l a,S M AE UW N EH HH T L AE
smánykra,s m a uː n ɪː k r a,S M AE UW N IH K R AE
smáorð,s m a uː ɔ r ð,S M AE UW AO R DH
smár,s m a uː r,S M AE UW R
smári,s m a uː r ɪ,S M AE UW R IH
smásaga,s m a uː s aː ɣ a,S M AE UW S AE AE
smásjá,s m a uː s j a uː,S M AE UW S Y AE UW
smæra,s m a iː r a,S M AE IH R AE
smíð,s m iː ð,S M IH DH
smíða,s m iː ð a,S M IH DH AE
smók,s m o uː k,S M OH UW K
smóking,s m o uː cʰ i ŋ k,S M OH UW IH NG K
snar,s t n aː r,S T N AE R
snark,s t n a r̥ k,S T N AE K
snarka,s n a r̥ k a,S N AE K AE
snarl,s t n a r t l,S T N AE R T L
snarpur,s n a r̥ p ʏ r,S N AE P R
sneddí,s t n ɛ tː i,S T N EH T IH
snefill,s t n ɛː v ɪ t l,S T N EH V IH T L
snekkja,s n ɛ h c a,S N EH HH AE
snemma,s n ɛ mː a,S N EH M AE
snepill,s t n ɛː p ɪ t l,S T N EH P IH T L
snerra,s n ɛ rː a,S N EH R AE
snerta,s n ɛ r̥ t a,S N EH T AE
snertill,s n ɛ r̥ t ɪ t l,S N EH T IH T L
snifsi,s t n ɪ f s ɪ,S T N IH F S IH
snigill,s n ɪː j ɪ t l,S N IH Y IH T L
snilld,s t n ɪ l t,S T N IH L T
snilli,s t n ɪ lː ɪ,S T N IH L IH
snilli,s t n ɪ t l ɪ,S T N IH T L IH
snillingur,s t n ɪ t l i ŋ k ʏ r,S T N IH T L IH NG K R
snið,s t n ɪː ð,S T N IH DH
sniðill,s n ɪː ð ɪ t l,S N IH DH IH T L
snjall,s t n j a t l,S T N Y AE T L
snjallsími,s t n j a t l s iː m ɪ,S T N Y AE T L S IH M IH
snjallur,s t n j a t l ʏ r,S T N Y AE T L R
snjallúr,s n j a t l uː r,S N Y AE T L UW R
snjóa,s n j o uː a,S N Y OH UW AE
snjór,s n j o uː r,S N Y OH UW R
snjótittlingur,s n j o uː tʰ ɪ h t l i ŋ k ʏ r,S N Y OH UW T IH HH T L IH NG K R
snoppufríður,s t n ɔ h p ʏ f r iː ð ʏ r,S T N AO HH P F R IH DH R
snotur,s t n ɔː t ʏ r,S T N AO T R
snupra,s n ʏː p r a,S N P R AE
snurða,s t n ʏ r ð a,S T N R DH AE
snurðulaus,s t n ʏ r ð ʏ l ø yː s,S T N R DH L S
snuð,s t n ʏː ð,S T N DH
snyrting,s t n ɪ r̥ t i ŋ k,S T N IH T IH NG K
snákur,s t n a uː k ʏ r,S T N AE UW K R
snæfríður,s t n a iː f r iː ð ʏ r,S T N AE IH F R IH DH R
snækobbi,s n a iː kʰ ɔ pː ɪ,S N AE IH K AO P IH
snækrækill,s n a iː kʰ r a iː c ɪ t l,S N AE IH K R AE IH IH T L
snæland,s n a iː l a n t,S N AE IH L AE N T
snær,s n a iː r,S N AE IH R
snæri,s t n a iː r ɪ,S T N AE IH R IH
sníkill,s t n iː c ɪ t l,S T N IH IH T L
sníkja,s n iː c a,S N IH AE
snípur,s t n iː p ʏ r,S T N IH P R
sníð,s n iː ð,S N IH DH
sníða,s n iː ð a,S N IH DH AE
snóker,s t n o uː k ɛ r,S T N OH UW K EH R
snöggur,s t n œ kː ʏ r,S T N AE K R
snökt,s n œ x t,S N AE T
snökta,s n œ x t a,S N AE T AE
snörla,s n œ r t l a,S N AE R T L AE
snös,s n œː s,S N AE S
snúðugur,s t n uː ð ʏː ʏ r,S T N UW DH R
snúður,s t n uː ð ʏ r,S T N UW DH R
sofa,s ɔː v a,S AO V AE
soffía,s ɔ fː iː j a,S AO F IH Y AE
sofi,s ɔː v ɪ,S AO V IH
sofir,s ɔː v ɪ r,S AO V IH R
sofna,s ɔ p n a,S AO P N AE
sog,s ɔː ɣ,S AO
sokkur,s ɔ h k ʏ r,S AO HH K R
soldill,s ɔ l t ɪ t l,S AO L T IH T L
solla,s ɔː l a,S AO L AE
sonardóttir,s ɔː n a r t o u h t ɪ r,S AO N AE R T OH UW HH T IH R
sonur,s ɔː n ʏ r,S AO N R
sorg,s ɔ r k,S AO R K
sori,s ɔː r ɪ,S AO R IH
sorta,s ɔ r̥ t a,S AO T AE
sorti,s ɔ r̥ t ɪ,S AO T IH
sortna,s ɔ r̥ t n a,S AO T N AE
sortulyng,s ɔ r̥ t ʏ l i ŋ k,S AO T L IH NG K
soð,s ɔː ð,S AO DH
spakmæli,s p aː k m a iː l ɪ,S P AE K M AE IH L IH
spakur,s p aː k ʏ r,S P AE K R
spanjóli,s p a n j o uː l ɪ,S P AE N Y OH UW L IH
spark,s p a r̥ k,S P AE K
sparka,s p a r̥ k a,S P AE K AE
sparnaður,s p a r t n aː ð ʏ r,S P AE R T N AE DH R
sparta,s p a r̥ t a,S P AE T AE
sparð,s p a r ð,S P AE R DH
spaug,s p ø yː ɣ,S P
spauga,s p ø yː ɣ a,S P AE
spað,s p aː ð,S P AE DH
spaði,s p aː ð ɪ,S P AE DH IH
spegill,s p e iː j ɪ t l,S P EH IH Y IH T L
spegla,s p e i k l a,S P EH IH K L AE
speki,s p ɛː c ɪ,S P EH IH
spekja,s p ɛː c a,S P EH AE
spekt,s p ɛ x t,S P EH T
speli,s p ɛː l ɪ,S P EH L IH
spendýr,s p ɛ n t iː r,S P EH N T IH R
speni,s p ɛː n ɪ,S P EH N IH
spenna,s p ɛ nː a,S P EH N AE
spennandi,s p ɛ nː a n t ɪ,S P EH N AE N T IH
spenntur,s p ɛ n̥ t ʏ r,S P EH T R
spergilkál,s p ɛ r c ɪ l kʰ a uː l,S P EH R IH L K AE UW L
spergill,s p ɛ r c ɪ t l,S P EH R IH T L
sperðileitrun,s p ɛ r ð ɪ l e iː t r ʏ n,S P EH R DH IH L EH IH T R N
spik,s p ɪː k,S P IH K
spil,s p ɪː l,S P IH L
spila,s p ɪː l a,S P IH L AE
spilling,s p ɪ t l i ŋ k,S P IH T L IH NG K
spindill,s p ɪ n t ɪ t l,S P IH N T IH T L
spinna,s p ɪ nː a,S P IH N AE
spjald,s p j a l t,S P Y AE L T
spjaldtölva,s p j a l t tʰ œ l v a,S P Y AE L T T AE L V AE
spjalla,s p j a t l a,S P Y AE T L AE
spjót,s p j o uː t,S P Y OH UW T
spjótkast,s p j o uː t kʰ a s t,S P Y OH UW T K AE S T
spjör,s p j œː r,S P Y AE R
sporvagn,s p ɔ r v a k n,S P AO R V AE K N
sporðdreki,s p ɔ r ð t r ɛː c ɪ,S P AO R DH T R EH IH
sporður,s p ɔ r ð ʏ r,S P AO R DH R
sprauta,s p r œ i̯ː t a,S P R AE IH T AE
sprengja,s p r e i ɲ c a,S P R EH IH AE
spretta,s p r ɛ h t a,S P R EH HH T AE
sprettur,s p r ɛ h t ʏ r,S P R EH HH T R
sprikla,s p r ɪ h k l a,S P R IH HH K L AE
springa,s p r i ŋ k a,S P R IH NG K AE
spritt,s p r ɪ h t,S P R IH HH T
sproti,s p r ɔː t ɪ,S P R AO T IH
sprunga,s p r u ŋ k a,S P R UW NG K AE
spuni,s p ʏː n ɪ,S P N IH
spurnaratviksorð,s p ʏ r t n a r aː t v ɪ k s ɔ r ð,S P R T N AE R AE T V IH K S AO R DH
spurnarfornafn,s p ʏ r t n a r f ɔ r n a p n,S P R T N AE R F AO R N AE P N
spurning,s p ʏ r t n i ŋ k,S P R T N IH NG K
spyrja,s p ɪ r j a,S P IH R Y AE
spyrja,s p ʏ r j a,S P R Y AE
spá,s p a uː,S P AE UW
spámaður,s p a uː m aː ð ʏ r,S P AE UW M AE DH R
spánarkerfill,s p a uː n a r cʰ ɛ r v ɪ t l,S P AE UW N AE R EH R V IH T L
spánn,s p a u t n,S P AE UW T N
spánska,s p a u n s k a,S P AE UW N S K AE
spánskur,s p a u n s k ʏ r,S P AE UW N S K R
spánverji,s p a u n v ɛ r j ɪ,S P AE UW N V EH R Y IH
spæla,s p a iː l a,S P AE IH L AE
spæll,s p a i t l,S P AE IH T L
spænska,s p a i n s k a,S P AE IH N S K AE
spænskur,s p a i n s k ʏ r,S P AE IH N S K R
spæta,s p a iː t a,S P AE IH T AE
spínat,s p iː n aː t,S P IH N AE T
spíra,s p iː r a,S P IH R AE
spíri,s p iː r ɪ,S P IH R IH
spítali,s p iː tʰ aː l ɪ,S P IH T AE L IH
spítt,s p i h t,S P IH HH T
spítta,s p i h t a,S P IH HH T AE
spói,s p o uː ɪ,S P OH UW IH
spónn,s p o u t n,S P OH UW T N
spöng,s p ø y ŋ k,S P NG K
spönn,s p œ nː,S P AE N
spúa,s p uː a,S P UW AE
spýja,s p iː j a,S P IH Y AE
stafa,s t aː v a,S T AE V AE
stafafura,s t aː v a f ʏː r a,S T AE V AE F R AE
stafla,s t a p l a,S T AE P L AE
stafli,s t a p l ɪ,S T AE P L IH
stafróf,s t a v r o uː v,S T AE V R OH UW V
stafur,s t aː v ʏ r,S T AE V R
stak,s t aː k,S T AE K
stakket,s t a h k ɛː t,S T AE HH K EH T
stakur,s t aː k ʏ r,S T AE K R
stama,s t aː m a,S T AE M AE
stampur,s t a m̥ p ʏ r,S T AE P R
standa,s t a n t a,S T AE N T AE
standpína,s t a n t pʰ iː n a,S T AE N T P IH N AE
stansa,s t a n s a,S T AE N S AE
stappa,s t a h p a,S T AE HH P AE
stara,s t aː r a,S T AE R AE
starf,s t a r v,S T AE R V
starfa,s t a r v a,S T AE R V AE
starfsemi,s t a r v s ɛː m ɪ,S T AE R V S EH M IH
stari,s t aː r ɪ,S T AE R IH
statistík,s t aː t ɪ s t iː k,S T AE T IH S T IH K
staukur,s t ø yː k ʏ r,S T K R
staur,s t ø yː r,S T R
staða,s t aː ð a,S T AE DH AE
staðall,s t aː ð a t l,S T AE DH AE T L
staðaratviksorð,s t aː ð a r aː t v ɪ k s ɔ r ð,S T AE DH AE R AE T V IH K S AO R DH
staðarfall,s t aː ð a r f a t l,S T AE DH AE R F AE T L
staðhæfa,s t a ð h a iː v a,S T AE DH HH AE IH V AE
staðhæfing,s t a ð h a iː v i ŋ k,S T AE DH HH AE IH V IH NG K
staður,s t aː ð ʏ r,S T AE DH R
stef,s t ɛː v,S T EH V
stefanía,s t ɛː f aː n iː j a,S T EH F AE N IH Y AE
stefna,s t ɛ p n a,S T EH P N AE
stefni,s t ɛ p n ɪ,S T EH P N IH
stefnuljós,s t ɛ p n ʏ l j o uː s,S T EH P N L Y OH UW S
steik,s t e iː k,S T EH IH K
steikarhnífur,s t e iː k a r n̥ iː v ʏ r,S T EH IH K AE R IH V R
steikja,s t e iː c a,S T EH IH AE
stein,s t e iː n,S T EH IH N
steinbrjótur,s t e i n p r j o uː t ʏ r,S T EH IH N P R Y OH UW T R
steindór,s t e i n t o uː r,S T EH IH N T OH UW R
steinefni,s t e iː n ɛ p n ɪ,S T EH IH N EH P N IH
steinn,s t e i t n,S T EH IH T N
steinselja,s t e i n s ɛ l j a,S T EH IH N S EH L Y AE
steinunn,s t e iː n ʏ nː,S T EH IH N N
steinþór,s t e i n θ o uː r,S T EH IH N TH OH UW R
stelkur,s t ɛ l̥ k ʏ r,S T EH K R
stell,s t ɛ lː,S T EH L
stell,s t ɛ t l,S T EH T L
stella,s t ɛ lː a,S T EH L AE
stelling,s t ɛ t l i ŋ k,S T EH T L IH NG K
stelpa,s t ɛ l̥ p a,S T EH P AE
stemma,s t ɛ mː a,S T EH M AE
stephensen,s t ɛː f ɛ n s ɛ n,S T EH F EH N S EH N
steri,s t ɛː r ɪ,S T EH R IH
sterkur,s t ɛ r̥ k ʏ r,S T EH K R
steypa,s t e iː p a,S T EH IH P AE
steytill,s t e iː t ɪ t l,S T EH IH T IH T L
steðji,s t ɛ ð j ɪ,S T EH DH Y IH
stig,s t ɪː ɣ,S T IH
stigi,s t ɪ iː j ɪ,S T IH IH Y IH
stika,s t ɪː k a,S T IH K AE
stikill,s t ɪː c ɪ t l,S T IH IH T L
stikla,s t ɪ h k l a,S T IH HH K L AE
stilkur,s t ɪ l̥ k ʏ r,S T IH K R
stilla,s t ɪ t l a,S T IH T L AE
stilling,s t ɪ t l i ŋ k,S T IH T L IH NG K
stimpill,s t ɪ m̥ p ɪ t l,S T IH P IH T L
stinga,s t i ŋ k a,S T IH NG K AE
stinnasef,s t ɪ nː a s ɛː v,S T IH N AE S EH V
stinnastör,s t ɪ nː a s t œː r,S T IH N AE S T AE R
stirfinn,s t ɪ r v ɪ nː,S T IH R V IH N
stirðlegur,s t ɪ r ð l ɛː ɣ ʏ r,S T IH R DH L EH R
stirðna,s t ɪ r t n a,S T IH R T N AE
stirður,s t ɪ r ð ʏ r,S T IH R DH R
stjaki,s t j aː c ɪ,S T Y AE IH
stjarfi,s t j a r v ɪ,S T Y AE R V IH
stjarfur,s t j a r v ʏ r,S T Y AE R V R
stjarna,s t j a r t n a,S T Y AE R T N AE
stjarneðlisfræði,s t j a r t n ɛ ð l ɪ s f r a iː ð ɪ,S T Y AE R T N EH DH L IH S F R AE IH DH IH
stjarneðlisfræðingur,s t j a r t n ɛ ð l ɪ s f r a iː ð i ŋ k ʏ r,S T Y AE R T N EH DH L IH S F R AE IH DH IH NG K R
stjóri,s t j o uː r ɪ,S T Y OH UW R IH
stjórn,s t j o u r t n,S T Y OH UW R T N
stjórna,s t j o u r t n a,S T Y OH UW R T N AE
stjórnarbylting,s t j o u r t n a r p ɪ l̥ t i ŋ k,S T Y OH UW R T N AE R P IH T IH NG K
stjórnborð,s t j o u r t n p ɔ r ð,S T Y OH UW R T N P AO R DH
stjórnborði,s t j o u r t n p ɔ r ð ɪ,S T Y OH UW R T N P AO R DH IH
stjórnklefi,s t j o u r t n kʰ l ɛː v ɪ,S T Y OH UW R T N K L EH V IH
stjórnleysi,s t j o u r t n l e iː s ɪ,S T Y OH UW R T N L EH IH S IH
stjórnmál,s t j o u r t n m a uː l,S T Y OH UW R T N M AE UW L
stjórnmálamaður,s t j o u r t n m a uː l a m aː ð ʏ r,S T Y OH UW R T N M AE UW L AE M AE DH R
stjórnpallur,s t j o u r t n pʰ a t l ʏ r,S T Y OH UW R T N P AE T L R
stjórnvölur,s t j o u r t n v œː l ʏ r,S T Y OH UW R T N V AE L R
stjörnuarfi,s t j œ r t n ʏ a r v ɪ,S T Y AE R T N AE R V IH
stjörnufræði,s t j œ r t n ʏ f r a iː ð ɪ,S T Y AE R T N F R AE IH DH IH
stjörnufræðingur,s t j œ r t n ʏ f r a iː ð i ŋ k ʏ r,S T Y AE R T N F R AE IH DH IH NG K R
stjörnuspeki,s t j œ r t n ʏ s p ɛː c ɪ,S T Y AE R T N S P EH IH
stjörnuspekingur,s t j œ r t n ʏ s p ɛː c i ŋ k ʏ r,S T Y AE R T N S P EH IH NG K R
stjörnuspá,s t j œ r t n ʏ s p a uː,S T Y AE R T N S P AE UW
stjúpdóttir,s t j uː p t o u h t ɪ r,S T Y UW P T OH UW HH T IH R
stjúpmóðir,s t j uː p m o uː ð ɪ r,S T Y UW P M OH UW DH IH R
stjúpsonur,s t j uː p s ɔː n ʏ r,S T Y UW P S AO N R
stofa,s t ɔː v a,S T AO V AE
stofn,s t ɔ p n,S T AO P N
stofna,s t ɔ p n a,S T AO P N AE
stofnfélagi,s t ɔ p n f j ɛː l aː j ɪ,S T AO P N F Y EH L AE Y IH
stofnun,s t ɔ p n ʏ n,S T AO P N N
stokkhólmur,s t ɔ h k h o u l m ʏ r,S T AO HH K HH OH UW L M R
stoppa,s t ɔ h p a,S T AO HH P AE
stoppun,s t ɔ h p ʏ n,S T AO HH P N
storkur,s t ɔ r̥ k ʏ r,S T AO K R
storma,s t ɔ r m a,S T AO R M AE
stormur,s t ɔ r m ʏ r,S T AO R M R
stoða,s t ɔː ð a,S T AO DH AE
strand,s t r a n t,S T R AE N T
stranda,s t r a n t a,S T R AE N T AE
strandsauðlaukur,s t r a n t s ø y ð l ø yː k ʏ r,S T R AE N T S DH L K R
strangi,s t r a u ɲ c ɪ,S T R AE UW IH
strangur,s t r a u ŋ k ʏ r,S T R AE UW NG K R
strauja,s t r ø yː j a,S T R Y AE
straumur,s t r œ yː m ʏ r̥,S T R AE M
streita,s t r e iː t a,S T R EH IH T AE
strekkingur,s t r ɛ h c i ŋ k ʏ r,S T R EH HH IH NG K R
strekkja,s t r ɛ h c a,S T R EH HH AE
strengja,s t r e i ɲ c a,S T R EH IH AE
strengur,s t r e i ŋ k ʏ r,S T R EH IH NG K R
stress,s t r ɛ sː,S T R EH S
stressa,s t r ɛ sː a,S T R EH S AE
streyma,s t r e iː m a,S T R EH IH M AE
streð,s t r ɛː ð,S T R EH DH
streða,s t r ɛː ð a,S T R EH DH AE
strigaskór,s t r ɪː ɣ a s k o uː r,S T R IH AE S K OH UW R
strigi,s t r ɪː j ɪ,S T R IH Y IH
strik,s t r ɪː k,S T R IH K
strikamerki,s t r ɪː k a m ɛ r̥ c ɪ,S T R IH K AE M EH IH
strimill,s t r ɪː m ɪ t l,S T R IH M IH T L
strit,s t r ɪː t,S T R IH T
strita,s t r ɪː t a,S T R IH T AE
strjálingur,s t r j a uː l i ŋ k ʏ r,S T R Y AE UW L IH NG K R
strjáll,s t r j a u t l,S T R Y AE UW T L
strjúka,s t r j uː k a,S T R Y UW K AE
stroff,s t r ɔ fː,S T R AO F
strokka,s t r ɔ h k a,S T R AO HH K AE
strompur,s t r ɔ m̥ p ʏ r,S T R AO P R
strumpur,s t r ʏ m̥ p ʏ r,S T R P R
strá,s t r a uː,S T R AE UW
strákur,s t r a uː k ʏ r,S T R AE UW K R
strápils,s t r a uː pʰ ɪ l s,S T R AE UW P IH L S
strætisvagn,s t r a iː t ɪ s v a k n,S T R AE IH T IH S V AE K N
strítkar,s t r iː t kʰ aː r,S T R IH T K AE R
stríð,s t r iː ð,S T R IH DH
stríða,s t r iː ð a,S T R IH DH AE
stríðni,s t r i ð n ɪ,S T R IH DH N IH
strútur,s t r uː t ʏ r,S T R UW T R
strý,s t r iː,S T R IH
stulta,s t ʏ l̥ t a,S T T AE
stuna,s t ʏː n a,S T N AE
stund,s t ʏ n t,S T N T
stunda,s t ʏ n t a,S T N T AE
stundum,s t ʏ n t ʏ m,S T N T M
sturla,s t ʏ r t l a,S T R T L AE
sturlína,s t ʏ r t l iː n a,S T R T L IH N AE
sturta,s t ʏ r̥ t a,S T T AE
stutt,s t ʏ h t,S T HH T
stuttermabolur,s t ʏ h t ɛ r m a p ɔː l ʏ r,S T HH T EH R M AE P AO L R
stuttur,s t ʏ h t ʏ r,S T HH T R
stuðlun,s t ʏ ð l ʏ n,S T DH L N
stuðningur,s t ʏ ð n i ŋ k ʏ r,S T DH N IH NG K R
stuðull,s t ʏː ð ʏ t l,S T DH T L
styggja,s t ɪ cː a,S T IH AE
styggur,s t ɪ kː ʏ r,S T IH K R
styggð,s t ɪ ɣ ð,S T IH DH
stykkja,s t ɪ h c a,S T IH HH AE
stynja,s t ɪ n j a,S T IH N Y AE
styrja,s t ɪ r j a,S T IH R Y AE
styrkja,s t ɪ r̥ c a,S T IH AE
styrkleiki,s t ɪ r̥ k l e iː c ɪ,S T IH K L EH IH IH
styrkur,s t ɪ r̥ k ʏ r,S T IH K R
styrmir,s t ɪ r m ɪ r,S T IH R M IH R
stytta,s t ɪ h t a,S T IH HH T AE
stytting,s t ɪ h t i ŋ k,S T IH HH T IH NG K
styðja,s t ɪ ð j a,S T IH DH Y AE
stál,s t a uː l,S T AE UW L
stálull,s t a uː l ʏ t l,S T AE UW L T L
stáss,s t a u sː,S T AE UW S
stát,s t a uː t,S T AE UW T
stækja,s t a iː c a,S T AE IH AE
stækka,s t a i h k a,S T AE IH HH K AE
stæla,s t a iː l a,S T AE IH L AE
stæra,s t a iː r a,S T AE IH R AE
stærð,s t a i r ð,S T AE IH R DH
stærðfræði,s t a i r ð f r a iː ð ɪ,S T AE IH R DH F R AE IH DH IH
stæði,s t a iː ð ɪ,S T AE IH DH IH
stél,s t j ɛː l,S T Y EH L
stétt,s t j ɛ h t,S T Y EH HH T
stía,s t iː j a,S T IH Y AE
stífa,s t iː v a,S T IH V AE
stífkrampi,s t i v kʰ r a m̥ p ɪ,S T IH V K R AE P IH
stífla,s t i p l a,S T IH P L AE
stífna,s t i p n a,S T IH P N AE
stífni,s t i p n ɪ,S T IH P N IH
stífur,s t iː v ʏ r,S T IH V R
stíga,s t iː ɣ a,S T IH AE
stígur,s t iː ɣ ʏ r,S T IH R
stígvél,s t i ɣ v j ɛː l,S T IH V Y EH L
stíll,s t i t l,S T IH T L
stína,s t iː n a,S T IH N AE
stó,s t o uː,S T OH UW
stóla,s t o uː l a,S T OH UW L AE
stóll,s t o u t l,S T OH UW T L
stór,s t o uː r,S T OH UW R
stórfenglegur,s t o u r̥ f e i ŋ k l ɛː ɣ ʏ r,S T OH UW F EH IH NG K L EH R
stórhertogi,s t o uː r h ɛ r̥ tʰ ɔ j ɪ,S T OH UW R HH EH T AO Y IH
stóriburkni,s t o uː r ɪ p ʏ r̥ k n ɪ,S T OH UW R IH P K N IH
stórólfur,s t o uː r o u l v ʏ r,S T OH UW R OH UW L V R
stóð,s t o uː ð,S T OH UW DH
stóðgarður,s t o u ð k a r ð ʏ r,S T OH UW DH K AE R DH R
stökk,s t œ h k,S T AE HH K
stökkull,s t œ h k ʏ t l,S T AE HH K T L
stökkva,s t œ h k v a,S T AE HH K V AE
stöng,s t ø y ŋ k,S T NG K
stöngull,s t ø y ŋ k ʏ t l,S T NG K T L
stör,s t œː r,S T AE R
stöð,s t œː ð,S T AE DH
stöðugur,s t œː ð ʏ ɣ ʏ r,S T AE DH R
stöðva,s t œ ð v a,S T AE DH V AE
stöðvun,s t œ ð v ʏ n,S T AE DH V N
stúlka,s t u l̥ k a,S T UW K AE
stýfa,s t iː v a,S T IH V AE
stýra,s t iː r a,S T IH R AE
stýri,s t iː r ɪ,S T IH R IH
stýrikerfi,s t iː r ɪ cʰ ɛ r v ɪ,S T IH R IH EH R V IH
suddi,s ʏ tː ɪ,S T IH
sull,s ʏ t l,S T L
sulla,s ʏ t l a,S T L AE
sullur,s ʏ t l ʏ r,S T L R
sulta,s ʏ l̥ t a,S T AE
sumar,s ʏː m aː r,S M AE R
sumarhnoðri,s ʏː m a r n̥ ɔ ð r ɪ,S M AE R AO DH R IH
sund,s ʏ n t,S N T
sundgleraugu,s ʏ n t k l ɛː r ø yː ɣ ʏ,S N T K L EH R
sundlaug,s ʏ n t l ø yː ɣ,S N T L
sunnan,s ʏ nː a n,S N AE N
sunnudagur,s ʏ nː ʏ t aː ɣ ʏ r,S N T AE R
surtur,s ʏ r̥ t ʏ r,S T R
suðaustur,s ʏː ð ø y s t ʏ r,S DH S T R
suðurland,s ʏ ð ʏ r l a n t,S DH R L AE N T
suðurljós,s ʏː ð ʏ r l j o uː s,S DH R L Y OH UW S
suðvestur,s ʏː ð v ɛ s t ʏ r,S DH V EH S T R
svaf,s v aː v,S V AE V
svaladrykkur,s v aː l a t r ɪ h k ʏ r,S V AE L AE T R IH HH K R
svali,s v aː l ɪ,S V AE L IH
svalir,s v aː l ɪ r,S V AE L IH R
svalur,s v aː l ʏ r,S V AE L R
svampur,s v a m̥ p ʏ r,S V AE P R
svandís,s v a n t iː s,S V AE N T IH S
svangur,s v a u ŋ k ʏ r,S V AE UW NG K R
svanur,s v aː n ʏ r,S V AE N R
svar,s v aː r,S V AE R
svara,s v aː r a,S V AE R AE
svartburkni,s v a r̥ t p ʏ r̥ k n ɪ,S V AE T P K N IH
svarthol,s v a r̥ t h ɔː l,S V AE T HH AO L
svartsýnn,s v a r̥ t s i t n,S V AE T S IH T N
svartur,s v a r̥ t ʏ r,S V AE T R
svarðmosi,s v a r ð m ɔː s ɪ,S V AE R DH M AO S IH
svað,s v aː ð,S V AE DH
svefn,s v ɛ p n,S V EH P N
svefnherbergi,s v ɛ p n h ɛ r p ɛ r c ɪ,S V EH P N HH EH R P EH R IH
svefnpoki,s v ɛ p n pʰ ɔː c ɪ,S V EH P N P AO IH
