word,ipa,ARPAbet
ultimatum,u l t i m ǎː t u m,UW L T IH M T UW M
ultrazvuk,û l t r a z ʋ uː k,L T R AE Z UW K
ultrazvučan,û l t r a z ʋ uː t͡ʃ a n,L T R AE Z UW CH AE N
uludo,û l uː d o,L UW D OH
um,ûː m,M
umak,û m aː k,M AE K
umaknuti,u m ǎ k n u t i,UW M K N UW T IH
uman,ûː m a n,M AE N
umanjenica,u m a ɲ ě n i t͡s a,UW M AE N IH AE
umarati,u m ǎː r a t i,UW M R AE T IH
umaći,ǔ m a t͡ɕ i,M AE IH
umeren,ǔ m e r e n,M EH R EH N
umereno,ǔ m e r e n o,M EH R EH N OH
umerenost,ǔ m e r e n oː s t,M EH R EH N OH S T
umesto,ǔ m e s t o,M EH S T OH
umetati,ǔ m e t a t i,M EH T AE T IH
umeti,ǔ m e t i,M EH T IH
umetnica,ǔ m e t n i t͡s a,M EH T N IH AE
umetnik,ǔ m e t n iː k,M EH T N IH K
umetnički,ǔ m e t n i t͡ʃ k iː,M EH T N IH CH K IH
umetnuti,ǔ m e t n u t i,M EH T N UW T IH
umicati,ǔ m i t͡s a t i,M IH AE T IH
umirati,ǔ m i r a t i,M IH R AE T IH
umiroviti,u m i r ǒ ʋ i t i,UW M IH R IH T IH
umirovljenica,u m i r o ʋ ʎ ě n i t͡s a,UW M IH R OH N IH AE
umirovljenik,u m i r o ʋ ʎ ě n iː k,UW M IH R OH N IH K
umisliti,ǔ m i s l i t i,M IH S L IH T IH
umiti,ǔ m i t i,M IH T IH
umivaonica,u m i ʋ a ǒː n i t͡s a,UW M IH AE N IH AE
umivaonik,u m i ʋ a ǒ n iː k,UW M IH AE N IH K
umivati,u m ǐː ʋ a t i,UW M AE T IH
umišljati,u m ǐː ʃ ʎ a t i,UW M SH AE T IH
umišljen,ǔ m i ʃ ʎ e n,M IH SH EH N
umjeren,ǔ m j e r e n,M Y EH R EH N
umjereno,ǔ m j e r e n o,M Y EH R EH N OH
umjerenost,ǔ m j e r e n oː s t,M Y EH R EH N OH S T
umjesto,ǔ m j e s t o,M Y EH S T OH
umjeti,ǔ m j e t i,M Y EH T IH
umjetnica,ǔ m j e t n i t͡s a,M Y EH T N IH AE
umjetnik,ǔ m j e t n iː k,M Y EH T N IH K
umjetnički,ǔ m j e t n i t͡ʃ k iː,M Y EH T N IH CH K IH
umnažati,u m n ǎː ʒ a t i,UW M N ZH AE T IH
umnik,ûː m n iː k,M N IH K
umno,ûː m n o,M N OH
umoljavati,u m o ʎ ǎː ʋ a t i,UW M OH AE T IH
umor,ǔː m o r,M OH R
umoran,û m oː r a n,M OH R AE N
umoriti,u m ǒ r i t i,UW M R IH T IH
umorno,û m oː r n o,M OH R N OH
umovati,u m ǒ ʋ a t i,UW M AE T IH
umreti,ǔ m r eː t i,M R EH T IH
umrijeti,ǔ m r j eː t i,M R Y EH T IH
unakaziti,u n a k ǎː z i t i,UW N AE K Z IH T IH
unakazivati,u n a k a z ǐː ʋ a t i,UW N AE K AE Z AE T IH
unapred,ǔ n a p r eː d,N AE P R EH D
unaprijed,ǔ n a p r j eː d,N AE P R Y EH D
unatoč,u n ǎː t o t͡ʃ,UW N T OH CH
unatrag,ǔ n a t r aː ɡ,N AE T R AE G
unazad,ǔ n a z aː d,N AE Z AE D
uneti,ǔ n eː t i,N EH T IH
unija,ûː n i j a,N IH Y AE
unijeti,ǔ n j eː t i,N Y EH T IH
unitaristički,u n i t a r ǐ s t i t͡ʃ k i,UW N IH T AE R S T IH CH K IH
unitaristički,u n i t a r ǐ s t i t͡ʃ k iː,UW N IH T AE R S T IH CH K IH
univerzalan,û n i ʋ e r z aː l a n,N IH EH R Z AE L AE N
univerzalno,û n i ʋ e r z aː l n o,N IH EH R Z AE L N OH
univerzitetski,u n i ʋ e r z ǐ t eː t s k i,UW N IH EH R Z T EH T S K IH
univerzitetski,u n i ʋ e r z ǐ t eː t s k iː,UW N IH EH R Z T EH T S K IH
univerzum,u n i ʋ ě r z u m,UW N IH R Z UW M
uniziti,u n ǐː z i t i,UW N Z IH T IH
uništavati,u n i ʃ t ǎː ʋ a t i,UW N IH SH T AE T IH
uništavač,u n i ʃ t ǎ ʋ aː t͡ʃ,UW N IH SH T AE CH
uništiti,ǔ n i ʃ t i t i,N IH SH T IH T IH
uništiv,u n ǐ ʃ t i ʋ,UW N SH T IH
uništivost,u n ǐ ʃ t i ʋ oː s t,UW N SH T IH OH S T
unižavati,u n i ʒ ǎː ʋ a t i,UW N IH ZH AE T IH
unositi,u n ǒ s i t i,UW N S IH T IH
unovčiti,ǔ n oː ʋ t͡ʃ i t i,N OH CH IH T IH
unuk,ǔ n u k,N UW K
unutar,ǔ n u t a r,N UW T AE R
unutarnji,ǔ n u t aː r ɲ iː,N UW T AE R IH
unutra,ǔ n uː t r a,N UW T R AE
unutrašnji,ǔ n u t r a ʃ ɲ iː,N UW T R AE SH IH
unutrašnjost,ǔ n u t r a ʃ ɲ oː s t,N UW T R AE SH OH S T
unučad,ǔ n u t͡ʃ aː d,N UW CH AE D
uobičajen,u o b ǐ t͡ʃ aː j e n,UW OH B CH AE Y EH N
uobičajeno,u o b ǐ t͡ʃ aː j e n o,UW OH B CH AE Y EH N OH
uobraziti,u o b r ǎː z i t i,UW OH B R Z IH T IH
uobražavati,u o b r a ʒ ǎː ʋ a t i,UW OH B R AE ZH AE T IH
uobražen,u ǒ b r aː ʒ e n,UW B R AE ZH EH N
uokviriti,u o k ʋ ǐː r i t i,UW OH K R IH T IH
uopće,ǔ o p t͡ɕ e,OH P EH
uopšte,ǔ o p ʃ t e,OH P SH T EH
uostalom,u ǒ s t aː l o m,UW S T AE L OH M
uozbiljiti,u o z b ǐː ʎ i t i,UW OH Z B IH T IH
uočavati,u o t͡ʃ ǎː ʋ a t i,UW OH CH AE T IH
uoči,ǔ o t͡ʃ i,OH CH IH
uočiti,u ǒ t͡ʃ i t i,UW CH IH T IH
uočljiv,u ǒ t͡ʃ ʎ i ʋ,UW CH IH
uočljivo,u ǒ t͡ʃ ʎ i ʋ o,UW CH IH OH
uočljivost,u ǒ t͡ʃ ʎ i ʋ oː s t,UW CH IH OH S T
upad,ǔ p a d,P AE D
upadati,ǔ p a d a t i,P AE D AE T IH
upadljiv,u p ǎ d ʎ i ʋ,UW P D IH
upadljivo,u p ǎ d ʎ i ʋ o,UW P D IH OH
upala,û p a l a,P AE L AE
upaliti,u p ǎː l i t i,UW P L IH T IH
upaljivati,u p a ʎ ǐː ʋ a t i,UW P AE AE T IH
upasti,ǔ p a s t i,P AE S T IH
upecati,ǔ p e t͡s a t i,P EH AE T IH
upijati,u p ǐː j a t i,UW P Y AE T IH
upisati,u p ǐː s a t i,UW P S AE T IH
upisivati,u p i s ǐː ʋ a t i,UW P IH S AE T IH
upit,ǔ p i t,P IH T
upitati,u p ǐː t a t i,UW P T AE T IH
upiti,ǔ p i t i,P IH T IH
upitnik,ǔ p i t n iː k,P IH T N IH K
uplašiti,ǔ p l a ʃ i t i,P L AE SH IH T IH
uplivati,ǔ p l i ʋ a t i,P L IH AE T IH
uploviti,u p l ǒ ʋ i t i,UW P L IH T IH
uplovljavati,u p l o ʋ ʎ ǎː ʋ a t i,UW P L OH AE T IH
upomoć,û p o m oː t͡ɕ,P OH M OH
uporaba,û p o r a b a,P OH R AE B AE
uporabiti,u p o r ǎː b i t i,UW P OH R B IH T IH
uporabiv,u p o r ǎ b i ʋ,UW P OH R B IH
uporan,û p oː r a n,P OH R AE N
uporište,ǔ p o r iː ʃ t e,P OH R IH SH T EH
uporno,û p oː r n o,P OH R N OH
upornost,u p ǒː r n oː s t,UW P R N OH S T
uposlenik,u p o s l ě n iː k,UW P OH S L N IH K
uposliti,u p ǒ s l i t i,UW P S L IH T IH
upotreba,û p o t r e b a,P OH T R EH B AE
upotrebiti,u p o t r ěː b i t i,UW P OH T R B IH T IH
upotrebljavati,u p o t r e b ʎ ǎː ʋ a t i,UW P OH T R EH B AE T IH
upotrijebiti,u p o t r j ěː b i t i,UW P OH T R Y B IH T IH
upoznati,u p ǒ z n a t i,UW P Z N AE T IH
upoznavati,u p o z n ǎː ʋ a t i,UW P OH Z N AE T IH
upozoravati,u p o z o r ǎː ʋ a t i,UW P OH Z OH R AE T IH
upozoriti,u p o z ǒ r i t i,UW P OH Z R IH T IH
upošljavati,u p o ʃ ʎ ǎː ʋ a t i,UW P OH SH AE T IH
uprava,û p r a ʋ a,P R AE AE
upravljanje,ǔ p r a ʋ ʎ aː ɲ e,P R AE AE EH
upravljati,ǔ p r a ʋ ʎ a t i,P R AE AE T IH
upravni,û p r aː ʋ n iː,P R AE N IH
upravo,u p r a ʋ o,UW P R AE OH
uprazno,û p r aː z n o,P R AE Z N OH
upriličiti,u p r ǐː l i t͡ʃ i t i,UW P R L IH CH IH T IH
upriličivati,u p r i l i t͡ʃ ǐː ʋ a t i,UW P R IH L IH CH AE T IH
uprkos,û p r k o s,P R K OH S
uprljati,u p řː ʎ a t i,UW P AE T IH
upropastiti,u p r o p ǎː s t i t i,UW P R OH P S T IH T IH
upropaštavati,u p r o p a ʃ t ǎː ʋ a t i,UW P R OH P AE SH T AE T IH
upropašćivati,u p r o p a ʃ t͡ɕ ǐː ʋ a t i,UW P R OH P AE SH AE T IH
uputa,û p u t a,P UW T AE
uputiti,u p ǔː t i t i,UW P T IH T IH
uputstvo,u p ǔ t s t ʋ o,UW P T S T OH
upućivati,u p u t͡ɕ ǐː ʋ a t i,UW P UW AE T IH
ura,û r a,R AE
uraditi,u r ǎː d i t i,UW R D IH T IH
uragan,û r a ɡ aː n,R AE G AE N
uraganski,û r a ɡ aː n s k iː,R AE G AE N S K IH
uran,ǔ r aː n,R AE N
uraniti,ǔ r a n i t i,R AE N IH T IH
uravnotežen,u r a ʋ n ǒ t eː ʒ e n,UW R AE N T EH ZH EH N
uračunati,u r a t͡ʃ ǔ n a t i,UW R AE CH N AE T IH
uračunavati,u r a t͡ʃ u n ǎː ʋ a t i,UW R AE CH UW N AE T IH
urban,û r b aː n,R B AE N
urbanizirati,u r b a n i z ǐː r a t i,UW R B AE N IH Z R AE T IH
urdu,û r d u,R D UW
uredan,û r e d a n,R EH D AE N
urediti,u r ěː d i t i,UW R D IH T IH
urednički,ǔ r e d n i t͡ʃ k iː,R EH D N IH CH K IH
uredno,û r e d n o,R EH D N OH
ures,ǔː r e s,R EH S
uresiti,u r ěː s i t i,UW R S IH T IH
urez,ǔː r e z,R EH Z
urezati,ǔ r e z a t i,R EH Z AE T IH
urezivati,u r e z ǐː ʋ a t i,UW R EH Z AE T IH
ureći,ǔ r e t ɕ i,R EH T IH
uređaj,û r e d͡ʑ aː j,R EH AE Y
urešavati,u r e ʃ ǎː ʋ a t i,UW R EH SH AE T IH
urgentan,u r ɡ ě n t a n,UW R G N T AE N
urgentno,u r ɡ ě n t n o,UW R G N T N OH
urgentnost,u r ɡ ě n t n oː s t,UW R G N T N OH S T
uricati,u r ǐː t s a t i,UW R T S AE T IH
urin,ǔ r iː n,R IH N
urlati,ǔ r l a t i,R L AE T IH
urma,ǔ r m a,R M AE
urnebes,û r n e b eː s,R N EH B EH S
uroboros,u r ǒ b o r o s,UW R B OH R OH S
urod,ǔː r o d,R OH D
urok,ǔː r o k,R OH K
urota,ǔ r o t a,R OH T AE
urotiti,u r ǒ t i t i,UW R T IH T IH
urotnik,ǔ r o t n iː k,R OH T N IH K
urotnički,ǔ r o t n i t ʃ k i,R OH T N IH T SH K IH
urotnički,ǔ r o t n i t ʃ k iː,R OH T N IH T SH K IH
urođen,ǔ r o d͡ʑ e n,R OH EH N
urođenica,u r o d͡ʑ ě n i t͡s a,UW R OH N IH AE
urođenik,u r o d͡ʑ ě n iː k,UW R OH N IH K
urođenički,u r o d͡ʑ ě n iː t͡ʃ k iː,UW R OH N IH CH K IH
urugvaj,û r u ɡ ʋ a j,R UW G AE Y
urugvajac,u r u ɡ ʋ ǎː j a t͡s,UW R UW G Y AE
urugvajski,û r u ɡ ʋ aː j s k iː,R UW G AE Y S K IH
uručiti,u r ǔː t͡ʃ i t i,UW R CH IH T IH
uručivati,u r u t͡ʃ ǐː ʋ a t i,UW R UW CH AE T IH
usaditi,u s ǎː d i t i,UW S D IH T IH
usamljen,ǔ s aː m ʎ e n,S AE M EH N
usavršavati,u s a ʋ r ʃ ǎː ʋ a t i,UW S AE R SH AE T IH
usavršiti,u s a ʋ řː ʃ i t i,UW S AE SH IH T IH
usavršivati,u s a ʋ r ʃ ǐː ʋ a t i,UW S AE R SH AE T IH
usađivati,u s a d͡ʑ ǐː ʋ a t i,UW S AE AE T IH
useliti,u s ě l i t i,UW S L IH T IH
useljavati,u s e ʎ ǎː ʋ a t i,UW S EH AE T IH
useljenik,u s ě ʎ e n iː k,UW S EH N IH K
ushit,ǔ s x i t,S IH T
ushićen,ǔ s x iː t͡ɕ e n,S IH EH N
ushićeno,ǔ s x iː t͡ɕ e n o,S IH EH N OH
usidelica,u s ǐ d e l i t͡s a,UW S D EH L IH AE
usidjelica,u s ǐ d j e l i t͡s a,UW S D Y EH L IH AE
usidriti,ǔ s i d r i t i,S IH D R IH T IH
usiliti,ǔ s i l i t i,S IH L IH T IH
usisati,ǔ s i s a t i,S IH S AE T IH
usisavati,u s i s ǎː ʋ a t i,UW S IH S AE T IH
usisač,u s ǐ s aː t͡ʃ,UW S S AE CH
usisivač,u s i s ǐ ʋ aː t͡ʃ,UW S IH S AE CH
usklik,û s k l iː k,S K L IH K
uskoro,û s k o r o,S K OH R OH
uskratiti,u s k r ǎː t i t i,UW S K R T IH T IH
uskrs,ǔ s k r s,S K R S
usled,û s l e d,S L EH D
uslijed,û s l i j e d,S L IH Y EH D
uslov,ǔː s l o ʋ,S L OH
uslovan,ǔː s l oː ʋ a n,S L OH AE N
usložniti,u s l ǒ ʒ n i t i,UW S L ZH N IH T IH
usložnjavati,u s l o ʒ ɲ ǎː ʋ a t i,UW S L OH ZH AE T IH
usluga,û s l u ɡ a,S L UW G AE
uslužan,ǔ s l u ʒ a n,S L UW ZH AE N
uslužno,ǔ s l u ʒ n o,S L UW ZH N OH
usmen,û s m e n,S M EH N
usmeno,û s m e n o,S M EH N OH
usmeravati,u s m e r ǎː ʋ a t i,UW S M EH R AE T IH
usmeriti,ǔ s m e r i t i,S M EH R IH T IH
usmjeravati,u s m j e r ǎː ʋ a t i,UW S M Y EH R AE T IH
usmjeriti,ǔ s m j e r i t i,S M Y EH R IH T IH
usmjerivač,u s m j e r ǐ ʋ aː t͡ʃ,UW S M Y EH R AE CH
uspavanka,u s p ǎ ʋ aː n k a,UW S P AE N K AE
uspavati,u s p ǎː ʋ a t i,UW S P AE T IH
uspavljivati,u s p a ʋ ʎ ǐː ʋ a t i,UW S P AE AE T IH
uspeh,ǔ s p e x,S P EH
uspeti,ǔ s p e t i,S P EH T IH
uspeti,ǔ s p eː t i,S P EH T IH
uspevati,u s p ěː ʋ a t i,UW S P AE T IH
uspešan,ǔ s p e ʃ a n,S P EH SH AE N
uspešno,ǔ s p e ʃ n o,S P EH SH N OH
uspijevati,u s p j ěː ʋ a t i,UW S P Y AE T IH
uspinjati,ǔ s p i ɲ a t i,S P IH AE T IH
uspinjača,u s p ǐ ɲ a t͡ʃ a,UW S P AE CH AE
uspjeh,ǔ s p j e x,S P Y EH
uspjeti,ǔ s p j e t i,S P Y EH T IH
uspješan,ǔ s p j e ʃ a n,S P Y EH SH AE N
uspješno,ǔ s p j e ʃ n o,S P Y EH SH N OH
uspomena,û s p o m e n a,S P OH M EH N AE
uspon,ǔː s p o n,S P OH N
usporavati,u s p o r ǎː ʋ a t i,UW S P OH R AE T IH
usporedba,û s p o r e d b a,S P OH R EH D B AE
usporiti,u s p ǒ r i t i,UW S P R IH T IH
uspostaviti,u s p ǒ s t a ʋ i t i,UW S P S T AE IH T IH
uspostavljati,u s p ǒ s t a ʋ ʎ a t i,UW S P S T AE AE T IH
uspravan,û s p r aː ʋ a n,S P R AE AE N
usprkos,û s p r k o s,S P R K OH S
usput,ǔ s p uː t,S P UW T
usred,ǔ s r e d,S R EH D
usredotočiti,u s r e d o t ǒ t͡ʃ i t i,UW S R EH D OH T CH IH T IH
usta,ǔː s t a,S T AE
ustajati,ǔ s t a j a t i,S T AE Y AE T IH
ustanak,ǔ s t a n a k,S T AE N AE K
ustanova,û s t a n o ʋ a,S T AE N OH AE
ustanoviti,u s t a n ǒ ʋ i t i,UW S T AE N IH T IH
ustanovljivati,u s t a n o ʋ ʎ ǐː ʋ a t i,UW S T AE N OH AE T IH
ustati,ǔ s t a t i,S T AE T IH
ustav,û s t aː ʋ,S T AE
ustavan,û s t aː ʋ a n,S T AE AE N
ustavno,ǔ s t aː ʋ n o,S T AE N OH
ustaša,û s t a ʃ a,S T AE SH AE
usto,ǔ s t oː,S T OH
ustrajan,û s t r aː j a n,S T R AE Y AE N
ustrajati,u s t r ǎː j a t i,UW S T R Y AE T IH
ustrajati,ǔ s t r a j a t i,S T R AE Y AE T IH
ustroj,ǔː s t r o j,S T R OH Y
ustrojavati,u s t r o j ǎː ʋ a t i,UW S T R OH Y AE T IH
ustrojiti,u s t r ǒ j i t i,UW S T R Y IH T IH
ustupak,ǔ s t u p a k,S T UW P AE K
ustupati,u s t ǔː p a t i,UW S T P AE T IH
ustupiti,u s t ǔː p i t i,UW S T P IH T IH
ustvrditi,u s t ʋ řː d i t i,UW S T D IH T IH
ustvrđivati,u s t ʋ r d͡ʑ ǐː ʋ a t i,UW S T R AE T IH
usud,ǔ s u d,S UW D
usuditi,u s ǔː d i t i,UW S D IH T IH
usuti,ǔ s uː t i,S UW T IH
usuđivati,u s u d͡ʑ ǐː ʋ a t i,UW S UW AE T IH
usvajati,u s ʋ ǎː j a t i,UW S Y AE T IH
usvojiti,u s ʋ ǒ j i t i,UW S Y IH T IH
utaboriti,u t a b ǒ r i t i,UW T AE B R IH T IH
utajiti,u t ǎː j i t i,UW T Y IH T IH
utajivati,u t a j ǐː ʋ a t i,UW T AE Y AE T IH
utakmica,ǔ t a k m i t͡s a,T AE K M IH AE
utanačiti,u t a n ǎː t͡ʃ i t i,UW T AE N CH IH T IH
utanačivati,u t a n a t͡ʃ ǐː ʋ a t i,UW T AE N AE CH AE T IH
utapati,u t ǎː p a t i,UW T P AE T IH
utažiti,u t ǎː ʒ i t i,UW T ZH IH T IH
uteg,ǔː t e ɡ,T EH G
utemeljiti,u t e m ě ʎ i t i,UW T EH M IH T IH
utemeljivati,u t e m e ʎ ǐː ʋ a t i,UW T EH M EH AE T IH
uteći,ǔ t e t͡ɕ i,T EH IH
utešan,ǔ t e ʃ a n,T EH SH AE N
utešitelj,u t ě ʃ i t e ʎ,UW T SH IH T EH
utešiti,ǔ t e ʃ i t i,T EH SH IH T IH
utešljiv,u t ě ʃ ʎ i ʋ,UW T SH IH
uticati,ǔ t i t͡s a t i,T IH AE T IH
utikač,u t ǐ k aː t͡ʃ,UW T K AE CH
utisak,ǔ t i s a k,T IH S AE K
utičnica,ǔ t i t͡ʃ n i t͡s a,T IH CH N IH AE
utjecati,ǔ t j e t͡s a t i,T Y EH AE T IH
utjeha,û t j e x a,T Y EH AE
utješan,ǔ t j e ʃ a n,T Y EH SH AE N
utješitelj,u t j ě ʃ i t e ʎ,UW T Y SH IH T EH
utješiti,ǔ t j e ʃ i t i,T Y EH SH IH T IH
utješljiv,u t j ě ʃ ʎ i ʋ,UW T Y SH IH
utješno,ǔ t j e ʃ n o,T Y EH SH N OH
utok,ǔː t o k,T OH K
utoliti,u t ǒ l i t i,UW T L IH T IH
utoljivati,u t o ʎ ǐː ʋ a t i,UW T OH AE T IH
utonuti,u t ǒ n u t i,UW T N UW T IH
utopija,u t ǒ p i j a,UW T P IH Y AE
utopistički,u t o p ǐ s t i t ʃ k i,UW T OH P S T IH T SH K IH
utopistički,u t o p ǐ s t i t ʃ k iː,UW T OH P S T IH T SH K IH
utopiti,u t ǒ p i t i,UW T P IH T IH
utopljenica,u t o p ʎ ě n i t͡s a,UW T OH P N IH AE
utopljenik,u t o p ʎ ě n iː k,UW T OH P N IH K
utorak,ǔː t o r a k,T OH R AE K
utovar,û t o ʋ aː r,T OH AE R
utovariti,u t ǒ ʋ a r i t i,UW T AE R IH T IH
utovarivati,u t o ʋ a r ǐː ʋ a t i,UW T OH AE R AE T IH
utoviti,u t ǒ ʋ i t i,UW T IH T IH
utočište,ǔ t o t͡ʃ iː ʃ t e,T OH CH IH SH T EH
utrka,û t r k a,T R K AE
utrkivati,u t r k ǐː ʋ a t i,UW T R K AE T IH
utrnuo,u t řː n u o,UW T N UW OH
utrnuti,u t řː n u t i,UW T N UW T IH
utrnuće,u t r n ǔː t͡ɕ e,UW T R N EH
utroba,û t r o b a,T R OH B AE
utrostručiti,u t r ǒ s t r u t͡ʃ i t i,UW T R S T R UW CH IH T IH
utrošiti,u t r ǒ ʃ i t i,UW T R SH IH T IH
utruditi,u t r ǔː d i t i,UW T R D IH T IH
utržak,ǔ t r ʒ a k,T R ZH AE K
uturati,u t ǔː r a t i,UW T R AE T IH
uturiti,ǔ t u r i t i,T UW R IH T IH
utući,ǔ t uː t͡ɕ i,T UW IH
utvara,û t ʋ a r a,T AE R AE
utvarati,u t ʋ ǎː r a t i,UW T R AE T IH
utvrda,û t ʋ r d a,T R D AE
utvrditi,u t ʋ řː d i t i,UW T D IH T IH
utvrđivati,u t ʋ r d͡ʑ ǐː ʋ a t i,UW T R AE T IH
uvala,û ʋ a l a,AE L AE
uvaliti,u ʋ ǎː l i t i,UW L IH T IH
uvaljivati,u ʋ a ʎ ǐː ʋ a t i,UW AE AE T IH
uvažavati,u ʋ a ʒ ǎː ʋ a t i,UW AE ZH AE T IH
uvažen,ǔ ʋ aː ʒ e n,AE ZH EH N
uvažiti,u ʋ ǎː ʒ i t i,UW ZH IH T IH
uveličati,u ʋ e l ǐ t͡ʃ a t i,UW EH L CH AE T IH
uveličavati,u ʋ e l i t͡ʃ ǎː ʋ a t i,UW EH L IH CH AE T IH
uvenuo,u ʋ ě n u o,UW N UW OH
uvenuti,u ʋ ě n u t i,UW N UW T IH
uveo,ǔ ʋ e o,EH OH
uveravati,u ʋ e r ǎː ʋ a t i,UW EH R AE T IH
uveren,ǔ ʋ e r e n,EH R EH N
uverenje,u ʋ e r ěː ɲ e,UW EH R EH
uveriti,ǔ ʋ e r i t i,EH R IH T IH
uverljiv,u ʋ ě r ʎ i ʋ,UW R IH
uverljivo,u ʋ ě r ʎ i ʋ o,UW R IH OH
uverljivost,u ʋ ě r ʎ i ʋ oː s t,UW R IH OH S T
uvesti,ǔ ʋ e s t i,EH S T IH
uvet,ǔː ʋ e t,EH T
uvetan,ǔː ʋ e t a n,EH T AE N
uvezati,u ʋ ěː z a t i,UW Z AE T IH
uvezivati,u ʋ e z ǐː ʋ a t i,UW EH Z AE T IH
uvećati,u ʋ ě t͡ɕ a t i,UW AE T IH
uvećavati,u ʋ e t͡ɕ ǎː ʋ a t i,UW EH AE T IH
uvežbati,ǔ ʋ e ʒ b a t i,EH ZH B AE T IH
uvežbavati,u ʋ e ʒ b ǎː ʋ a t i,UW EH ZH B AE T IH
uvid,ǔ ʋ i d,IH D
uvideti,ǔ ʋ i d e t i,IH D EH T IH
uvidjeti,ǔ ʋ i d j e t i,IH D Y EH T IH
uvijati,u ʋ ǐː j a t i,UW Y AE T IH
uviti,ǔ ʋ i t i,IH T IH
uviđati,u ʋ ǐː d͡ʑ a t i,UW AE T IH
uviđavan,û ʋ i d͡ʑ aː ʋ a n,IH AE AE N
uviđavno,û ʋ i d͡ʑ aː ʋ n o,IH AE N OH
uviđavnost,u ʋ i d͡ʑ ǎː ʋ n oː s t,UW IH N OH S T
uvjeravati,u ʋ j e r ǎː ʋ a t i,UW Y EH R AE T IH
uvjeren,ǔ ʋ j e r e n,Y EH R EH N
uvjerenje,u ʋ j e r ěː ɲ e,UW Y EH R EH
uvjeriti,ǔ ʋ j e r i t i,Y EH R IH T IH
uvjerljiv,u ʋ j ě r ʎ i ʋ,UW Y R IH
uvjerljivo,u ʋ j ě r ʎ i ʋ o,UW Y R IH OH
uvjerljivost,u ʋ j ě r ʎ i ʋ oː s t,UW Y R IH OH S T
uvjet,ǔː ʋ j e t,Y EH T
uvjetan,ǔː ʋ j e t a n,Y EH T AE N
uvjetnost,ǔː ʋ j e t n oː s t,Y EH T N OH S T
uvježbati,ǔ ʋ j e ʒ b a t i,Y EH ZH B AE T IH
uvježbavati,u ʋ j e ʒ b ǎː ʋ a t i,UW Y EH ZH B AE T IH
uvlačiti,u ʋ l ǎː t͡ʃ i t i,UW L CH IH T IH
uvo,û ʋ o,OH
uvod,ǔː ʋ o d,OH D
uvoditi,u ʋ ǒ d i t i,UW D IH T IH
uvodni,ǔː ʋ o d n iː,OH D N IH
uvojak,ǔː ʋ o j a k,OH Y AE K
uvoz,ǔː ʋ o z,OH Z
uvozan,ǔː ʋ o z a n,OH Z AE N
uvoziti,u ʋ ǒ z i t i,UW Z IH T IH
uvoznik,ǔː ʋ o z n iː k,OH Z N IH K
uvrebati,u ʋ r ěː b a t i,UW R B AE T IH
uvreda,û ʋ r e d a,R EH D AE
uvrediti,u ʋ r ěː d i t i,UW R D IH T IH
uvredljiv,u ʋ r ě d ʎ i ʋ,UW R D IH
uvredljivo,u ʋ r ě d ʎ i ʋ o,UW R D IH OH
uvređen,ǔ ʋ r eː d͡ʑ e n,R EH EH N
uvrežiti,u ʋ r ěː ʒ i t i,UW R ZH IH T IH
uvrijediti,u ʋ r j ěː d i t i,UW R Y D IH T IH
uvrijeđen,ǔ ʋ r i j eː d͡ʑ e n,R IH Y EH EH N
uvriježiti,u ʋ r i j ěː ʒ i t i,UW R IH Y ZH IH T IH
uvrstiti,u ʋ řː s t i t i,UW S T IH T IH
uvrštavati,u ʋ r ʃ t ǎː ʋ a t i,UW R SH T AE T IH
uvući,ǔ ʋ uː t͡ɕ i,UW IH
uz,u z,UW Z
uzajaman,û z a j aː m a n,Z AE Y AE M AE N
uzajamno,û z a j aː m n o,Z AE Y AE M N OH
uzajamnost,u z a j ǎː m n oː s t,UW Z AE Y M N OH S T
uzak,û z a k,Z AE K
uzalud,û z a l uː d,Z AE L UW D
uzaludan,û z a l uː d a n,Z AE L UW D AE N
uzaludno,û z a l uː d n o,Z AE L UW D N OH
uzaman,û z a m aː n,Z AE M AE N
uzastopan,û z a s t o p a n,Z AE S T OH P AE N
uzastopno,û z a s t o p n o,Z AE S T OH P N OH
uzbrdo,û z b r d o,Z B R D OH
uzbuditi,u z b ǔː d i t i,UW Z B D IH T IH
uzbudljiv,u z b ǔ d ʎ i ʋ,UW Z B D IH
uzbuna,û z b u n a,Z B UW N AE
uzbuniti,u z b ǔː n i t i,UW Z B N IH T IH
uzbunjivati,u z b u ɲ ǐː ʋ a t i,UW Z B UW AE T IH
uzburkati,ǔ z b u r k a t i,Z B UW R K AE T IH
uzburkavati,u z b u r k ǎː ʋ a t i,UW Z B UW R K AE T IH
uzbuđen,ǔ z b uː d͡ʑ eː n,Z B UW EH N
uzbuđenje,u z b u d͡ʑ ěː ɲ e,UW Z B UW EH
uzbuđeno,ǔ z b uː d͡ʑ e n o,Z B UW EH N OH
uzbuđenost,ǔ z b uː d͡ʑ e n oː s t,Z B UW EH N OH S T
uzbuđivati,u z b u d͡ʑ ǐː ʋ a t i,UW Z B UW AE T IH
uzda,ǔː z d a,Z D AE
uzdah,û z d aː x,Z D AE
uzdahnuti,u z d ǎ x n u t i,UW Z D N UW T IH
uzdisati,ǔ z d i s a t i,Z D IH S AE T IH
uzdržati,u z d ř ʒ a t i,UW Z D ZH AE T IH
uzdržavanje,u z d r ʒ ǎː ʋ aː ɲ e,UW Z D R ZH AE EH
