word,ipa,ARPAbet
spadniecie,s p a d ɲ ɛ t͡ɕ ɛ,S P AE D EH EH
spadniemy,s p a d ɲ ɛ m ɨ,S P AE D EH M IX
spadniesz,s p a d ɲ ɛ ʂ,S P AE D EH
spadnij,s p a d ɲ i j,S P AE D IH Y
spadnięcie,s p a d ɲ ɛ ɲ t͡ɕ ɛ,S P AE D EH EH
spadną,s p a d n ɔ̃,S P AE D N AO
spadnę,s p a d n ɛ,S P AE D N EH
spadochron,s p a d ɔ x r ɔ n,S P AE D AO R AO N
spadochroniarz,s p a d ɔ x r ɔ ɲ a ʂ,S P AE D AO R AO AE
spadziowy,s p a d͡ʑ ɔ v ɨ,S P AE AO V IX
spadł,s p a d w,S P AE D W
spadź,s p a t͡ɕ,S P AE
spaghetti,s p a ɡ ɛ t t i,S P AE G EH T T IH
spaja,s p a j a,S P AE Y AE
spajam,s p a j a m,S P AE Y AE M
spajanie,s p a j a ɲ ɛ,S P AE Y AE EH
spajany,s p a j a n ɨ,S P AE Y AE N IX
spajasz,s p a j a ʂ,S P AE Y AE
spajać,s p a j a t͡ɕ,S P AE Y AE
spal,s p a l,S P AE L
spala,s p a l a,S P AE L AE
spalacja,s p a l a t͡s j a,S P AE L AE Y AE
spalaj,s p a l a j,S P AE L AE Y
spalam,s p a l a m,S P AE L AE M
spalanie,s p a l a ɲ ɛ,S P AE L AE EH
spalano,s p a l a n ɔ,S P AE L AE N AO
spalać,s p a l a t͡ɕ,S P AE L AE
spaleni,s p a l ɛ ɲ i,S P AE L EH IH
spalenie,s p a l ɛ ɲ ɛ,S P AE L EH EH
spali,s p a lʲ i,S P AE L IH
spaliby,s p a lʲ i b ɨ,S P AE L IH B IX
spalibyście,s p a lʲ i b ɨ ɕ t͡ɕ ɛ,S P AE L IH B IX EH
spalibyśmy,s p a lʲ i b ɨ ɕ m ɨ,S P AE L IH B IX M IX
spaliny,s p a lʲ i n ɨ,S P AE L IH N IX
spalić,s p a lʲ i t͡ɕ,S P AE L IH
spaliście,s p a lʲ i ɕ t͡ɕ ɛ,S P AE L IH EH
spaliśmy,s p a lʲ i ɕ m ɨ,S P AE L IH M IX
spalona,s p a l ɔ n a,S P AE L AO N AE
spalone,s p a l ɔ n ɛ,S P AE L AO N EH
spalono,s p a l ɔ n ɔ,S P AE L AO N AO
spalony,s p a l ɔ n ɨ,S P AE L AO N IX
spaloną,s p a l ɔ n ɔ̃,S P AE L AO N AO
spalą,s p a l ɔ̃,S P AE L AO
spalę,s p a l ɛ,S P AE L EH
spam,s p a m,S P AE M
spanie,s p a ɲ ɛ,S P AE EH
spanikować,s p a ɲ i k ɔ v a t͡ɕ,S P AE IH K AO V AE
spano,s p a n ɔ,S P AE N AO
sparceta,s p a r t͡s ɛ t a,S P AE R EH T AE
sparing,s p a rʲ i n k,S P AE R IH N K
sparli,s p a r lʲ i,S P AE R L IH
sparodiować,s p a r ɔ d j ɔ v a t͡ɕ,S P AE R AO D Y AO V AE
sparta,s p a r t a,S P AE R T AE
sparty,s p a r t ɨ,S P AE R T IX
spartą,s p a r t ɔ̃,S P AE R T AO
sparzyć,s p a ʐ ɨ t͡ɕ,S P AE IX
spasanie,s p a s a ɲ ɛ,S P AE S AE EH
spasać,s p a s a t͡ɕ,S P AE S AE
spasienie,s p a ɕ ɛ ɲ ɛ,S P AE EH EH
spastyczność,s p a s t ɨ t͡ʂ n ɔ ɕ t͡ɕ,S P AE S T IX N AO
spastyczny,s p a s t ɨ t͡ʂ n ɨ,S P AE S T IX N IX
spaw,s p a f,S P AE F
spawa,s p a v a,S P AE V AE
spawacz,s p a v a t͡ʂ,S P AE V AE
spawam,s p a v a m,S P AE V AE M
spawanie,s p a v a ɲ ɛ,S P AE V AE EH
spawany,s p a v a n ɨ,S P AE V AE N IX
spawarka,s p a v a r k a,S P AE V AE R K AE
spawasz,s p a v a ʂ,S P AE V AE
spawać,s p a v a t͡ɕ,S P AE V AE
spazm,s p a z m,S P AE Z M
spać,s p a t͡ɕ,S P AE
spał,s p a w,S P AE W
spała,s p a w a,S P AE W AE
spałaby,s p a w a b ɨ,S P AE W AE B IX
spałabym,s p a w a b ɨ m,S P AE W AE B IX M
spałabyś,s p a w a b ɨ ɕ,S P AE W AE B IX
spałam,s p a w a m,S P AE W AE M
spałaszować,s p a w a ʂ ɔ v a t͡ɕ,S P AE W AE AO V AE
spałaś,s p a w a ɕ,S P AE W AE
spałby,s p a w b ɨ,S P AE W B IX
spałbym,s p a w b ɨ m,S P AE W B IX M
spałbyś,s p a w b ɨ ɕ,S P AE W B IX
spałem,s p a w ɛ m,S P AE W EH M
spałeś,s p a w ɛ ɕ,S P AE W EH
spało,s p a w ɔ,S P AE W AO
spałoby,s p a w ɔ b ɨ,S P AE W AO B IX
spały,s p a w ɨ,S P AE W IX
spaślak,s p a ɕ l a k,S P AE L AE K
spaść,s p a ɕ t͡ɕ,S P AE
specjacja,s p ɛ t͡s j a t͡s j a,S P EH Y AE Y AE
specjalista,s p ɛ t͡s j a lʲ i s t a,S P EH Y AE L IH S T AE
specjalistka,s p ɛ t͡s j a lʲ i s t k a,S P EH Y AE L IH S T K AE
specjalizacja,s p ɛ t͡s j a lʲ i z a t͡s j a,S P EH Y AE L IH Z AE Y AE
specjalna,s p ɛ t͡s j a l n a,S P EH Y AE L N AE
specjalne,s p ɛ t͡s j a l n ɛ,S P EH Y AE L N EH
specjalnie,s p ɛ t͡s j a l ɲ ɛ,S P EH Y AE L EH
specjalny,s p ɛ t͡s j a l n ɨ,S P EH Y AE L N IX
specjał,s p ɛ t͡s j a w,S P EH Y AE W
specustawa,s p ɛ t͡s u s t a v a,S P EH UW S T AE V AE
specyficznie,s p ɛ t͡s ɨ fʲ i t͡ʂ ɲ ɛ,S P EH IX F IH EH
specyficzny,s p ɛ t͡s ɨ fʲ i t͡ʂ n ɨ,S P EH IX F IH N IX
specyfikacja,s p ɛ t͡s ɨ fʲ i k a t͡s j a,S P EH IX F IH K AE Y AE
spektakl,s p ɛ k t a k l,S P EH K T AE K L
spektakularnie,s p ɛ k t a k u l a r ɲ ɛ,S P EH K T AE K UW L AE R EH
spektakularność,s p ɛ k t a k u l a r n ɔ ɕ t͡ɕ,S P EH K T AE K UW L AE R N AO
spektakularny,s p ɛ k t a k u l a r n ɨ,S P EH K T AE K UW L AE R N IX
spektrometr,s p ɛ k t r ɔ m ɛ t r,S P EH K T R AO M EH T R
spektroskop,s p ɛ k t r ɔ s k ɔ p,S P EH K T R AO S K AO P
spektrum,s p ɛ k t r u m,S P EH K T R UW M
spekulant,s p ɛ k u l a n t,S P EH K UW L AE N T
speluna,s p ɛ l u n a,S P EH L UW N AE
spelunka,s p ɛ l u n k a,S P EH L UW N K AE
sperma,s p ɛ r m a,S P EH R M AE
spermacet,s p ɛ r m a t͡s ɛ t,S P EH R M AE EH T
speszenie,s p ɛ ʂ ɛ ɲ ɛ,S P EH EH EH
spełniać,s p ɛ w ɲ a t͡ɕ,S P EH W AE
spełnić,s p ɛ w ɲ i t͡ɕ,S P EH W IH
spich,s pʲ i x,S P IH
spichlerz,s pʲ i x l ɛ ʂ,S P IH L EH
spici,s pʲ i t͡ɕ i,S P IH IH
spiczasty,s pʲ i t͡ʂ a s t ɨ,S P IH AE S T IX
spiechowicz,s pʲ ɛ x ɔ vʲ i t͡ʂ,S P EH AO V IH
spieczenie,s pʲ ɛ t͡ʂ ɛ ɲ ɛ,S P EH EH EH
spiekanie,s pʲ ɛ k a ɲ ɛ,S P EH K AE EH
spiekota,s pʲ ɛ k ɔ t a,S P EH K AO T AE
spieniacz,s pʲ ɛ ɲ a t͡ʂ,S P EH AE
spieniać,s pʲ ɛ ɲ a t͡ɕ,S P EH AE
spienić,s pʲ ɛ ɲ i t͡ɕ,S P EH IH
spieprzanie,s pʲ ɛ p ʂ a ɲ ɛ,S P EH P AE EH
spieprzać,s pʲ ɛ p ʂ a t͡ɕ,S P EH P AE
spieprzenie,s pʲ ɛ p ʂ ɛ ɲ ɛ,S P EH P EH EH
spieprzyć,s pʲ ɛ p ʂ ɨ t͡ɕ,S P EH P IX
spiera,s pʲ ɛ r a,S P EH R AE
spieram,s pʲ ɛ r a m,S P EH R AE M
spieranie,s pʲ ɛ r a ɲ ɛ,S P EH R AE EH
spierać,s pʲ ɛ r a t͡ɕ,S P EH R AE
spierdalaj,s pʲ ɛ r d a l a j,S P EH R D AE L AE Y
spierdalanie,s pʲ ɛ r d a l a ɲ ɛ,S P EH R D AE L AE EH
spierdolenie,s pʲ ɛ r d ɔ l ɛ ɲ ɛ,S P EH R D AO L EH EH
spierdolina,s pʲ ɛ r d ɔ lʲ i n a,S P EH R D AO L IH N AE
spierdon,s pʲ ɛ r d ɔ n,S P EH R D AO N
spierze,s pʲ ɛ ʐ ɛ,S P EH EH
spieszenie,s pʲ ɛ ʂ ɛ ɲ ɛ,S P EH EH EH
spieszyć,s pʲ ɛ ʂ ɨ t͡ɕ,S P EH IX
spijać,s pʲ i j a t͡ɕ,S P IH Y AE
spiknąć,s pʲ i k n ɔ ɲ t͡ɕ,S P IH K N AO
spin,s pʲ i n,S P IH N
spina,s pʲ i n a,S P IH N AE
spinach,s pʲ i n a x,S P IH N AE
spinacz,s pʲ i n a t͡ʂ,S P IH N AE
spinali,s pʲ i n a lʲ i,S P IH N AE L IH
spinam,s pʲ i n a m,S P IH N AE M
spinać,s pʲ i n a t͡ɕ,S P IH N AE
spineczka,s pʲ i n ɛ t͡ʂ k a,S P IH N EH K AE
spinka,s pʲ i n k a,S P IH N K AE
spino,s pʲ i n ɔ,S P IH N AO
spinowy,s pʲ i n ɔ v ɨ,S P IH N AO V IX
spinu,s pʲ i n u,S P IH N UW
spiny,s pʲ i n ɨ,S P IH N IX
spiorą,s pʲ ɔ r ɔ̃,S P AO R AO
spiorę,s pʲ ɔ r ɛ,S P AO R EH
spirodela,s pʲ i r ɔ d ɛ l a,S P IH R AO D EH L AE
spirydowicz,s pʲ i r ɨ d ɔ vʲ i t͡ʂ,S P IH R IX D AO V IH
spirytus,s pʲ i r ɨ t u s,S P IH R IX T UW S
spis,s pʲ i s,S P IH S
spisać,s pʲ i s a t͡ɕ,S P IH S AE
spisek,s pʲ i s ɛ k,S P IH S EH K
spiskowiec,s pʲ i s k ɔ vʲ ɛ t͡s,S P IH S K AO V EH
spisywać,s pʲ i s ɨ v a t͡ɕ,S P IH S IX V AE
spisz,s pʲ i ʂ,S P IH
spita,s pʲ i t a,S P IH T AE
spite,s pʲ i t ɛ,S P IH T EH
spito,s pʲ i t ɔ,S P IH T AO
spity,s pʲ i t ɨ,S P IH T IX
spitą,s pʲ i t ɔ̃,S P IH T AO
spiąć,s pʲ ɔ ɲ t͡ɕ,S P AO
spiął,s pʲ ɔ w,S P AO W
spiąłem,s pʲ ɔ w ɛ m,S P AO W EH M
spiąłeś,s pʲ ɔ w ɛ ɕ,S P AO W EH
spić,s pʲ i t͡ɕ,S P IH
spięci,s pʲ ɛ ɲ t͡ɕ i,S P EH IH
spięcie,s pʲ ɛ ɲ t͡ɕ ɛ,S P EH EH
spięli,s pʲ ɛ lʲ i,S P EH L IH
spięta,s pʲ ɛ n t a,S P EH N T AE
spięte,s pʲ ɛ n t ɛ,S P EH N T EH
spięty,s pʲ ɛ n t ɨ,S P EH N T IX
spiętą,s pʲ ɛ n t ɔ̃,S P EH N T AO
spięła,s pʲ ɛ w a,S P EH W AE
spięłam,s pʲ ɛ w a m,S P EH W AE M
spięłaś,s pʲ ɛ w a ɕ,S P EH W AE
spięło,s pʲ ɛ w ɔ,S P EH W AO
spięły,s pʲ ɛ w ɨ,S P EH W IX
spiż,s pʲ i ʂ,S P IH
spiżarnia,s pʲ i ʐ a r ɲ a,S P IH AE R AE
spiżowo,s pʲ i ʐ ɔ v ɔ,S P IH AO V AO
spiżowy,s pʲ i ʐ ɔ v ɨ,S P IH AO V IX
splam,s p l a m,S P L AE M
splata,s p l a t a,S P L AE T AE
splatam,s p l a t a m,S P L AE T AE M
splatanie,s p l a t a ɲ ɛ,S P L AE T AE EH
splatać,s p l a t a t͡ɕ,S P L AE T AE
splecenie,s p l ɛ t͡s ɛ ɲ ɛ,S P L EH EH EH
spleciesz,s p l ɛ t͡ɕ ɛ ʂ,S P L EH EH
splendor,s p l ɛ n d ɔ r,S P L EH N D AO R
spletli,s p l ɛ t lʲ i,S P L EH T L IH
spleśniały,s p l ɛ ɕ ɲ a w ɨ,S P L EH AE W IX
spleść,s p l ɛ ɕ t͡ɕ,S P L EH
splocie,s p l ɔ t͡ɕ ɛ,S P L AO EH
splocik,s p l ɔ t͡ɕ i k,S P L AO IH K
splot,s p l ɔ t,S P L AO T
splotą,s p l ɔ t ɔ̃,S P L AO T AO
splotę,s p l ɔ t ɛ,S P L AO T EH
splotła,s p l ɔ t w a,S P L AO T W AE
splotło,s p l ɔ t w ɔ,S P L AO T W AO
splotły,s p l ɔ t w ɨ,S P L AO T W IX
splunąć,s p l u n ɔ ɲ t͡ɕ,S P L UW N AO
spluwaczka,s p l u v a t͡ʂ k a,S P L UW V AE K AE
splótł,s p l u t w,S P L UW T W
splądrować,s p l ɔ n d r ɔ v a t͡ɕ,S P L AO N D R AO V AE
splątanie,s p l ɔ n t a ɲ ɛ,S P L AO N T AE EH
splątek,s p l ɔ n t ɛ k,S P L AO N T EH K
spocenie,s p ɔ t͡s ɛ ɲ ɛ,S P AO EH EH
spoczywanie,s p ɔ t͡ʂ ɨ v a ɲ ɛ,S P AO IX V AE EH
spoczęcie,s p ɔ t͡ʂ ɛ ɲ t͡ɕ ɛ,S P AO EH EH
spod,s p ɔ t,S P AO T
spodeczek,s p ɔ d ɛ t͡ʂ ɛ k,S P AO D EH EH K
spodek,s p ɔ d ɛ k,S P AO D EH K
spodenki,s p ɔ d ɛ n kʲ i,S P AO D EH N K IH
spodni,s p ɔ d ɲ i,S P AO D IH
spodnia,s p ɔ d ɲ a,S P AO D AE
spodnie,s p ɔ d ɲ ɛ,S P AO D EH
spodnią,s p ɔ d ɲ ɔ̃,S P AO D AO
spodoba,s p ɔ d ɔ b a,S P AO D AO B AE
spodobać,s p ɔ d ɔ b a t͡ɕ,S P AO D AO B AE
spodziectwo,s p ɔ d͡ʑ ɛ t͡s t f ɔ,S P AO EH T F AO
spodzieja,s p ɔ d͡ʑ ɛ j a,S P AO EH Y AE
spodziewające,s p ɔ d͡ʑ ɛ v a j ɔ n t͡s ɛ,S P AO EH V AE Y AO N EH
spodziewający,s p ɔ d͡ʑ ɛ v a j ɔ n t͡s ɨ,S P AO EH V AE Y AO N IX
spodziewanie,s p ɔ d͡ʑ ɛ v a ɲ ɛ,S P AO EH V AE EH
spodziewany,s p ɔ d͡ʑ ɛ v a n ɨ,S P AO EH V AE N IX
spodziewać,s p ɔ d͡ʑ ɛ v a t͡ɕ,S P AO EH V AE
spoglądać,s p ɔ ɡ l ɔ n d a t͡ɕ,S P AO G L AO N D AE
spoi,s p ɔ i,S P AO IH
spoili,s p ɔ i lʲ i,S P AO IH L IH
spoiwo,s p ɔ i v ɔ,S P AO IH V AO
spoić,s p ɔ i t͡ɕ,S P AO IH
spoił,s p ɔ i w,S P AO IH W
spoiła,s p ɔ i w a,S P AO IH W AE
spoiłam,s p ɔ i w a m,S P AO IH W AE M
spoiłaś,s p ɔ i w a ɕ,S P AO IH W AE
spoiłem,s p ɔ i w ɛ m,S P AO IH W EH M
spoiłeś,s p ɔ i w ɛ ɕ,S P AO IH W EH
spoiło,s p ɔ i w ɔ,S P AO IH W AO
spoiły,s p ɔ i w ɨ,S P AO IH W IX
spojenie,s p ɔ j ɛ ɲ ɛ,S P AO Y EH EH
spojeń,s p ɔ j ɛ ɲ,S P AO Y EH
spojony,s p ɔ j ɔ n ɨ,S P AO Y AO N IX
spojrzał,s p ɔ j ʐ a w,S P AO Y AE W
spojrzenie,s p ɔ j ʐ ɛ ɲ ɛ,S P AO Y EH EH
spojrzeć,s p ɔ j ʐ ɛ t͡ɕ,S P AO Y EH
spojrzę,s p ɔ j ʐ ɛ,S P AO Y EH
spojówka,s p ɔ j u f k a,S P AO Y UW F K AE
spoją,s p ɔ j ɔ̃,S P AO Y AO
spoję,s p ɔ j ɛ,S P AO Y EH
spoko,s p ɔ k ɔ,S P AO K AO
spokojnie,s p ɔ k ɔ j ɲ ɛ,S P AO K AO Y EH
spokojniejszego,s p ɔ k ɔ j ɲ ɛ j ʂ ɛ ɡ ɔ,S P AO K AO Y EH Y EH G AO
spokojniejszy,s p ɔ k ɔ j ɲ ɛ j ʂ ɨ,S P AO K AO Y EH Y IX
spokojny,s p ɔ k ɔ j n ɨ,S P AO K AO Y N IX
spokoju,s p ɔ k ɔ j u,S P AO K AO Y UW
spokój,s p ɔ k u j,S P AO K UW Y
spolankiewicz,s p ɔ l a n kʲ ɛ vʲ i t͡ʂ,S P AO L AE N K EH V IH
spolegliwy,s p ɔ l ɛ ɡ lʲ i v ɨ,S P AO L EH G L IH V IX
spoliczkować,s p ɔ lʲ i t͡ʂ k ɔ v a t͡ɕ,S P AO L IH K AO V AE
spolonizować,s p ɔ l ɔ ɲ i z ɔ v a t͡ɕ,S P AO L AO IH Z AO V AE
spolszczać,s p ɔ l ʂ t͡ʂ a t͡ɕ,S P AO L AE
spolszczyć,s p ɔ l ʂ t͡ʂ ɨ t͡ɕ,S P AO L IX
spomiędzy,s p ɔ mʲ ɛ n d͡z ɨ,S P AO M EH N IX
sponad,s p ɔ n a t,S P AO N AE T
sponsor,s p ɔ n s ɔ r,S P AO N S AO R
spontanicznie,s p ɔ n t a ɲ i t͡ʂ ɲ ɛ,S P AO N T AE IH EH
spontaniczność,s p ɔ n t a ɲ i t͡ʂ n ɔ ɕ t͡ɕ,S P AO N T AE IH N AO
spontaniczny,s p ɔ n t a ɲ i t͡ʂ n ɨ,S P AO N T AE IH N IX
spor,s p ɔ r,S P AO R
spora,s p ɔ r a,S P AO R AE
sporach,s p ɔ r a x,S P AO R AE
sporadycznie,s p ɔ r a d ɨ t͡ʂ ɲ ɛ,S P AO R AE D IX EH
sporadyczny,s p ɔ r a d ɨ t͡ʂ n ɨ,S P AO R AE D IX N IX
sporami,s p ɔ r a mʲ i,S P AO R AE M IH
sporcie,s p ɔ r t͡ɕ ɛ,S P AO R EH
spore,s p ɔ r ɛ,S P AO R EH
sporego,s p ɔ r ɛ ɡ ɔ,S P AO R EH G AO
sporej,s p ɔ r ɛ j,S P AO R EH Y
sporem,s p ɔ r ɛ m,S P AO R EH M
sporemu,s p ɔ r ɛ m u,S P AO R EH M UW
sporna,s p ɔ r n a,S P AO R N AE
sporne,s p ɔ r n ɛ,S P AO R N EH
sporni,s p ɔ r ɲ i,S P AO R IH
sporny,s p ɔ r n ɨ,S P AO R N IX
sporną,s p ɔ r n ɔ̃,S P AO R N AO
sporo,s p ɔ r ɔ,S P AO R AO
sporom,s p ɔ r ɔ m,S P AO R AO M
sporowi,s p ɔ r ɔ vʲ i,S P AO R AO V IH
sport,s p ɔ r t,S P AO R T
sportach,s p ɔ r t a x,S P AO R T AE
sportami,s p ɔ r t a mʲ i,S P AO R T AE M IH
sportem,s p ɔ r t ɛ m,S P AO R T EH M
sportom,s p ɔ r t ɔ m,S P AO R T AO M
sportowi,s p ɔ r t ɔ vʲ i,S P AO R T AO V IH
sportowiec,s p ɔ r t ɔ vʲ ɛ t͡s,S P AO R T AO V EH
sportowy,s p ɔ r t ɔ v ɨ,S P AO R T AO V IX
sportsmen,s p ɔ r t s m ɛ n,S P AO R T S M EH N
sportsmenka,s p ɔ r t s m ɛ n k a,S P AO R T S M EH N K AE
sportu,s p ɔ r t u,S P AO R T UW
sporty,s p ɔ r t ɨ,S P AO R T IX
sportów,s p ɔ r t u f,S P AO R T UW F
sporu,s p ɔ r u,S P AO R UW
spory,s p ɔ r ɨ,S P AO R IX
sporych,s p ɔ r ɨ x,S P AO R IX
sporym,s p ɔ r ɨ m,S P AO R IX M
sporymi,s p ɔ r ɨ mʲ i,S P AO R IX M IH
sporze,s p ɔ ʐ ɛ,S P AO EH
sporzy,s p ɔ ʐ ɨ,S P AO IX
sporzyć,s p ɔ ʐ ɨ t͡ɕ,S P AO IX
sporządzać,s p ɔ ʐ ɔ n d͡z a t͡ɕ,S P AO AO N AE
sporządzić,s p ɔ ʐ ɔ ɲ d͡ʑ i t͡ɕ,S P AO AO IH
sporów,s p ɔ r u f,S P AO R UW F
sporą,s p ɔ r ɔ̃,S P AO R AO
sporę,s p ɔ r ɛ,S P AO R EH
sposobem,s p ɔ s ɔ b ɛ m,S P AO S AO B EH M
sposobny,s p ɔ s ɔ b n ɨ,S P AO S AO B N IX
sposobu,s p ɔ s ɔ b u,S P AO S AO B UW
spostrzec,s p ɔ s t ʂ ɛ t͡s,S P AO S T EH
spostrzegawczo,s p ɔ s t ʂ ɛ ɡ a f t͡ʂ ɔ,S P AO S T EH G AE F AO
spostrzegawczość,s p ɔ s t ʂ ɛ ɡ a f t͡ʂ ɔ ɕ t͡ɕ,S P AO S T EH G AE F AO
spostrzegawczy,s p ɔ s t ʂ ɛ ɡ a f t͡ʂ ɨ,S P AO S T EH G AE F IX
spostrzegać,s p ɔ s t ʂ ɛ ɡ a t͡ɕ,S P AO S T EH G AE
sposób,s p ɔ s u p,S P AO S UW P
spot,s p ɔ t,S P AO T
spotkajmy,s p ɔ t k a j m ɨ,S P AO T K AE Y M IX
spotkaliśmy,s p ɔ t k a lʲ i ɕ m ɨ,S P AO T K AE L IH M IX
spotkamy,s p ɔ t k a m ɨ,S P AO T K AE M IX
spotkanie,s p ɔ t k a ɲ ɛ,S P AO T K AE EH
spotkać,s p ɔ t k a t͡ɕ,S P AO T K AE
spotkał,s p ɔ t k a w,S P AO T K AE W
spotkałam,s p ɔ t k a w a m,S P AO T K AE W AE M
spotkałem,s p ɔ t k a w ɛ m,S P AO T K AE W EH M
spotyka,s p ɔ t ɨ k a,S P AO T IX K AE
spotykamy,s p ɔ t ɨ k a m ɨ,S P AO T IX K AE M IX
spotykać,s p ɔ t ɨ k a t͡ɕ,S P AO T IX K AE
spotęgować,s p ɔ t ɛ ŋ ɡ ɔ v a t͡ɕ,S P AO T EH NG G AO V AE
spowiadać,s p ɔ vʲ a d a t͡ɕ,S P AO V AE D AE
spowiednik,s p ɔ vʲ ɛ d ɲ i k,S P AO V EH D IH K
spowiedź,s p ɔ vʲ ɛ t͡ɕ,S P AO V EH
spowodować,s p ɔ v ɔ d ɔ v a t͡ɕ,S P AO V AO D AO V AE
spox,s p ɔ k s,S P AO K S
spoza,s p ɔ z a,S P AO Z AE
społeczeństwo,s p ɔ w ɛ t͡ʂ ɛ ɲ s t f ɔ,S P AO W EH EH S T F AO
społeczniczka,s p ɔ w ɛ t͡ʂ ɲ i t͡ʂ k a,S P AO W EH IH K AE
społecznie,s p ɔ w ɛ t͡ʂ ɲ ɛ,S P AO W EH EH
społecznik,s p ɔ w ɛ t͡ʂ ɲ i k,S P AO W EH IH K
społeczność,s p ɔ w ɛ t͡ʂ n ɔ ɕ t͡ɕ,S P AO W EH N AO
społeczny,s p ɔ w ɛ t͡ʂ n ɨ,S P AO W EH N IX
społem,s p ɔ w ɛ m,S P AO W EH M
spośród,s p ɔ ɕ r u t,S P AO R UW T
spożycie,s p ɔ ʐ ɨ t͡ɕ ɛ,S P AO IX EH
spożyj,s p ɔ ʐ ɨ j,S P AO IX Y
spożywać,s p ɔ ʐ ɨ v a t͡ɕ,S P AO IX V AE
spożywczak,s p ɔ ʐ ɨ f t͡ʂ a k,S P AO IX F AE K
spożywczy,s p ɔ ʐ ɨ f t͡ʂ ɨ,S P AO IX F IX
spożyć,s p ɔ ʐ ɨ t͡ɕ,S P AO IX
spragniony,s p r a ɡ ɲ ɔ n ɨ,S P R AE G AO N IX
sprali,s p r a lʲ i,S P R AE L IH
spranie,s p r a ɲ ɛ,S P R AE EH
spraw,s p r a f,S P R AE F
sprawa,s p r a v a,S P R AE V AE
sprawach,s p r a v a x,S P R AE V AE
sprawami,s p r a v a mʲ i,S P R AE V AE M IH
sprawca,s p r a f t͡s a,S P R AE F AE
sprawdza,s p r a v d͡z a,S P R AE V AE
sprawdzacie,s p r a v d͡z a t͡ɕ ɛ,S P R AE V AE EH
sprawdzaj,s p r a v d͡z a j,S P R AE V AE Y
sprawdzajcie,s p r a v d͡z a j t͡ɕ ɛ,S P R AE V AE Y EH
sprawdzajmy,s p r a v d͡z a j m ɨ,S P R AE V AE Y M IX
sprawdzają,s p r a v d͡z a j ɔ̃,S P R AE V AE Y AO
sprawdzając,s p r a v d͡z a j ɔ n t͡s,S P R AE V AE Y AO N
sprawdzająca,s p r a v d͡z a j ɔ n t͡s a,S P R AE V AE Y AO N AE
sprawdzające,s p r a v d͡z a j ɔ n t͡s ɛ,S P R AE V AE Y AO N EH
sprawdzający,s p r a v d͡z a j ɔ n t͡s ɨ,S P R AE V AE Y AO N IX
sprawdzali,s p r a v d͡z a lʲ i,S P R AE V AE L IH
sprawdzaliby,s p r a v d͡z a lʲ i b ɨ,S P R AE V AE L IH B IX
sprawdzalibyście,s p r a v d͡z a lʲ i b ɨ ɕ t͡ɕ ɛ,S P R AE V AE L IH B IX EH
sprawdzalibyśmy,s p r a v d͡z a lʲ i b ɨ ɕ m ɨ,S P R AE V AE L IH B IX M IX
sprawdzaliście,s p r a v d͡z a lʲ i ɕ t͡ɕ ɛ,S P R AE V AE L IH EH
sprawdzaliśmy,s p r a v d͡z a lʲ i ɕ m ɨ,S P R AE V AE L IH M IX
sprawdzam,s p r a v d͡z a m,S P R AE V AE M
sprawdzamy,s p r a v d͡z a m ɨ,S P R AE V AE M IX
sprawdzanie,s p r a v d͡z a ɲ ɛ,S P R AE V AE EH
sprawdzano,s p r a v d͡z a n ɔ,S P R AE V AE N AO
sprawdzasz,s p r a v d͡z a ʂ,S P R AE V AE
sprawdzać,s p r a v d͡z a t͡ɕ,S P R AE V AE
sprawdzał,s p r a v d͡z a w,S P R AE V AE W
sprawdzała,s p r a v d͡z a w a,S P R AE V AE W AE
sprawdzałaby,s p r a v d͡z a w a b ɨ,S P R AE V AE W AE B IX
sprawdzałabym,s p r a v d͡z a w a b ɨ m,S P R AE V AE W AE B IX M
sprawdzałabyś,s p r a v d͡z a w a b ɨ ɕ,S P R AE V AE W AE B IX
sprawdzałam,s p r a v d͡z a w a m,S P R AE V AE W AE M
sprawdzałaś,s p r a v d͡z a w a ɕ,S P R AE V AE W AE
sprawdzałby,s p r a v d͡z a w b ɨ,S P R AE V AE W B IX
sprawdzałbym,s p r a v d͡z a w b ɨ m,S P R AE V AE W B IX M
sprawdzałbyś,s p r a v d͡z a w b ɨ ɕ,S P R AE V AE W B IX
sprawdzałem,s p r a v d͡z a w ɛ m,S P R AE V AE W EH M
sprawdzałeś,s p r a v d͡z a w ɛ ɕ,S P R AE V AE W EH
sprawdzało,s p r a v d͡z a w ɔ,S P R AE V AE W AO
sprawdzałoby,s p r a v d͡z a w ɔ b ɨ,S P R AE V AE W AO B IX
sprawdzały,s p r a v d͡z a w ɨ,S P R AE V AE W IX
sprawdzałyby,s p r a v d͡z a w ɨ b ɨ,S P R AE V AE W IX B IX
sprawdzałybyście,s p r a v d͡z a w ɨ b ɨ ɕ t͡ɕ ɛ,S P R AE V AE W IX B IX EH
sprawdzałybyśmy,s p r a v d͡z a w ɨ b ɨ ɕ m ɨ,S P R AE V AE W IX B IX M IX
sprawdzałyście,s p r a v d͡z a w ɨ ɕ t͡ɕ ɛ,S P R AE V AE W IX EH
sprawdzałyśmy,s p r a v d͡z a w ɨ ɕ m ɨ,S P R AE V AE W IX M IX
sprawdzian,s p r a v d͡ʑ a n,S P R AE V AE N
sprawdzić,s p r a v d͡ʑ i t͡ɕ,S P R AE V IH
