word,ipa,ARPAbet
tiple,t i p l e,T IH P L EH
tipo,t i p o,T IH P OH
tipográfica,t i p o ɡ ɾ a f i k a,T IH P OH G DX AE F IH K AE
tipográficas,t i p o ɡ ɾ a f i k a s,T IH P OH G DX AE F IH K AE S
tipográficos,t i p o ɡ ɾ a f i k o s,T IH P OH G DX AE F IH K OH S
tipología,t i p o l o x i a,T IH P OH L OH IH AE
tiquet,t i k e t,T IH K EH T
tira,t i ɾ a,T IH DX AE
tirada,t i ɾ a d a,T IH DX AE D AE
tiradas,t i ɾ a d a s,T IH DX AE D AE S
tirado,t i ɾ a d o,T IH DX AE D OH
tirados,t i ɾ a d o s,T IH DX AE D OH S
tirala,t i ɾ a l a,T IH DX AE L AE
tiramisú,t i ɾ a m i s u,T IH DX AE M IH S UW
tirana,t i ɾ a n a,T IH DX AE N AE
tiranas,t i ɾ a n a s,T IH DX AE N AE S
tirano,t i ɾ a n o,T IH DX AE N OH
tiranos,t i ɾ a n o s,T IH DX AE N OH S
tiranosaurio,t i ɾ a n o s a u ɾ j o,T IH DX AE N OH S AE UW DX Y OH
tirante,t i ɾ a n t e,T IH DX AE N T EH
tirantes,t i ɾ a n t e s,T IH DX AE N T EH S
tiranés,t i ɾ a n e s,T IH DX AE N EH S
tiranía,t i ɾ a n i a,T IH DX AE N IH AE
tirar,t i ɾ a ɾ,T IH DX AE DX
tire,t i ɾ e,T IH DX EH
tirita,t i ɾ i t a,T IH DX IH T AE
tiritada,t i ɾ i t a d a,T IH DX IH T AE D AE
tiritadas,t i ɾ i t a d a s,T IH DX IH T AE D AE S
tiritado,t i ɾ i t a d o,T IH DX IH T AE D OH
tiritados,t i ɾ i t a d o s,T IH DX IH T AE D OH S
tiritante,t i ɾ i t a n t e,T IH DX IH T AE N T EH
tiro,t i ɾ o,T IH DX OH
tiroglobulina,t i ɾ o ɡ l o b u l i n a,T IH DX OH G L OH B UW L IH N AE
tirogloso,t i ɾ o ɡ l o s o,T IH DX OH G L OH S OH
tiroiditis,t i ɾ o i d i t i s,T IH DX OH IH D IH T IH S
tirol,t i ɾ o l,T IH DX OH L
tirolés,t i ɾ o l e s,T IH DX OH L EH S
tironeada,t i ɾ o n e a d a,T IH DX OH N EH AE D AE
tironeadas,t i ɾ o n e a d a s,T IH DX OH N EH AE D AE S
tironeado,t i ɾ o n e a d o,T IH DX OH N EH AE D OH
tironeados,t i ɾ o n e a d o s,T IH DX OH N EH AE D OH S
tirosinemia,t i ɾ o s i n e m j a,T IH DX OH S IH N EH M Y AE
tiroteada,t i ɾ o t e a d a,T IH DX OH T EH AE D AE
tiroteadas,t i ɾ o t e a d a s,T IH DX OH T EH AE D AE S
tiroteado,t i ɾ o t e a d o,T IH DX OH T EH AE D OH
tiroteados,t i ɾ o t e a d o s,T IH DX OH T EH AE D OH S
tirrena,t i r e n a,T IH R EH N AE
tirreno,t i r e n o,T IH R EH N OH
tiránido,t i ɾ a n i d o,T IH DX AE N IH D OH
tisana,t i s a n a,T IH S AE N AE
tisú,t i s u,T IH S UW
tita,t i t a,T IH T AE
titanio,t i t a n j o,T IH T AE N Y OH
titanosáurido,t i t a n o s a u ɾ i d o,T IH T AE N OH S AE UW DX IH D OH
titi,t i t i,T IH T IH
titilada,t i t i l a d a,T IH T IH L AE D AE
titiladas,t i t i l a d a s,T IH T IH L AE D AE S
titilado,t i t i l a d o,T IH T IH L AE D OH
titilados,t i t i l a d o s,T IH T IH L AE D OH S
titis,t i t i s,T IH T IH S
titrada,t i t ɾ a d a,T IH T DX AE D AE
titradas,t i t ɾ a d a s,T IH T DX AE D AE S
titrado,t i t ɾ a d o,T IH T DX AE D OH
titrados,t i t ɾ a d o s,T IH T DX AE D OH S
titubeada,t i t u b e a d a,T IH T UW B EH AE D AE
titubeadas,t i t u b e a d a s,T IH T UW B EH AE D AE S
titubeado,t i t u b e a d o,T IH T UW B EH AE D OH
titubeados,t i t u b e a d o s,T IH T UW B EH AE D OH S
titubear,t i t u b e a ɾ,T IH T UW B EH AE DX
titubeo,t i t u b e o,T IH T UW B EH OH
titula,t i t u l a,T IH T UW L AE
titulada,t i t u l a d a,T IH T UW L AE D AE
tituladas,t i t u l a d a s,T IH T UW L AE D AE S
titulado,t i t u l a d o,T IH T UW L AE D OH
titulados,t i t u l a d o s,T IH T UW L AE D OH S
titulamos,t i t u l a m o s,T IH T UW L AE M OH S
titulando,t i t u l a n d o,T IH T UW L AE N D OH
titulara,t i t u l a ɾ a,T IH T UW L AE DX AE
titularas,t i t u l a ɾ a s,T IH T UW L AE DX AE S
titularato,t i t u l a ɾ a t o,T IH T UW L AE DX AE T OH
titulareis,t i t u l a ɾ e i s,T IH T UW L AE DX EH IH S
titularemos,t i t u l a ɾ e m o s,T IH T UW L AE DX EH M OH S
titulares,t i t u l a ɾ e s,T IH T UW L AE DX EH S
titulará,t i t u l a ɾ a,T IH T UW L AE DX AE
titularás,t i t u l a ɾ a s,T IH T UW L AE DX AE S
titularíamos,t i t u l a ɾ i a m o s,T IH T UW L AE DX IH AE M OH S
titulas,t i t u l a s,T IH T UW L AE S
titulaste,t i t u l a s t e,T IH T UW L AE S T EH
titule,t i t u l e,T IH T UW L EH
titulemos,t i t u l e m o s,T IH T UW L EH M OH S
titules,t i t u l e s,T IH T UW L EH S
titulitis,t i t u l i t i s,T IH T UW L IH T IH S
titulo,t i t u l o,T IH T UW L OH
tituláramos,t i t u l a ɾ a m o s,T IH T UW L AE DX AE M OH S
titán,t i t a n,T IH T AE N
titánide,t i t a n i d e,T IH T AE N IH D EH
tiuque,t j u k e,T Y UW K EH
tiña,t i ɲ a,T IH AE
tlaco,t l a k o,T L AE K OH
tlacos,t l a k o s,T L AE K OH S
tlacoyo,t l a k o ɟ͡ʝ o,T L AE K OH OH
tlacuache,t ɬ a k w a t ʃ e,T AE K W AE T SH EH
tlalcoyote,t l a l k o ʝ o t e,T L AE L K OH OH T EH
tlapalero,t ɬ a p a l e ɾ o,T AE P AE L EH DX OH
tlapalería,t ɬ a p a l e ɾ i a,T AE P AE L EH DX IH AE
tlatelolca,t l a t e l o l k a,T L AE T EH L OH L K AE
tlaxcala,t l a k s k a l a,T L AE K S K AE L AE
tlaxcala,t l a s k a l a,T L AE S K AE L AE
tlaxcala,t l a x k a l a,T L AE K AE L AE
tlaxcalteca,t ɬ a k s k a l t e k a,T AE K S K AE L T EH K AE
tlazol,t ɬ a s o l,T AE S OH L
tlecuil,t l e k w i l,T L EH K W IH L
tlemole,t l e m o l e,T L EH M OH L EH
tláloc,t l a l o k,T L AE L OH K
tobera,t o b e ɾ a,T OH B EH DX AE
tobogán,t o b o ɡ a n,T OH B OH G AE N
toca,t o k a,T OH K AE
tocada,t o k a d a,T OH K AE D AE
tocadas,t o k a d a s,T OH K AE D AE S
tocado,t o k a d o,T OH K AE D OH
tocados,t o k a d o s,T OH K AE D OH S
tocamos,t o k a m o s,T OH K AE M OH S
tocando,t o k a n d o,T OH K AE N D OH
tocar,t o k a ɾ,T OH K AE DX
tocara,t o k a ɾ a,T OH K AE DX AE
tocaras,t o k a ɾ a s,T OH K AE DX AE S
tocareis,t o k a ɾ e i s,T OH K AE DX EH IH S
tocaremos,t o k a ɾ e m o s,T OH K AE DX EH M OH S
tocares,t o k a ɾ e s,T OH K AE DX EH S
tocaria,t o k a ɾ j a,T OH K AE DX Y AE
tocarias,t o k a ɾ j a s,T OH K AE DX Y AE S
tocario,t o k a ɾ j o,T OH K AE DX Y OH
tocarios,t o k a ɾ j o s,T OH K AE DX Y OH S
tocará,t o k a ɾ a,T OH K AE DX AE
tocarás,t o k a ɾ a s,T OH K AE DX AE S
tocaríamos,t o k a ɾ i a m o s,T OH K AE DX IH AE M OH S
tocas,t o k a s,T OH K AE S
tocaste,t o k a s t e,T OH K AE S T EH
tocayo,t o k a ɟ͡ʝ o,T OH K AE OH
tocha,t o t͡ʃ a,T OH CH AE
tochas,t o t͡ʃ a s,T OH CH AE S
tocho,t o t͡ʃ o,T OH CH OH
tochos,t o t͡ʃ o s,T OH CH OH S
toco,t o k o,T OH K OH
tocoeño,t o k o e ɲ o,T OH K OH EH OH
tocáramos,t o k a ɾ a m o s,T OH K AE DX AE M OH S
toda,t o d a,T OH D AE
todas,t o d a s,T OH D AE S
todavía,t o d a b i a,T OH D AE B IH AE
todes,t o d e s,T OH D EH S
todo,t o d o,T OH D OH
todos,t o d o s,T OH D OH S
todólogo,t o d o l o ɡ o,T OH D OH L OH G OH
toesa,t o e s a,T OH EH S AE
tofu,t o f u,T OH F UW
togada,t o ɡ a d a,T OH G AE D AE
togadas,t o ɡ a d a s,T OH G AE D AE S
togado,t o ɡ a d o,T OH G AE D OH
togados,t o ɡ a d o s,T OH G AE D OH S
togarse,t o ɡ a r s e,T OH G AE R S EH
togo,t o ɡ o,T OH G OH
togolés,t o ɡ o l e s,T OH G OH L EH S
tokio,t o k j o,T OH K Y OH
toldada,t o l d a d a,T OH L D AE D AE
toldadas,t o l d a d a s,T OH L D AE D AE S
toldado,t o l d a d o,T OH L D AE D OH
toldados,t o l d a d o s,T OH L D AE D OH S
toldo,t o l d o,T OH L D OH
toledo,t o l e d o,T OH L EH D OH
tolerabilidad,t o l e ɾ a b i l i d a d,T OH L EH DX AE B IH L IH D AE D
tolerada,t o l e ɾ a d a,T OH L EH DX AE D AE
toleradas,t o l e ɾ a d a s,T OH L EH DX AE D AE S
tolerado,t o l e ɾ a d o,T OH L EH DX AE D OH
tolerados,t o l e ɾ a d o s,T OH L EH DX AE D OH S
tolerante,t o l e ɾ a n t e,T OH L EH DX AE N T EH
tolerantes,t o l e ɾ a n t e s,T OH L EH DX AE N T EH S
tolerar,t o l e ɾ a ɾ,T OH L EH DX AE DX
tolete,t o l e t e,T OH L EH T EH
tolima,t o l i m a,T OH L IH M AE
tolina,t o l i n a,T OH L IH N AE
toloache,t o l o a t ʃ e,T OH L OH AE T SH EH
toloache,t o l o a̯ t ʃ e,T OH L OH AE T SH EH
tololoche,t o l o l o t͡ʃ e,T OH L OH L OH CH EH
tolosa,t o l o s a,T OH L OH S AE
tolosano,t o l o s a n o,T OH L OH S AE N OH
tolteca,t o l t e k a,T OH L T EH K AE
toltecas,t o l t e k a s,T OH L T EH K AE S
tolteco,t o l t e k o,T OH L T EH K OH
toltecos,t o l t e k o s,T OH L T EH K OH S
tomacorrientes,t o m a k o r j e n t e s,T OH M AE K OH R Y EH N T EH S
tomada,t o m a d a,T OH M AE D AE
tomadas,t o m a d a s,T OH M AE D AE S
tomado,t o m a d o,T OH M AE D OH
tomados,t o m a d o s,T OH M AE D OH S
tomar,t o m a ɾ,T OH M AE DX
tomate,t o m a t e,T OH M AE T EH
tomatera,t o m a t e ɾ a,T OH M AE T EH DX AE
tombo,t o m b o,T OH M B OH
tomista,t o m i s t a,T OH M IH S T AE
tomo,t o m o,T OH M OH
tomochiteco,t o m o t͡ʃ i t e k o,T OH M OH CH IH T EH K OH
tomos,t o m o s,T OH M OH S
tomársela,t o m a r s e l a,T OH M AE R S EH L AE
tomín,t o m i n,T OH M IH N
tonal,t o n a l,T OH N AE L
tonalmente,t o n a l m e n t e,T OH N AE L M EH N T EH
tonante,t o n a n t e,T OH N AE N T EH
tonelada,t o n e l a d a,T OH N EH L AE D AE
tonga,t o n ɡ a,T OH N G AE
tongada,t o n ɡ a d a,T OH N G AE D AE
tonificada,t o n i f i k a d a,T OH N IH F IH K AE D AE
tonificadas,t o n i f i k a d a s,T OH N IH F IH K AE D AE S
tonificado,t o n i f i k a d o,T OH N IH F IH K AE D OH
tonificados,t o n i f i k a d o s,T OH N IH F IH K AE D OH S
tonificar,t o n i f i k a ɾ,T OH N IH F IH K AE DX
tonito,t o n i t o,T OH N IH T OH
tonocotés,t o n o k o t e s,T OH N OH K OH T EH S
tonsurada,t o n s u ɾ a d a,T OH N S UW DX AE D AE
tonsuradas,t o n s u ɾ a d a s,T OH N S UW DX AE D AE S
tonsurado,t o n s u ɾ a d o,T OH N S UW DX AE D OH
tonsurados,t o n s u ɾ a d o s,T OH N S UW DX AE D OH S
tonsuro,t o n s u ɾ o,T OH N S UW DX OH
tonta,t o n t a,T OH N T AE
tontaina,t o n t a i n a,T OH N T AE IH N AE
tontas,t o n t a s,T OH N T AE S
tonteada,t o n t e a d a,T OH N T EH AE D AE
tonteadas,t o n t e a d a s,T OH N T EH AE D AE S
tonteado,t o n t e a d o,T OH N T EH AE D OH
tonteados,t o n t e a d o s,T OH N T EH AE D OH S
tontear,t o n t e a ɾ,T OH N T EH AE DX
tontera,t o n t e ɾ a,T OH N T EH DX AE
tontería,t o n t e ɾ i a,T OH N T EH DX IH AE
tonto,t o n t o,T OH N T OH
tontona,t o n t o n a,T OH N T OH N AE
tontonas,t o n t o n a s,T OH N T OH N AE S
tontones,t o n t o n e s,T OH N T OH N EH S
tontorrona,t o n t o r o n a,T OH N T OH R OH N AE
tontorronas,t o n t o r o n a s,T OH N T OH R OH N AE S
tontorrones,t o n t o r o n e s,T OH N T OH R OH N EH S
tontorrón,t o n t o r o n,T OH N T OH R OH N
tontos,t o n t o s,T OH N T OH S
tontuna,t o n t u n a,T OH N T UW N AE
tontón,t o n t o n,T OH N T OH N
topada,t o p a d a,T OH P AE D AE
topadas,t o p a d a s,T OH P AE D AE S
topado,t o p a d o,T OH P AE D OH
topados,t o p a d o s,T OH P AE D OH S
topar,t o p a ɾ,T OH P AE DX
tope,t o p e,T OH P EH
topeada,t o p e a d a,T OH P EH AE D AE
topeadas,t o p e a d a s,T OH P EH AE D AE S
topeado,t o p e a d o,T OH P EH AE D OH
topeados,t o p e a d o s,T OH P EH AE D OH S
topear,t o p e a ɾ,T OH P EH AE DX
topetada,t o p e t a d a,T OH P EH T AE D AE
topetadas,t o p e t a d a s,T OH P EH T AE D AE S
topetado,t o p e t a d o,T OH P EH T AE D OH
topetados,t o p e t a d o s,T OH P EH T AE D OH S
topoforma,t o p o f o r m a,T OH P OH F OH R M AE
topografía,t o p o ɡ ɾ a f i a,T OH P OH G DX AE F IH AE
toque,t o k e,T OH K EH
toquemos,t o k e m o s,T OH K EH M OH S
toques,t o k e s,T OH K EH S
toqueteada,t o k e t e a d a,T OH K EH T EH AE D AE
toqueteadas,t o k e t e a d a s,T OH K EH T EH AE D AE S
toqueteado,t o k e t e a d o,T OH K EH T EH AE D OH
toqueteados,t o k e t e a d o s,T OH K EH T EH AE D OH S
toqui,t o k i,T OH K IH
toquis,t o k i s,T OH K IH S
toracoabdominal,t o ɾ a k o a b d o m i n a l,T OH DX AE K OH AE B D OH M IH N AE L
tordina,t o r d i n a,T OH R D IH N AE
tordo,t o r d o,T OH R D OH
toreada,t o ɾ e a d a,T OH DX EH AE D AE
toreadas,t o ɾ e a d a s,T OH DX EH AE D AE S
toreado,t o ɾ e a d o,T OH DX EH AE D OH
toreador,t o ɾ e a d o ɾ,T OH DX EH AE D OH DX
toreados,t o ɾ e a d o s,T OH DX EH AE D OH S
torera,t o ɾ e ɾ a,T OH DX EH DX AE
torero,t o ɾ e ɾ o,T OH DX EH DX OH
toril,t o ɾ i l,T OH DX IH L
tormenta,t o r m e n t a,T OH R M EH N T AE
tormentas,t o r m e n t a s,T OH R M EH N T AE S
tormentos,t o r m e n t o s,T OH R M EH N T OH S
tormientada,t o r m j e n t a d a,T OH R M Y EH N T AE D AE
tormientadas,t o r m j e n t a d a s,T OH R M Y EH N T AE D AE S
tormientado,t o r m j e n t a d o,T OH R M Y EH N T AE D OH
tormientados,t o r m j e n t a d o s,T OH R M Y EH N T AE D OH S
tormientar,t o r m j e n t a ɾ,T OH R M Y EH N T AE DX
tornada,t o r n a d a,T OH R N AE D AE
tornadas,t o r n a d a s,T OH R N AE D AE S
tornado,t o r n a d o,T OH R N AE D OH
tornados,t o r n a d o s,T OH R N AE D OH S
tornamesa,t o r n a m e s a,T OH R N AE M EH S AE
tornamos,t o r n a m o s,T OH R N AE M OH S
tornar,t o r n a ɾ,T OH R N AE DX
tornasol,t o r n a s o l,T OH R N AE S OH L
torneada,t o r n e a d a,T OH R N EH AE D AE
torneadas,t o r n e a d a s,T OH R N EH AE D AE S
torneado,t o r n e a d o,T OH R N EH AE D OH
torneados,t o r n e a d o s,T OH R N EH AE D OH S
torneamos,t o r n e a m o s,T OH R N EH AE M OH S
torneo,t o r n e o,T OH R N EH OH
tornería,t o r n e ɾ i a,T OH R N EH DX IH AE
torno,t o r n o,T OH R N OH
toro,t o ɾ o,T OH DX OH
toroidal,t o ɾ o i d a l,T OH DX OH IH D AE L
toronja,t o ɾ o n x a,T OH DX OH N AE
toronjil,t o ɾ o n x i l,T OH DX OH N IH L
toronjina,t o ɾ o n x i n a,T OH DX OH N IH N AE
torontoniano,t o ɾ o n t o n j a n o,T OH DX OH N T OH N Y AE N OH
torpe,t o r p e,T OH R P EH
torpedeada,t o r p e d e a d a,T OH R P EH D EH AE D AE
torpedeadas,t o r p e d e a d a s,T OH R P EH D EH AE D AE S
torpedeado,t o r p e d e a d o,T OH R P EH D EH AE D OH
torpedeados,t o r p e d e a d o s,T OH R P EH D EH AE D OH S
torpedeamos,t o r p e d e a m o s,T OH R P EH D EH AE M OH S
torpes,t o r p e s,T OH R P EH S
torpísimo,t o r p i s i m o,T OH R P IH S IH M OH
torrada,t o r a d a,T OH R AE D AE
torradas,t o r a d a s,T OH R AE D AE S
torrado,t o r a d o,T OH R AE D OH
torrados,t o r a d o s,T OH R AE D OH S
torralba,t o r a l b a,T OH R AE L B AE
torramos,t o r a m o s,T OH R AE M OH S
torrar,t o r a ɾ,T OH R AE DX
torre,t o r e,T OH R EH
torreja,t o r e x a,T OH R EH AE
torrente,t o r e n t e,T OH R EH N T EH
torrentero,t o r e n t e ɾ o,T OH R EH N T EH DX OH
torrentoso,t o r e n t o s o,T OH R EH N T OH S OH
torreta,t o r e t a,T OH R EH T AE
torrevieja,t o r e b j e x a,T OH R EH B Y EH AE
torreón,t o r e o n,T OH R EH OH N
torrontés,t o r o n t e s,T OH R OH N T EH S
torsional,t o r s j o n a l,T OH R S Y OH N AE L
torta,t o r t a,T OH R T AE
tortolita,t o r t o l i t a,T OH R T OH L IH T AE
tortosina,t o r t o s i n a,T OH R T OH S IH N AE
tortosinas,t o r t o s i n a s,T OH R T OH S IH N AE S
tortosinos,t o r t o s i n o s,T OH R T OH S IH N OH S
tortuga,t o r t u ɡ a,T OH R T UW G AE
tortuoso,t o ɾ t w o s o,T OH DX T W OH S OH
tortura,t o r t u ɾ a,T OH R T UW DX AE
torturada,t o r t u ɾ a d a,T OH R T UW DX AE D AE
torturadas,t o r t u ɾ a d a s,T OH R T UW DX AE D AE S
torturado,t o r t u ɾ a d o,T OH R T UW DX AE D OH
torturados,t o r t u ɾ a d o s,T OH R T UW DX AE D OH S
torturamos,t o r t u ɾ a m o s,T OH R T UW DX AE M OH S
torturando,t o r t u ɾ a n d o,T OH R T UW DX AE N D OH
torturar,t o r t u ɾ a ɾ,T OH R T UW DX AE DX
torturara,t o r t u ɾ a ɾ a,T OH R T UW DX AE DX AE
torturaras,t o r t u ɾ a ɾ a s,T OH R T UW DX AE DX AE S
torturareis,t o r t u ɾ a ɾ e i s,T OH R T UW DX AE DX EH IH S
torturaremos,t o r t u ɾ a ɾ e m o s,T OH R T UW DX AE DX EH M OH S
torturares,t o r t u ɾ a ɾ e s,T OH R T UW DX AE DX EH S
torturará,t o r t u ɾ a ɾ a,T OH R T UW DX AE DX AE
torturarás,t o r t u ɾ a ɾ a s,T OH R T UW DX AE DX AE S
torturaríamos,t o r t u ɾ a ɾ i a m o s,T OH R T UW DX AE DX IH AE M OH S
torturas,t o r t u ɾ a s,T OH R T UW DX AE S
torturaste,t o r t u ɾ a s t e,T OH R T UW DX AE S T EH
torture,t o r t u ɾ e,T OH R T UW DX EH
torturemos,t o r t u ɾ e m o s,T OH R T UW DX EH M OH S
tortures,t o r t u ɾ e s,T OH R T UW DX EH S
torturo,t o r t u ɾ o,T OH R T UW DX OH
torturáramos,t o r t u ɾ a ɾ a m o s,T OH R T UW DX AE DX AE M OH S
tortícolis,t o r t i k o l i s,T OH R T IH K OH L IH S
torá,t o ɾ a,T OH DX AE
tosca,t o s k a,T OH S K AE
toscana,t o s k a n a,T OH S K AE N AE
toscanas,t o s k a n a s,T OH S K AE N AE S
toscano,t o s k a n o,T OH S K AE N OH
toscanos,t o s k a n o s,T OH S K AE N OH S
tosedor,t o s e d o ɾ,T OH S EH D OH DX
tosen,t o s e n,T OH S EH N
toser,t o s e ɾ,T OH S EH DX
tosida,t o s i d a,T OH S IH D AE
tosidas,t o s i d a s,T OH S IH D AE S
tosido,t o s i d o,T OH S IH D OH
tosidos,t o s i d o s,T OH S IH D OH S
tostada,t o s t a d a,T OH S T AE D AE
tostadas,t o s t a d a s,T OH S T AE D AE S
tostado,t o s t a d o,T OH S T AE D OH
tostados,t o s t a d o s,T OH S T AE D OH S
tostón,t o s t o n,T OH S T OH N
totalidad,t o t a l i d a d,T OH T AE L IH D AE D
totalitario,t o t a l i t a ɾ j o,T OH T AE L IH T AE DX Y OH
totemismo,t o t e m i s m o,T OH T EH M IH S M OH
totoaba,t o t o a b a,T OH T OH AE B AE
totol,t o t o l,T OH T OH L
totola,t o t o l a,T OH T OH L AE
totomostle,t o t o m o s t l e,T OH T OH M OH S T L EH
totonicapán,t o t o n i k a p a n,T OH T OH N IH K AE P AE N
totopo,t o t o p o,T OH T OH P OH
totoposte,t o t o p o s t e,T OH T OH P OH S T EH
totoral,t o t o ɾ a l,T OH T OH DX AE L
tour,t u ɾ,T UW DX
touriga,t o u ɾ i ɡ a,T OH UW DX IH G AE
toxoplasmosis,t o ɡ s o p l a s m o s i s,T OH G S OH P L AE S M OH S IH S
toño,t o ɲ o,T OH OH
trabada,t ɾ a b a d a,T DX AE B AE D AE
trabadas,t ɾ a b a d a s,T DX AE B AE D AE S
trabado,t ɾ a b a d o,T DX AE B AE D OH
trabados,t ɾ a b a d o s,T DX AE B AE D OH S
trabajada,t ɾ a b a x a d a,T DX AE B AE AE D AE
trabajadas,t ɾ a b a x a d a s,T DX AE B AE AE D AE S
trabajado,t ɾ a b a x a d o,T DX AE B AE AE D OH
trabajador,t ɾ a b a x a d o ɾ,T DX AE B AE AE D OH DX
trabajadora,t ɾ a b a x a d o ɾ a,T DX AE B AE AE D OH DX AE
trabajadoras,t ɾ a b a x a d o ɾ a s,T DX AE B AE AE D OH DX AE S
trabajadores,t ɾ a b a x a d o ɾ e s,T DX AE B AE AE D OH DX EH S
trabajados,t ɾ a b a x a d o s,T DX AE B AE AE D OH S
trabajar,t ɾ a b a x a ɾ,T DX AE B AE AE DX
trabajo,t ɾ a b a x o,T DX AE B AE OH
traben,t ɾ a b e n,T DX AE B EH N
trabucada,t ɾ a b u k a d a,T DX AE B UW K AE D AE
trabucadas,t ɾ a b u k a d a s,T DX AE B UW K AE D AE S
trabucado,t ɾ a b u k a d o,T DX AE B UW K AE D OH
trabucados,t ɾ a b u k a d o s,T DX AE B UW K AE D OH S
trabucar,t ɾ a b u k a ɾ,T DX AE B UW K AE DX
trabuco,t ɾ a b u k o,T DX AE B UW K OH
trabécula,t ɾ a b e k u l a,T DX AE B EH K UW L AE
traductología,t ɾ a d u ɡ t o l o x i a,T DX AE D UW G T OH L OH IH AE
traductor,t ɾ a d u ɡ t o ɾ,T DX AE D UW G T OH DX
traduje,t ɾ a d u x e,T DX AE D UW EH
tradujimos,t ɾ a d u x i m o s,T DX AE D UW IH M OH S
tradujiste,t ɾ a d u x i s t e,T DX AE D UW IH S T EH
traer,t ɾ a e ɾ,T DX AE EH DX
trafalgar,t ɾ a f a l ɡ a ɾ,T DX AE F AE L G AE DX
traficada,t ɾ a f i k a d a,T DX AE F IH K AE D AE
traficadas,t ɾ a f i k a d a s,T DX AE F IH K AE D AE S
traficado,t ɾ a f i k a d o,T DX AE F IH K AE D OH
traficados,t ɾ a f i k a d o s,T DX AE F IH K AE D OH S
traficando,t ɾ a f i k a n d o,T DX AE F IH K AE N D OH
tragada,t ɾ a ɡ a d a,T DX AE G AE D AE
tragadas,t ɾ a ɡ a d a s,T DX AE G AE D AE S
tragaderas,t ɾ a ɡ a d e ɾ a s,T DX AE G AE D EH DX AE S
tragado,t ɾ a ɡ a d o,T DX AE G AE D OH
tragados,t ɾ a ɡ a d o s,T DX AE G AE D OH S
tragante,t ɾ a ɡ a n t e,T DX AE G AE N T EH
tragar,t ɾ a ɡ a ɾ,T DX AE G AE DX
tragarse,t ɾ a ɡ a r s e,T DX AE G AE R S EH
tragedia,t ɾ a x e d j a,T DX AE EH D Y AE
tragedias,t ɾ a x e d j a s,T DX AE EH D Y AE S
tragediógrafo,t ɾ a x e d j o ɡ ɾ a f o,T DX AE EH D Y OH G DX AE F OH
tragicómica,t ɾ a x i k o m i k a,T DX AE IH K OH M IH K AE
tragicómicas,t ɾ a x i k o m i k a s,T DX AE IH K OH M IH K AE S
tragicómico,t ɾ a x i k o m i k o,T DX AE IH K OH M IH K OH
tragicómicos,t ɾ a x i k o m i k o s,T DX AE IH K OH M IH K OH S
trago,t ɾ a ɡ o,T DX AE G OH
tragárselo,t ɾ a ɡ a r s e l o,T DX AE G AE R S EH L OH
tragón,t ɾ a ɡ o n,T DX AE G OH N
traidor,t ɾ a i d o ɾ,T DX AE IH D OH DX
traje,t ɾ a x e,T DX AE EH
trajinada,t ɾ a x i n a d a,T DX AE IH N AE D AE
trajinadas,t ɾ a x i n a d a s,T DX AE IH N AE D AE S
trajinado,t ɾ a x i n a d o,T DX AE IH N AE D OH
trajinados,t ɾ a x i n a d o s,T DX AE IH N AE D OH S
trajinar,t ɾ a x i n a ɾ,T DX AE IH N AE DX
trama,t ɾ a m a,T DX AE M AE
tramada,t ɾ a m a d a,T DX AE M AE D AE
tramadas,t ɾ a m a d a s,T DX AE M AE D AE S
tramado,t ɾ a m a d o,T DX AE M AE D OH
tramados,t ɾ a m a d o s,T DX AE M AE D OH S
tramamos,t ɾ a m a m o s,T DX AE M AE M OH S
tramboyo,t ɾ a m b o ɟ͡ʝ o,T DX AE M B OH OH
trames,t ɾ a m e s,T DX AE M EH S
tramitada,t ɾ a m i t a d a,T DX AE M IH T AE D AE
tramitadas,t ɾ a m i t a d a s,T DX AE M IH T AE D AE S
tramitado,t ɾ a m i t a d o,T DX AE M IH T AE D OH
tramitados,t ɾ a m i t a d o s,T DX AE M IH T AE D OH S
tramitar,t ɾ a m i t a ɾ,T DX AE M IH T AE DX
tramo,t ɾ a m o,T DX AE M OH
tramoya,t ɾ a m o ɟ͡ʝ a,T DX AE M OH AE
trampeada,t ɾ a m p e a d a,T DX AE M P EH AE D AE
trampeadas,t ɾ a m p e a d a s,T DX AE M P EH AE D AE S
trampeado,t ɾ a m p e a d o,T DX AE M P EH AE D OH
trampeados,t ɾ a m p e a d o s,T DX AE M P EH AE D OH S
trampolín,t ɾ a m p o l i n,T DX AE M P OH L IH N
tramposito,t ɾ a m p o s i t o,T DX AE M P OH S IH T OH
tranca,t ɾ a n k a,T DX AE N K AE
trancada,t ɾ a n k a d a,T DX AE N K AE D AE
trancadas,t ɾ a n k a d a s,T DX AE N K AE D AE S
trancado,t ɾ a n k a d o,T DX AE N K AE D OH
trancados,t ɾ a n k a d o s,T DX AE N K AE D OH S
trancamos,t ɾ a n k a m o s,T DX AE N K AE M OH S
trancando,t ɾ a n k a n d o,T DX AE N K AE N D OH
trancar,t ɾ a n k a ɾ,T DX AE N K AE DX
trancara,t ɾ a n k a ɾ a,T DX AE N K AE DX AE
trancaras,t ɾ a n k a ɾ a s,T DX AE N K AE DX AE S
trancareis,t ɾ a n k a ɾ e i s,T DX AE N K AE DX EH IH S
trancaremos,t ɾ a n k a ɾ e m o s,T DX AE N K AE DX EH M OH S
