word,ipa,ARPAbet
čepovec,t͡ʃ ɛ p o v ɛ t͡s,CH EH P OH V EH
čepu,t͡ʃ ɛ p u,CH EH P UW
čepy,t͡ʃ ɛ p ɪ,CH EH P IH
čepů,t͡ʃ ɛ p uː,CH EH P UW
čepům,t͡ʃ ɛ p uː m,CH EH P UW M
čermák,t͡ʃ ɛ r m aː k,CH EH R M AE K
čermáková,t͡ʃ ɛ r m aː k o v aː,CH EH R M AE K OH V AE
černidlo,t͡ʃ ɛ r ɲ ɪ d l o,CH EH R IH D L OH
černobyl,t͡ʃ ɛ r n o b ɪ l,CH EH R N OH B IH L
černobýl,t͡ʃ ɛ r n o b iː l,CH EH R N OH B IH L
černoch,t͡ʃ ɛ r n o x,CH EH R N OH
černohorec,t͡ʃ ɛ r n o ɦ o r ɛ t͡s,CH EH R N OH OH R EH
černohorka,t͡ʃ ɛ r n o ɦ o r k a,CH EH R N OH OH R K AE
černohorský,t͡ʃ ɛ r n o ɦ o r s k iː,CH EH R N OH OH R S K IH
černokněžník,t͡ʃ ɛ r n o k ɲ ɛ ʒ ɲ iː k,CH EH R N OH K EH ZH IH K
černopláštník,t͡ʃ ɛ r n o p l aː ʃ t ɲ iː k,CH EH R N OH P L AE SH T IH K
černou,t͡ʃ ɛ r n o u̯,CH EH R N OH W
černoušek,t ʃ ɛ r n o u ʃ ɛ k,T SH EH R N OH UW SH EH K
černovlasý,t͡ʃ ɛ r n o v l a s iː,CH EH R N OH V L AE S IH
černovír,t͡ʃ ɛ r n o v iː r,CH EH R N OH V IH R
černovíra,t͡ʃ ɛ r n o v iː r a,CH EH R N OH V IH R AE
černovírský,t͡ʃ ɛ r n o v iː r s k iː,CH EH R N OH V IH R S K IH
černovíru,t͡ʃ ɛ r n o v iː r u,CH EH R N OH V IH R UW
černovírští,t͡ʃ ɛ r n o v iː r ʃ c iː,CH EH R N OH V IH R SH IH
černovíře,t͡ʃ ɛ r n o v iː r̝ ɛ,CH EH R N OH V IH R EH
černozem,t͡ʃ ɛ r n o z ɛ m,CH EH R N OH Z EH M
černoška,t͡ʃ ɛ r n o ʃ k a,CH EH R N OH SH K AE
černošský,t͡ʃ ɛ r n o ʃ s k iː,CH EH R N OH SH S K IH
černá,t͡ʃ ɛ r n aː,CH EH R N AE
černé,t͡ʃ ɛ r n ɛː,CH EH R N EH
černém,t͡ʃ ɛ r n ɛː m,CH EH R N EH M
černí,t͡ʃ ɛ r ɲ iː,CH EH R IH
černý,t͡ʃ ɛ r n iː,CH EH R N IH
čerokéz,t͡ʃ ɛ r o k ɛː s,CH EH R OH K EH S
čerokí,t͡ʃ ɛ r o k iː,CH EH R OH K IH
čerpací,t͡ʃ ɛ r p a t͡s iː,CH EH R P AE IH
čerpadlo,t͡ʃ ɛ r p a d l o,CH EH R P AE D L OH
čerpat,t͡ʃ ɛ r p a t,CH EH R P AE T
čerstvost,t͡ʃ ɛ r s t v o s t,CH EH R S T V OH S T
čerstvý,t͡ʃ ɛ r s t v iː,CH EH R S T V IH
čert,t͡ʃ ɛ r t,CH EH R T
čerta,t͡ʃ ɛ r t a,CH EH R T AE
čerte,t͡ʃ ɛ r t ɛ,CH EH R T EH
čertech,t͡ʃ ɛ r t ɛ x,CH EH R T EH
čertem,t͡ʃ ɛ r t ɛ m,CH EH R T EH M
čerti,t͡ʃ ɛ r c ɪ,CH EH R IH
čertice,t͡ʃ ɛ r c ɪ t͡s ɛ,CH EH R IH EH
čertu,t͡ʃ ɛ r t u,CH EH R T UW
čerty,t͡ʃ ɛ r t ɪ,CH EH R T IH
čertí,t͡ʃ ɛ r c iː,CH EH R IH
čertík,t͡ʃ ɛ r c iː k,CH EH R IH K
čertů,t͡ʃ ɛ r t uː,CH EH R T UW
čertům,t͡ʃ ɛ r t uː m,CH EH R T UW M
čertův,t͡ʃ ɛ r t uː f,CH EH R T UW F
červ,t͡ʃ ɛ r f,CH EH R F
červa,t͡ʃ ɛ r v a,CH EH R V AE
červe,t͡ʃ ɛ r v ɛ,CH EH R V EH
červenat,t͡ʃ ɛ r v ɛ n a t,CH EH R V EH N AE T
červenavý,t͡ʃ ɛ r v ɛ n a v iː,CH EH R V EH N AE V IH
července,t͡ʃ ɛ r v ɛ n t͡s ɛ,CH EH R V EH N EH
červencový,t͡ʃ ɛ r v ɛ n t͡s o v iː,CH EH R V EH N OH V IH
červenka,t ʃ ɛ r v ɛ ŋ k a,T SH EH R V EH NG K AE
červená,t͡ʃ ɛ r v ɛ n aː,CH EH R V EH N AE
červené,t͡ʃ ɛ r v ɛ n ɛː,CH EH R V EH N EH
červený,t͡ʃ ɛ r v ɛ n iː,CH EH R V EH N IH
červeň,t͡ʃ ɛ r v ɛ ɲ,CH EH R V EH
červi,t͡ʃ ɛ r v ɪ,CH EH R V IH
červinka,t͡ʃ ɛ r v ɪ ŋ k a,CH EH R V IH NG K AE
červivý,t͡ʃ ɛ r v ɪ v iː,CH EH R V IH V IH
června,t͡ʃ ɛ r v n a,CH EH R V N AE
červnový,t͡ʃ ɛ r v n o v iː,CH EH R V N OH V IH
červotoč,t͡ʃ ɛ r v o t o t͡ʃ,CH EH R V OH T OH CH
červu,t͡ʃ ɛ r v u,CH EH R V UW
červánky,t͡ʃ ɛ r v aː ŋ k ɪ,CH EH R V AE NG K IH
červí,t͡ʃ ɛ r v iː,CH EH R V IH
červů,t͡ʃ ɛ r v uː,CH EH R V UW
červům,t͡ʃ ɛ r v uː m,CH EH R V UW M
čerň,t͡ʃ ɛ r ɲ,CH EH R
česat,t͡ʃ ɛ s a t,CH EH S AE T
českobudějovický,t͡ʃ ɛ s k o b u ɟ ɛ j o v ɪ t͡s k iː,CH EH S K OH B UW EH Y OH V IH K IH
českomoravský,t͡ʃ ɛ s k o m o r a f s k iː,CH EH S K OH M OH R AE F S K IH
československo,t͡ʃ ɛ s k o s l o v ɛ n s k o,CH EH S K OH S L OH V EH N S K OH
československý,t͡ʃ ɛ s k o s l o v ɛ n s k iː,CH EH S K OH S L OH V EH N S K IH
česky,t͡ʃ ɛ s k ɪ,CH EH S K IH
česnečka,t͡ʃ ɛ s n ɛ t͡ʃ k a,CH EH S N EH CH K AE
česno,t͡ʃ ɛ s n o,CH EH S N OH
čest,t͡ʃ ɛ s t,CH EH S T
čestmír,t͡ʃ ɛ s t m iː r,CH EH S T M IH R
čestný,t͡ʃ ɛ s t n iː,CH EH S T N IH
čestně,t͡ʃ ɛ s t ɲ ɛ,CH EH S T EH
čestněji,t͡ʃ ɛ s t ɲ ɛ j ɪ,CH EH S T EH Y IH
čet,t͡ʃ ɛ t,CH EH T
četa,t͡ʃ ɛ t a,CH EH T AE
četami,t͡ʃ ɛ t a m ɪ,CH EH T AE M IH
četař,t͡ʃ ɛ t a r̝̊,CH EH T AE R
četba,t͡ʃ ɛ d b a,CH EH D B AE
četl,t͡ʃ ɛ t l̩,CH EH T EL
četla,t͡ʃ ɛ t l a,CH EH T L AE
četli,t͡ʃ ɛ t l ɪ,CH EH T L IH
četlo,t͡ʃ ɛ t l o,CH EH T L OH
četly,t͡ʃ ɛ t l ɪ,CH EH T L IH
četnictvo,t͡ʃ ɛ t ɲ ɪ t͡s t v o,CH EH T IH T V OH
četnost,t͡ʃ ɛ t n o s t,CH EH T N OH S T
četní,t͡ʃ ɛ t ɲ iː,CH EH T IH
četník,t͡ʃ ɛ t ɲ iː k,CH EH T IH K
četný,t͡ʃ ɛ t n iː,CH EH T N IH
četo,t͡ʃ ɛ t o,CH EH T OH
četou,t͡ʃ ɛ t o u̯,CH EH T OH W
četu,t͡ʃ ɛ t u,CH EH T UW
čety,t͡ʃ ɛ t ɪ,CH EH T IH
četách,t͡ʃ ɛ t aː x,CH EH T AE
četám,t͡ʃ ɛ t aː m,CH EH T AE M
četě,t͡ʃ ɛ c ɛ,CH EH EH
čevabčiči,t͡ʃ ɛ v a p t͡ʃ ɪ t͡ʃ ɪ,CH EH V AE P CH IH CH IH
čevapčiči,t͡ʃ ɛ v a p t͡ʃ ɪ t͡ʃ ɪ,CH EH V AE P CH IH CH IH
čečen,t͡ʃ ɛ t͡ʃ ɛ n,CH EH CH EH N
čečenec,t͡ʃ ɛ t͡ʃ ɛ n ɛ t͡s,CH EH CH EH N EH
čečenka,t͡ʃ ɛ t͡ʃ ɛ ŋ k a,CH EH CH EH NG K AE
čečensko,t͡ʃ ɛ t͡ʃ ɛ n s k o,CH EH CH EH N S K OH
čečenský,t͡ʃ ɛ t͡ʃ ɛ n s k iː,CH EH CH EH N S K IH
čečenština,t͡ʃ ɛ t͡ʃ ɛ n ʃ c ɪ n a,CH EH CH EH N SH IH N AE
čečetka,t ʃ ɛ t ʃ ɛ t k a,T SH EH T SH EH T K AE
čečna,t͡ʃ ɛ t͡ʃ n a,CH EH CH N AE
češi,t͡ʃ ɛ ʃ ɪ,CH EH SH IH
češtinář,t͡ʃ ɛ ʃ c ɪ n aː r̝̊,CH EH SH IH N AE R
češích,t͡ʃ ɛ ʃ iː x,CH EH SH IH
či,t͡ʃ ɪ,CH IH
čich,t͡ʃ ɪ x,CH IH
čichový,t͡ʃ ɪ x o v iː,CH IH OH V IH
čichu,t͡ʃ ɪ x u,CH IH UW
čidlo,t͡ʃ ɪ d l o,CH IH D L OH
čifut,t͡ʃ ɪ f u t,CH IH F UW T
čihař,t͡ʃ ɪ ɦ a r̝̊,CH IH AE R
čili,t͡ʃ ɪ l ɪ,CH IH L IH
čilost,t͡ʃ ɪ l o s t,CH IH L OH S T
čilou,t͡ʃ ɪ l o u̯,CH IH L OH W
čilský,t͡ʃ ɪ l s k iː,CH IH L S K IH
čilá,t͡ʃ ɪ l aː,CH IH L AE
čilé,t͡ʃ ɪ l ɛː,CH IH L EH
čilém,t͡ʃ ɪ l ɛː m,CH IH L EH M
čilí,t͡ʃ ɪ l iː,CH IH L IH
čilý,t͡ʃ ɪ l iː,CH IH L IH
čin,t͡ʃ ɪ n,CH IH N
čina,t͡ʃ ɪ n a,CH IH N AE
čine,t͡ʃ ɪ n ɛ,CH IH N EH
činech,t͡ʃ ɪ n ɛ x,CH IH N EH
činem,t͡ʃ ɪ n ɛ m,CH IH N EH M
činidlo,t͡ʃ ɪ ɲ ɪ d l o,CH IH IH D L OH
činit,t͡ʃ ɪ ɲ ɪ t,CH IH IH T
činitel,t͡ʃ ɪ ɲ ɪ t ɛ l,CH IH IH T EH L
činka,t͡ʃ ɪ ŋ k a,CH IH NG K AE
činnost,t͡ʃ ɪ n o s t,CH IH N OH S T
činný,t͡ʃ ɪ n iː,CH IH N IH
činohra,t͡ʃ ɪ n o ɦ r a,CH IH N OH R AE
činorodý,t͡ʃ ɪ n o r o d iː,CH IH N OH R OH D IH
činu,t͡ʃ ɪ n u,CH IH N UW
činy,t͡ʃ ɪ n ɪ,CH IH N IH
činěnice,t͡ʃ ɪ ɲ ɛ ɲ ɪ t͡s ɛ,CH IH EH IH EH
činům,t͡ʃ ɪ n uː m,CH IH N UW M
činžák,t͡ʃ ɪ n ʒ aː k,CH IH N ZH AE K
čip,t͡ʃ ɪ p,CH IH P
čipový,t͡ʃ ɪ p o v iː,CH IH P OH V IH
čirok,t͡ʃ ɪ r o k,CH IH R OH K
čirá,t͡ʃ ɪ r aː,CH IH R AE
čiré,t͡ʃ ɪ r ɛː,CH IH R EH
čirý,t͡ʃ ɪ r iː,CH IH R IH
čistit,t͡ʃ ɪ s c ɪ t,CH IH S IH T
čistka,t͡ʃ ɪ s t k a,CH IH S T K AE
čistokrevný,t͡ʃ ɪ s t o k r ɛ v n iː,CH IH S T OH K R EH V N IH
čistota,t͡ʃ ɪ s t o t a,CH IH S T OH T AE
čistotnost,t͡ʃ ɪ s t o t n o s t,CH IH S T OH T N OH S T
čistotný,t͡ʃ ɪ s t o t n iː,CH IH S T OH T N IH
čita,t͡ʃ ɪ t a,CH IH T AE
čitatel,t͡ʃ ɪ t a t ɛ l,CH IH T AE T EH L
čitelnost,t͡ʃ ɪ t ɛ l n o s t,CH IH T EH L N OH S T
čitelný,t͡ʃ ɪ t ɛ l n iː,CH IH T EH L N IH
čivava,t͡ʃ ɪ v a v a,CH IH V AE V AE
čičinka,t͡ʃ ɪ t͡ʃ ɪ ŋ k a,CH IH CH IH NG K AE
čičmunda,t͡ʃ ɪ t͡ʃ m u n d a,CH IH CH M UW N D AE
čiří,t͡ʃ ɪ r̝ iː,CH IH R IH
člen,t͡ʃ l ɛ n,CH L EH N
členit,t͡ʃ l ɛ ɲ ɪ t,CH L EH IH T
členitost,t͡ʃ l ɛ ɲ ɪ t o s t,CH L EH IH T OH S T
členitý,t͡ʃ l ɛ ɲ ɪ t iː,CH L EH IH T IH
členka,t͡ʃ l ɛ ŋ k a,CH L EH NG K AE
členovec,t͡ʃ l ɛ n o v ɛ t͡s,CH L EH N OH V EH
členský,t͡ʃ l ɛ n s k iː,CH L EH N S K IH
členství,t͡ʃ l ɛ n s t v iː,CH L EH N S T V IH
členění,t͡ʃ l ɛ ɲ ɛ ɲ iː,CH L EH EH IH
človíček,t͡ʃ l o v iː t͡ʃ ɛ k,CH L OH V IH CH EH K
člověka,t͡ʃ l o v j ɛ k a,CH L OH V Y EH K AE
člověkem,t͡ʃ l o v j ɛ k ɛ m,CH L OH V Y EH K EH M
člověkohodina,t͡ʃ l o v j ɛ k o ɦ o ɟ ɪ n a,CH L OH V Y EH K OH OH IH N AE
člověkovi,t͡ʃ l o v j ɛ k o v ɪ,CH L OH V Y EH K OH V IH
člověku,t͡ʃ l o v j ɛ k u,CH L OH V Y EH K UW
člověkův,t͡ʃ l o v j ɛ k uː f,CH L OH V Y EH K UW F
člověče,t͡ʃ l o v j ɛ t͡ʃ ɛ,CH L OH V Y EH CH EH
člověčí,t͡ʃ l o v j ɛ t͡ʃ iː,CH L OH V Y EH CH IH
článeček,t͡ʃ l aː n ɛ t͡ʃ ɛ k,CH L AE N EH CH EH K
čmajznout,t͡ʃ m a j z n o u̯ t,CH M AE Y Z N OH W T
čmelák,t͡ʃ m ɛ l aː k,CH M EH L AE K
čmeláčí,t͡ʃ m ɛ l aː t͡ʃ iː,CH M EH L AE CH IH
čmáranice,t͡ʃ m aː r a ɲ ɪ t͡s ɛ,CH M AE R AE IH EH
čmýra,t͡ʃ m iː r a,CH M IH R AE
čni,t͡ʃ ɲ ɪ,CH IH
ční,t͡ʃ ɲ iː,CH IH
čníc,t͡ʃ ɲ iː t͡s,CH IH
čníce,t͡ʃ ɲ iː t͡s ɛ,CH IH EH
čním,t͡ʃ ɲ iː m,CH IH M
čníme,t͡ʃ ɲ iː m ɛ,CH IH M EH
čnít,t͡ʃ ɲ iː t,CH IH T
čníte,t͡ʃ ɲ iː t ɛ,CH IH T EH
čníš,t͡ʃ ɲ iː ʃ,CH IH SH
čně,t͡ʃ ɲ ɛ,CH EH
čněl,t͡ʃ ɲ ɛ l,CH EH L
čněme,t͡ʃ ɲ ɛ m ɛ,CH EH M EH
čněn,t͡ʃ ɲ ɛ n,CH EH N
čnět,t͡ʃ ɲ ɛ t,CH EH T
čněte,t͡ʃ ɲ ɛ t ɛ,CH EH T EH
čobol,t͡ʃ o b o l,CH OH B OH L
čobolák,t͡ʃ o b o l aː k,CH OH B OH L AE K
čochtan,t͡ʃ o x t a n,CH OH T AE N
čoklí,t͡ʃ o k l iː,CH OH K L IH
čokoládka,t͡ʃ o k o l aː t k a,CH OH K OH L AE T K AE
čokoládovna,t͡ʃ o k o l aː d o v n a,CH OH K OH L AE D OH V N AE
čokoládový,t͡ʃ o k o l aː d o v iː,CH OH K OH L AE D OH V IH
čop,t͡ʃ o p,CH OH P
čočka,t͡ʃ o t͡ʃ k a,CH OH CH K AE
čpavek,t͡ʃ p a v ɛ k,CH P AE V EH K
čpět,t͡ʃ p j ɛ t,CH P Y EH T
črt,t͡ʃ r̩ t,CH R T
črta,t͡ʃ r̩ t a,CH R T AE
črtami,t͡ʃ r̩ t a m ɪ,CH R T AE M IH
črto,t͡ʃ r̩ t o,CH R T OH
črtou,t͡ʃ r̩ t o u̯,CH R T OH W
črtu,t͡ʃ r̩ t u,CH R T UW
črty,t͡ʃ r̩ t ɪ,CH R T IH
črtá,t͡ʃ r̩ t aː,CH R T AE
črtách,t͡ʃ r̩ t aː x,CH R T AE
črtám,t͡ʃ r̩ t aː m,CH R T AE M
črtě,t͡ʃ r̩ c ɛ,CH R EH
čta,t͡ʃ t a,CH T AE
čte,t͡ʃ t ɛ,CH T EH
čteme,t͡ʃ t ɛ m ɛ,CH T EH M EH
čten,t͡ʃ t ɛ n,CH T EH N
čtena,t͡ʃ t ɛ n a,CH T EH N AE
čteno,t͡ʃ t ɛ n o,CH T EH N OH
čtenář,t͡ʃ t ɛ n aː r̝̊,CH T EH N AE R
čtenářka,t͡ʃ t ɛ n aː r̝̊ k a,CH T EH N AE R K AE
čtení,t͡ʃ t ɛ ɲ iː,CH T EH IH
čtete,t͡ʃ t ɛ t ɛ,CH T EH T EH
čtečka,t͡ʃ t ɛ t͡ʃ k a,CH T EH CH K AE
čteš,t͡ʃ t ɛ ʃ,CH T EH SH
čti,t͡ʃ c ɪ,CH IH
čtivost,t͡ʃ c ɪ v o s t,CH IH V OH S T
čtivý,t͡ʃ c ɪ v iː,CH IH V IH
čtou,t͡ʃ t o u̯,CH T OH W
čtouc,t͡ʃ t o u̯ t͡s,CH T OH W
čtouce,t͡ʃ t o u̯ t͡s ɛ,CH T OH W EH
čtrnáctideník,t͡ʃ t r̩ n aː t͡s c ɪ d ɛ ɲ iː k,CH T R N AE IH D EH IH K
čtrnáctiletý,t͡ʃ t r̩ n aː t͡s c ɪ l ɛ t iː,CH T R N AE IH L EH T IH
čtrnáctiprocentní,t͡ʃ t r̩ n aː t͡s c ɪ p r o t͡s ɛ n t ɲ iː,CH T R N AE IH P R OH EH N T IH
čtrnáctkrát,t͡ʃ t r̩ n aː t͡s t k r aː t,CH T R N AE T K R AE T
čtu,t͡ʃ t u,CH T UW
čtvercový,t͡ʃ t v ɛ r t͡s o v iː,CH T V EH R OH V IH
čtverec,t͡ʃ t v ɛ r ɛ t͡s,CH T V EH R EH
čtvero,t͡ʃ t v ɛ r o,CH T V EH R OH
čtvery,t͡ʃ t v ɛ r ɪ,CH T V EH R IH
čtvrtek,t͡ʃ t v r̩ t ɛ k,CH T V R T EH K
čtvrteční,t͡ʃ t v r̩ t ɛ t͡ʃ ɲ iː,CH T V R T EH CH IH
čtvrtfinále,t͡ʃ t v r̩ t f ɪ n aː l ɛ,CH T V R T F IH N AE L EH
čtvrtina,t͡ʃ t v r̩ c ɪ n a,CH T V R IH N AE
čtvrtka,t͡ʃ t v r̩ t k a,CH T V R T K AE
čtvrť,t͡ʃ t v r̩ c,CH T V R
čtyrák,t͡ʃ t ɪ r aː k,CH T IH R AE K
čtyřicetina,t͡ʃ t ɪ r̝ ɪ t͡s ɛ c ɪ n a,CH T IH R IH EH IH N AE
čtyřicátý,t͡ʃ t ɪ r̝ ɪ t͡s aː t iː,CH T IH R IH AE T IH
čtyřlístek,t͡ʃ t ɪ r̝ l iː s t ɛ k,CH T IH R L IH S T EH K
čtyřma,t͡ʃ t ɪ r̝ m a,CH T IH R M AE
čtyřmocný,t͡ʃ t ɪ r̝ m o t͡s n iː,CH T IH R M OH N IH
čtyřpětinový,t͡ʃ t ɪ r̝̊ p j ɛ c ɪ n o v iː,CH T IH R P Y EH IH N OH V IH
čtyřslabičný,t͡ʃ t ɪ r̝̊ s l a b ɪ t͡ʃ n iː,CH T IH R S L AE B IH CH N IH
čtyřstý,t͡ʃ t ɪ r̝̊ s t iː,CH T IH R S T IH
čtyřstěn,t͡ʃ t ɪ r̝̊ s c ɛ n,CH T IH R S EH N
čtyřverší,t͡ʃ t ɪ r̝ v ɛ r ʃ iː,CH T IH R V EH R SH IH
čtyřúhelník,t͡ʃ t ɪ r̝ uː ɦ ɛ l ɲ iː k,CH T IH R UW EH L IH K
čuba,t͡ʃ u b a,CH UW B AE
čubka,t͡ʃ u p k a,CH UW P K AE
čubčí,t͡ʃ u p t͡ʃ iː,CH UW P CH IH
čuchat,t͡ʃ u x a t,CH UW AE T
čukotka,t͡ʃ u k o t k a,CH UW K OH T K AE
čukotský,t͡ʃ u k o t s k iː,CH UW K OH T S K IH
čukotština,t͡ʃ u k o t ʃ c ɪ n a,CH UW K OH T SH IH N AE
čumák,t͡ʃ u m aː k,CH UW M AE K
čumět,t͡ʃ u m ɲ ɛ t,CH UW M EH T
čuník,t͡ʃ u ɲ iː k,CH UW IH K
čuně,t͡ʃ u ɲ ɛ,CH UW EH
čurat,t͡ʃ u r a t,CH UW R AE T
čurbes,t͡ʃ u r b ɛ s,CH UW R B EH S
čurák,t͡ʃ u r aː k,CH UW R AE K
čuránky,t͡ʃ u r aː ŋ k ɪ,CH UW R AE NG K IH
čuráček,t͡ʃ u r aː t͡ʃ ɛ k,CH UW R AE CH EH K
čus,t͡ʃ u s,CH UW S
čuvašský,t͡ʃ u v a ʃ s k iː,CH UW V AE SH S K IH
čádor,t͡ʃ aː d o r,CH AE D OH R
čágo,t͡ʃ aː ɡ o,CH AE G OH
čápice,t͡ʃ aː p ɪ t͡s ɛ,CH AE P IH EH
čárami,t͡ʃ aː r a m ɪ,CH AE R AE M IH
čárech,t͡ʃ aː r ɛ x,CH AE R EH
čáro,t͡ʃ aː r o,CH AE R OH
čárou,t͡ʃ aː r o u̯,CH AE R OH W
čáru,t͡ʃ aː r u,CH AE R UW
čáry,t͡ʃ aː r ɪ,CH AE R IH
čárách,t͡ʃ aː r aː x,CH AE R AE
čárám,t͡ʃ aː r aː m,CH AE R AE M
čárů,t͡ʃ aː r uː,CH AE R UW
čárům,t͡ʃ aː r uː m,CH AE R UW M
část,t͡ʃ aː s t,CH AE S T
částečný,t͡ʃ aː s t ɛ t͡ʃ n iː,CH AE S T EH CH N IH
částečně,t͡ʃ aː s t ɛ t͡ʃ ɲ ɛ,CH AE S T EH CH EH
části,t͡ʃ aː s c ɪ,CH AE S IH
částice,t͡ʃ aː s c ɪ t͡s ɛ,CH AE S IH EH
částicový,t͡ʃ aː s c ɪ t͡s o v iː,CH AE S IH OH V IH
částka,t͡ʃ aː s t k a,CH AE S T K AE
částí,t͡ʃ aː s c iː,CH AE S IH
čáře,t͡ʃ aː r̝ ɛ,CH AE R EH
číhaná,t͡ʃ iː ɦ a n aː,CH IH AE N AE
číhat,t͡ʃ iː ɦ a t,CH IH AE T
čím,t͡ʃ iː m,CH IH M
čína,t͡ʃ iː n a,CH IH N AE
čínský,t͡ʃ iː n s k iː,CH IH N S K IH
čínština,t͡ʃ iː n ʃ c ɪ n a,CH IH N SH IH N AE
čípek,t͡ʃ iː p ɛ k,CH IH P EH K
čírka,t͡ʃ iː r k a,CH IH R K AE
čísel,t͡ʃ iː s ɛ l,CH IH S EH L
číselník,t͡ʃ iː s ɛ l ɲ iː k,CH IH S EH L IH K
číselný,t͡ʃ iː s ɛ l n iː,CH IH S EH L N IH
čísla,t͡ʃ iː s l a,CH IH S L AE
čísle,t͡ʃ iː s l ɛ,CH IH S L EH
číslech,t͡ʃ iː s l ɛ x,CH IH S L EH
číslice,t͡ʃ iː s l ɪ t͡s ɛ,CH IH S L IH EH
číslicový,t͡ʃ iː s l ɪ t͡s o v iː,CH IH S L IH OH V IH
číslovaný,t͡ʃ iː s l o v a n iː,CH IH S L OH V AE N IH
číslovat,t͡ʃ iː s l o v a t,CH IH S L OH V AE T
číslovka,t͡ʃ iː s l o f k a,CH IH S L OH F K AE
číslovky,t͡ʃ iː s l o f k ɪ,CH IH S L OH F K IH
číslu,t͡ʃ iː s l u,CH IH S L UW
čísly,t͡ʃ iː s l ɪ,CH IH S L IH
číslům,t͡ʃ iː s l uː m,CH IH S L UW M
čítanka,t͡ʃ iː t a ŋ k a,CH IH T AE NG K AE
čítankový,t͡ʃ iː t a ŋ k o v iː,CH IH T AE NG K OH V IH
čítat,t͡ʃ iː t a t,CH IH T AE T
čítač,t͡ʃ iː t a t͡ʃ,CH IH T AE CH
čítárna,t͡ʃ iː t aː r n a,CH IH T AE R N AE
číča,t͡ʃ iː t͡ʃ a,CH IH CH AE
číňan,t͡ʃ iː ɲ a n,CH IH AE N
číňanka,t͡ʃ iː ɲ a ŋ k a,CH IH AE NG K AE
číše,t͡ʃ iː ʃ ɛ,CH IH SH EH
číšnice,t͡ʃ iː ʃ ɲ ɪ t͡s ɛ,CH IH SH IH EH
číž,t͡ʃ iː ʃ,CH IH SH
čížek,t͡ʃ iː ʒ ɛ k,CH IH ZH EH K
čórnout,t͡ʃ oː r n o u̯ t,CH OH R N OH W T
čůrat,t͡ʃ uː r a t,CH UW R AE T
ďas,ɟ a s,AE S
ďasa,ɟ a s a,AE S AE
ďase,ɟ a s ɛ,AE S EH
ďasech,ɟ a s ɛ x,AE S EH
ďasem,ɟ a s ɛ m,AE S EH M
ďasi,ɟ a s ɪ,AE S IH
ďasovi,ɟ a s o v ɪ,AE S OH V IH
ďasové,ɟ a s o v ɛː,AE S OH V EH
ďasu,ɟ a s u,AE S UW
ďasy,ɟ a s ɪ,AE S IH
ďasů,ɟ a s uː,AE S UW
ďasům,ɟ a s uː m,AE S UW M
ďoura,ɟ o u̯ r a,OH W R AE
ďábelský,ɟ aː b ɛ l s k iː,AE B EH L S K IH
ďáblice,ɟ aː b l ɪ t͡s ɛ,AE B L IH EH
ďáblí,ɟ aː b l iː,AE B L IH
ďáblův,ɟ aː b l uː f,AE B L UW F
ě,j ɛ,Y EH
ňamina,ɲ a m ɪ n a,AE M IH N AE
řach,r̝ a x,R AE
řad,r̝ a t,R AE T
řadit,r̝ a ɟ ɪ t,R AE IH T
řadič,r̝ a ɟ ɪ t͡ʃ,R AE IH CH
řado,r̝ a d o,R AE D OH
řadová,r̝ a d o v aː,R AE D OH V AE
řadový,r̝ a d o v iː,R AE D OH V IH
řadu,r̝ a d u,R AE D UW
řady,r̝ a d ɪ,R AE D IH
řadách,r̝ a d aː x,R AE D AE
řadí,r̝ a ɟ iː,R AE IH
řadíc,r̝ a ɟ iː t͡s,R AE IH
řadíce,r̝ a ɟ iː t͡s ɛ,R AE IH EH
řadím,r̝ a ɟ iː m,R AE IH M
řadíme,r̝ a ɟ iː m ɛ,R AE IH M EH
řadíte,r̝ a ɟ iː t ɛ,R AE IH T EH
řadíš,r̝ a ɟ iː ʃ,R AE IH SH
řadě,r̝ a ɟ ɛ,R AE EH
řapík,r̝ a p iː k,R AE P IH K
řasa,r̝ a s a,R AE S AE
řasenka,r̝ a s ɛ ŋ k a,R AE S EH NG K AE
řasinka,r̝ a s ɪ ŋ k a,R AE S IH NG K AE
řebříček,r̝ ɛ b r̝ iː t͡ʃ ɛ k,R EH B R IH CH EH K
řecko,r̝ ɛ t͡s k o,R EH K OH
řeckořímský,r̝ ɛ t͡s k o r̝ iː m s k iː,R EH K OH R IH M S K IH
řecká,r̝ ɛ t͡s k aː,R EH K AE
řecký,r̝ ɛ t͡s k iː,R EH K IH
ředidlo,r̝ ɛ ɟ ɪ d l o,R EH IH D L OH
ředit,r̝ ɛ ɟ ɪ t,R EH IH T
ředitelka,r̝ ɛ ɟ ɪ t ɛ l k a,R EH IH T EH L K AE
ředitelný,r̝ ɛ ɟ ɪ t ɛ l n iː,R EH IH T EH L N IH
ředitelský,r̝ ɛ ɟ ɪ t ɛ l s k iː,R EH IH T EH L S K IH
ředitelství,r̝ ɛ ɟ ɪ t ɛ l s t v iː,R EH IH T EH L S T V IH
ředitelčin,r̝ ɛ ɟ ɪ t ɛ l t͡ʃ ɪ n,R EH IH T EH L CH IH N
ředitelův,r̝ ɛ ɟ ɪ t ɛ l uː f,R EH IH T EH L UW F
ředkev,r̝ ɛ t k ɛ f,R EH T K EH F
