word,ipa,ARPAbet
päällyshousut,p æː lː y s h o u̯ s u t,P L S HH OH W S UW T
päällyskasvi,p æː lː y s k ɑ s ʋ i,P L S K AA S IH
päällystakki,p æː lː y s t ɑ kː i,P L S T AA K IH
päällystä,p æː lː y s t æ,P L S T
päällystä,p æː lː y s t æˣ,P L S T
päällystäminen,p æː lː y s t æ m i n e n,P L S T M IH N EH N
päällysvaate,p æː lː y s ʋ ɑː t eˣ,P L S AA T EH
päällä,p æː lː æ,P L
päälläpäin,p æː lː æ p æ i̯ n,P L P IH N
päälläseisonta,p æː lː æ s e i̯ s o n t ɑ,P L S EH IH S OH N T AA
päältä,p æː l t æ,P L T
päältäpäin,p æː l t æ p æ i̯ n,P L T P IH N
pääluettelo,p æː l u e tː e l o,P L UW EH T EH L OH
pääluku,p æː l u k u,P L UW K UW
pääluottamusmies,p æː l u o̯ tː ɑ m u s m i e̯ s,P L UW OH T AA M UW S M IH EH S
pääläri,p æː l æ r i,P L R IH
päämies,p æː m i e̯ s,P M IH EH S
päämineraali,p æː m i n e r ɑː l i,P M IH N EH R AA L IH
pääministerikausi,p æː m i n i s t e r i k ɑ u̯ s i,P M IH N IH S T EH R IH K AA W S IH
pääministeriys,p æː m i n i s t e r i y s,P M IH N IH S T EH R IH S
päämäärä,p æː m æː r æ,P M R
päämäärähakuinen,p æː m æː r æ h ɑ k u i̯ n e n,P M R HH AA K UW IH N EH N
päämäärähakuisuus,p æː m æː r æ h ɑ k u i̯ s uː s,P M R HH AA K UW IH S UW S
päämäärätietoinen,p æː m æː r æ t i e̯ t o i̯ n e n,P M R T IH EH T OH IH N EH N
päämäärättömästi,p æː m æː r æ tː ø m æ s t iˣ,P M R T M S T IH
päämäärätön,p æː m æː r æ t ø n,P M R T N
päänalunen,p æː n ɑ l u n e n,P N AA L UW N EH N
päänalus,p æː n ɑ l u s,P N AA L UW S
päänaluslauta,p æː n ɑ l u s l ɑ u̯ t ɑ,P N AA L UW S L AA W T AA
päänalusta,p æː n ɑ l u s t ɑ,P N AA L UW S T AA
päänauha,p æː n ɑ u̯ h ɑ,P N AA W HH AA
päänavaaja,p æː n ɑ ʋ ɑː j ɑ,P N AA AA Y AA
päänkoriste,p æː n k o r i s t eˣ,P N K OH R IH S T EH
päänmitta,p æː n m i tː ɑ,P N M IH T AA
päänmuoto,p æː n m u o̯ t o,P N M UW OH T OH
päänmyötäinen,p æː n m y ø̯ t æ i̯ n e n,P N M T IH N EH N
päännyökkäys,p æː n n y ø̯ kː æ y s,P N N K S
päännyökkääjälihas,p æː n n y ø̯ kː æː j æ l i h ɑ s,P N N K Y L IH HH AA S
päännyökähdys,p æː n n y ø̯ k æ h d y s,P N N K HH D S
päännyökäytys,p æː n n y ø̯ k æ y t y s,P N N K T S
päänormaali,p æː n o r m ɑː l i,P N OH R M AA L IH
päänpudistus,p æː n p u d i s t u s,P N P UW D IH S T UW S
päänpuoleinen,p æː n p u o̯ l e i̯ n e n,P N P UW OH L EH IH N EH N
päänpuoli,p æː n p u o̯ l i,P N P UW OH L IH
päänpyöritys,p æː n p y ø̯ r i t y s,P N P R IH T S
päänsilitys,p æː n s i l i t y s,P N S IH L IH T S
päänsuojain,p æː n s u o̯ j ɑ i̯ n,P N S UW OH Y AA IH N
päänsuojus,p æː n s u o̯ j u s,P N S UW OH Y UW S
päänsärky,p æː n s æ r k y,P N S R K
päänsärkylääke,p æː n s æ r k y l æː k eˣ,P N S R K L K EH
päänsärkypulveri,p æː n s æ r k y p u l ʋ e r i,P N S R K P UW L EH R IH
päänsärkytabletti,p æː n s æ r k y t ɑ b l e tː i,P N S R K T AA B L EH T IH
päänuppi,p æː n u pː i,P N UW P IH
päänvaiva,p æː n ʋ ɑ i̯ ʋ ɑ,P N AA IH AA
pääomaköyhä,p æː o m ɑ k ø y̯ h æ,P OH M AA K HH
pääomalaina,p æː o m ɑ l ɑ i̯ n ɑ,P OH M AA L AA IH N AA
pääomamarkkinat,p æː o m ɑ m ɑ r kː i n ɑ t,P OH M AA M AA R K IH N AA T
pääomasijoittaja,p æː o m ɑ s i j o i̯ tː ɑ j ɑ,P OH M AA S IH Y OH IH T AA Y AA
pääomavaltaistua,p æː o m ɑ ʋ ɑ l t ɑ i̯ s t u ɑˣ,P OH M AA AA L T AA IH S T UW AA
pääomavaltaisuus,p æː o m ɑ ʋ ɑ l t ɑ i̯ s uː s,P OH M AA AA L T AA IH S UW S
pääomittaa,p æː o m i tː ɑːˣ,P OH M IH T AA
pääosa,p æː o s ɑ,P OH S AA
pääpainollinen,p æː p ɑ i̯ n o lː i n e n,P P AA IH N OH L IH N EH N
pääpiirteinen,p æː p iː r t e i̯ n e n,P P IH R T EH IH N EH N
pääpiirteisesti,p æː p iː r t e i̯ s e s t iˣ,P P IH R T EH IH S EH S T IH
pääpiirteittäin,p æː p iː r t e i̯ tː æ i̯ n,P P IH R T EH IH T IH N
pääpiirteittäinen,p æː p iː r t e i̯ tː æ i̯ n e n,P P IH R T EH IH T IH N EH N
pääpolynomi,p æː p o l y n o m i,P P OH L N OH M IH
pääpotti,p æː p o tː i,P P OH T IH
pääpukari,p æː p u k ɑ r i,P P UW K AA R IH
pääpuoli,p æː p u o̯ l i,P P UW OH L IH
päärmätä,p æː r m æ t æˣ,P R M T
päärynä,p æː r y n æ,P R N
päärynäinen,p æː r y n æ i̯ n e n,P R N IH N EH N
päärynäjäätelö,p æː r y n æ j æː t e l ø,P R N Y T EH L
päärynälihavuus,p æː r y n æ l i h ɑ ʋ uː s,P R N L IH HH AA UW S
päärynämeloni,p æː r y n æ m e l o n i,P R N M EH L OH N IH
päärynäpallo,p æː r y n æ p ɑ lː o,P R N P AA L OH
päärynävartalo,p æː r y n æ ʋ ɑ r t ɑ l o,P R N AA R T AA L OH
pääseminen,p æː s e m i n e n,P S EH M IH N EH N
pääsemätön,p æː s e m æ t ø n,P S EH M T N
pääsivu,p æː s i ʋ u,P S IH UW
pääsiäinen,p æː s i æ i̯ n e n,P S IH IH N EH N
pääsiäisaamu,p æː s i æ i̯ s ɑː m u,P S IH IH S AA M UW
pääsiäisaatto,p æː s i æ i̯ s ɑː tː o,P S IH IH S AA T OH
pääsiäisateria,p æː s i æ i̯ s ɑ t e r i ɑ,P S IH IH S AA T EH R IH AA
pääsiäisjuhla,p æː s i æ i̯ s j u h l ɑ,P S IH IH S Y UW HH L AA
pääsiäiskakku,p æː s i æ i̯ s k ɑ kː u,P S IH IH S K AA K UW
pääsiäiskirkko,p æː s i æ i̯ s k i r kː o,P S IH IH S K IH R K OH
pääsiäiskokko,p æː s i æ i̯ s k o kː o,P S IH IH S K OH K OH
pääsiäiskoriste,p æː s i æ i̯ s k o r i s t eˣ,P S IH IH S K OH R IH S T EH
pääsiäiskortti,p æː s i æ i̯ s k o r tː i,P S IH IH S K OH R T IH
pääsiäislammas,p æː s i æ i̯ s l ɑ mː ɑ s,P S IH IH S L AA M AA S
pääsiäislauantai,p æː s i æ i̯ s l ɑ u̯ ɑ n t ɑ i̯,P S IH IH S L AA W AA N T AA IH
pääsiäislilja,p æː s i æ i̯ s l i l j ɑ,P S IH IH S L IH L Y AA
pääsiäisloma,p æː s i æ i̯ s l o m ɑ,P S IH IH S L OH M AA
pääsiäismaanantai,p æː s i æ i̯ s m ɑː n ɑ n t ɑ i̯,P S IH IH S M AA N AA N T AA IH
pääsiäismessu,p æː s i æ i̯ s m e sː u,P S IH IH S M EH S UW
pääsiäisnoita,p æː s i æ i̯ s n o i̯ t ɑ,P S IH IH S N OH IH T AA
pääsiäispyhä,p æː s i æ i̯ s p y h æ,P S IH IH S P HH
pääsiäispäivä,p æː s i æ i̯ s p æ i̯ ʋ æ,P S IH IH S P IH
pääsiäispöytä,p æː s i æ i̯ s p ø y̯ t æ,P S IH IH S P T
pääsiäisruoka,p æː s i æ i̯ s r u o̯ k ɑ,P S IH IH S R UW OH K AA
pääsiäistipu,p æː s i æ i̯ s t i p u,P S IH IH S T IH P UW
pääsiäisviikko,p æː s i æ i̯ s ʋ iː kː o,P S IH IH S IH K OH
pääsiäisyö,p æː s i æ i̯ s y ø̯,P S IH IH S
pääsky,p æː s k y,P S K
päästellä,p æː s t e lː æˣ,P S T EH L
päästely,p æː s t e l y,P S T EH L
päästä,p æː s t æ,P S T
päästä,p æː s t æˣ,P S T
päästäinen,p æː s t æ i̯ n e n,P S T IH N EH N
päästäminen,p æː s t æ m i n e n,P S T M IH N EH N
päästävedettävä,p æː s t æ ʋ e d e tː æ ʋ æ,P S T EH D EH T
päästää,p æː s t æːˣ,P S T
päästö,p æː s t ø,P S T
päästökauppa,p æː s t ø k ɑ u̯ pː ɑ,P S T K AA W P AA
päästöoikeus,p æː s t ø o i̯ k e u s,P S T OH IH K EH UW S
päästöskenaario,p æː s t ø s k e n ɑː r i o,P S T S K EH N AA R IH OH
päästösuunta,p æː s t ø s uː n t ɑ,P S T S UW N T AA
päästövähennysyksikkö,p æː s t ø ʋ æ h e nː y s y k s i kː ø,P S T HH EH N S K S IH K
pääsuunnittelija,p æː s uː nː i tː e l i j ɑ,P S UW N IH T EH L IH Y AA
pääsylipputulot,p æː s y l i pː u t u l o t,P S L IH P UW T UW L OH T
pääsylista,p æː s y l i s t ɑ,P S L IH S T AA
pääsymaksu,p æː s y m ɑ k s u,P S M AA K S UW
pääsytie,p æː s y t i e̯,P S T IH EH
pääsyy,p æː s yː,P S
pääsääntö,p æː s æː n t ø,P S N T
päätarkoitus,p æː t ɑ r k o i̯ t u s,P T AA R K OH IH T UW S
päätaulu,p æː t ɑ u̯ l u,P T AA W L UW
päätavoite,p æː t ɑ ʋ o i̯ t eˣ,P T AA OH IH T EH
pääte,p æː t eˣ,P T EH
päätehakkuu,p æː t eˣ h ɑ kː uː,P T EH HH AA K UW
päätellä,p æː t e lː æˣ,P T EH L
päätemoreeni,p æː t eˣ m o r eː n i,P T EH M OH R EH N IH
päätepuskin,p æː t eˣ p u s k i n,P T EH P UW S K IH N
päätesolmu,p æː t eˣ s o l m u,P T EH S OH L M UW
päätetyö,p æː t eˣ t y ø̯,P T EH T
päätevastus,p æː t eˣ ʋ ɑ s t u s,P T EH AA S T UW S
päätoimisuus,p æː t o i̯ m i s uː s,P T OH IH M IH S UW S
päätoimittaja,p æː t o i̯ m i tː ɑ j ɑ,P T OH IH M IH T AA Y AA
päätteellinen,p æː tː eː lː i n e n,P T EH L IH N EH N
päätteetön,p æː tː eː t ø n,P T EH T N
päätteleminen,p æː tː e l e m i n e n,P T EH L EH M IH N EH N
päättymisajankohta,p æː tː y m i s ɑ j ɑ n k o h t ɑ,P T M IH S AA Y AA N K OH HH T AA
päättymishetki,p æː tː y m i s h e t k i,P T M IH S HH EH T K IH
päättymispäivämäärä,p æː tː y m i s p æ i̯ ʋ æ m æː r æ,P T M IH S P IH M R
päättyvä,p æː tː y ʋ æ,P T
päättyä,p æː tː y æˣ,P T
päättäminen,p æː tː æ m i n e n,P T M IH N EH N
päättämättömyys,p æː tː æ m æ tː ø m yː s,P T M T M S
päättäri,p æː tː æ r i,P T R IH
päättävyys,p æː tː æ ʋ yː s,P T S
päättävä,p æː tː æ ʋ æ,P T
päättävästi,p æː tː æ ʋ æ s t iˣ,P T S T IH
päättää,p æː tː æːˣ,P T
päättöparinen,p æː tː ø p ɑ r i n e n,P T P AA R IH N EH N
päättötodistus,p æː tː ø t o d i s t u s,P T T OH D IH S T UW S
päätuomari,p æː t u o̯ m ɑ r i,P T UW OH M AA R IH
pääty,p æː t y,P T
pääty,p æː t yˣ,P T
päätyminen,p æː t y m i n e n,P T M IH N EH N
päätyraja,p æː t y r ɑ j ɑ,P T R AA Y AA
päätyyppi,p æː t yː pː i,P T P IH
päätyä,p æː t y æ,P T
päätyä,p æː t y æˣ,P T
päätyö,p æː t y ø̯,P T
päätähti,p æː t æ h t i,P T HH T IH
päätähuimaava,p æː t æ h u i̯ m ɑː ʋ ɑ,P T HH UW IH M AA AA
päätäntäelin,p æː t æ n t æ e l i n,P T N T EH L IH N
päätäntävalta,p æː t æ n t æ ʋ ɑ l t ɑ,P T N T AA L T AA
päätäntö,p æː t æ n t ø,P T N T
päätäpahkainen,p æː t æ p ɑ h k ɑ i̯ n e n,P T P AA HH K AA IH N EH N
päätös,p æː t ø s,P T S
päätösesitys,p æː t ø s e s i t y s,P T S EH S IH T S
päätösongelma,p æː t ø s o ŋː e l m ɑ,P T S OH NG EH L M AA
päätössanat,p æː t ø s s ɑ n ɑ t,P T S S AA N AA T
päätösvallaton,p æː t ø s ʋ ɑ lː ɑ t o n,P T S AA L AA T OH N
päätösvaltaisuus,p æː t ø s ʋ ɑ l t ɑ i̯ s uː s,P T S AA L T AA IH S UW S
päätösviiva,p æː t ø s ʋ iː ʋ ɑ,P T S IH AA
päävamma,p æː ʋ ɑ mː ɑ,P AA M AA
pääverbi,p æː ʋ e r b i,P EH R B IH
päävirta,p æː ʋ i r t ɑ,P IH R T AA
päävoitto,p æː ʋ o i̯ tː o,P OH IH T OH
pöh,p ø h,P HH
pöhlö,p ø h l ø,P HH L
pöhnä,p ø h n æ,P HH N
pöhnäinen,p ø h n æ i̯ n e n,P HH N IH N EH N
pöhö,p ø h ø,P HH
pöhöinen,p ø h ø i̯ n e n,P HH IH N EH N
pöhöttymä,p ø h ø tː y m æ,P HH T M
pöhöttäminen,p ø h ø tː æ m i n e n,P HH T M IH N EH N
pöhöttää,p ø h ø tː æːˣ,P HH T
pökerryksiin,p ø k e rː y k s iː n,P K EH R K S IH N
pökerryksistä,p ø k e rː y k s i s t æ,P K EH R K S IH S T
pökertyä,p ø k e r t y æˣ,P K EH R T
pökkelö,p ø kː e l ø,P K EH L
pökkiminen,p ø kː i m i n e n,P K IH M IH N EH N
pökkiä,p ø kː i æˣ,P K IH
pökät,p ø k æ t,P K T
pökätä,p ø k æ t æˣ,P K T
pölhö,p ø l h ø,P L HH
pölistä,p ø l i s t æˣ,P L IH S T
pölkkypäinen,p ø l kː y p æ i̯ n e n,P L K P IH N EH N
pölkkytuoli,p ø l kː y t u o̯ l i,P L K T UW OH L IH
pölkyttää,p ø l k y tː æːˣ,P L K T
pölli,p ø lː i,P L IH
pölli,p ø lː iˣ,P L IH
pölliminen,p ø lː i m i n e n,P L IH M IH N EH N
pölliä,p ø lː i æ,P L IH
pölliä,p ø lː i æˣ,P L IH
pölly,p ø lː y,P L
pöllytellä,p ø lː y t e lː æˣ,P L T EH L
pöllyttäminen,p ø lː y tː æ m i n e n,P L T M IH N EH N
pöllyttää,p ø lː y tː æːˣ,P L T
pöllytä,p ø lː y t æˣ,P L T
pöllyäminen,p ø lː y æ m i n e n,P L M IH N EH N
pöllähdellä,p ø lː æ h d e lː æˣ,P L HH D EH L
pöllähtää,p ø lː æ h t æːˣ,P L HH T
pöllämystynyt,p ø lː æ m y s t y n y t,P L M S T N T
pöllämystyä,p ø lː æ m y s t y æˣ,P L M S T
pölläyttää,p ø lː æ y tː æːˣ,P L T
pöllö,p ø lː ø,P L
pöllösti,p ø lː ø s t iˣ,P L S T IH
pölpöttäminen,p ø l p ø tː æ m i n e n,P L P T M IH N EH N
pölpöttää,p ø l p ø tː æːˣ,P L P T
pöly,p ø l y,P L
pölyharja,p ø l y h ɑ r j ɑ,P L HH AA R Y AA
pölyhiukkanen,p ø l y h i u̯ kː ɑ n e n,P L HH IH W K AA N EH N
pölyhuisku,p ø l y h u i̯ s k u,P L HH UW IH S K UW
pölyisyys,p ø l y i̯ s yː s,P L IH S S
pölykansi,p ø l y k ɑ n s i,P L K AA N S IH
pölykasetti,p ø l y k ɑ s e tː i,P L K AA S EH T IH
pölykerros,p ø l y k e rː o s,P L K EH R OH S
pölyliina,p ø l y l iː n ɑ,P L L IH N AA
pölymaa,p ø l y m ɑː,P L M AA
pölymoppi,p ø l y m o pː i,P L M OH P IH
pölynimuri,p ø l y n i m u r i,P L N IH M UW R IH
pölynkerääjä,p ø l y n k e r æː j æ,P L N K EH R Y
pölynpesä,p ø l y n p e s æ,P L N P EH S
pölynpitävä,p ø l y n p i t æ ʋ æ,P L N P IH T
pölynsitomisaine,p ø l y n s i t o m i s ɑ i̯ n eˣ,P L N S IH T OH M IH S AA IH N EH
pölypatsas,p ø l y p ɑ t s ɑ s,P L P AA T S AA S
pölypussi,p ø l y p u sː i,P L P UW S IH
pölyriepu,p ø l y r i e̯ p u,P L R IH EH P UW
pölyräjähdys,p ø l y r æ j æ h d y s,P L R Y HH D S
pölyrätti,p ø l y r æ tː i,P L R T IH
pölysokeri,p ø l y s o k e r i,P L S OH K EH R IH
pölysuojaus,p ø l y s u o̯ j ɑ u s,P L S UW OH Y AA UW S
pölytiivis,p ø l y t iː ʋ i s,P L T IH IH S
pölyttyminen,p ø l y tː y m i n e n,P L T M IH N EH N
pölyttyä,p ø l y tː y æˣ,P L T
pölyttäjähyönteinen,p ø l y tː æ j æ h y ø̯ n t e i̯ n e n,P L T Y HH N T EH IH N EH N
pölyttäminen,p ø l y tː æ m i n e n,P L T M IH N EH N
pölytys,p ø l y t y s,P L T S
pölytä,p ø l y t æˣ,P L T
pölytön,p ø l y t ø n,P L T N
pölyyntyminen,p ø l yː n t y m i n e n,P L N T M IH N EH N
pölyyntyä,p ø l yː n t y æˣ,P L N T
pölyyttää,p ø l yː tː æːˣ,P L T
pölähdellä,p ø l æ h d e lː æˣ,P L HH D EH L
pölähtäminen,p ø l æ h t æ m i n e n,P L HH T M IH N EH N
pölähtää,p ø l æ h t æːˣ,P L HH T
pöläyttää,p ø l æ y tː æːˣ,P L T
pölöttää,p ø l ø tː æːˣ,P L T
pömpeli,p ø m p e l i,P M P EH L IH
pömppövatsa,p ø m pː ø ʋ ɑ t s ɑ,P M P AA T S AA
pömpöllään,p ø m p ø lː æː n,P M P L N
pömpöttää,p ø m p ø tː æːˣ,P M P T
pönttö,p ø n tː ø,P N T
pönttötuoli,p ø n tː ø t u o̯ l i,P N T T UW OH L IH
pönäkkyys,p ø n æ kː yː s,P N K S
pönäköityä,p ø n æ k ø i̯ t y æˣ,P N K IH T
pönöttää,p ø n ø tː æːˣ,P N T
pöpelikkö,p ø p e l i kː ø,P P EH L IH K
pöperö,p ø p e r ø,P P EH R
pöpinä,p ø p i n æ,P P IH N
pöpistä,p ø p i s t æ,P P IH S T
pöpistä,p ø p i s t æˣ,P P IH S T
pöpperöinen,p ø pː e r ø i̯ n e n,P P EH R IH N EH N
pöpperössä,p ø pː e r ø sː æ,P P EH R S
pöpöttää,p ø p ø tː æːˣ,P P T
pörhöinen,p ø r h ø i̯ n e n,P R HH IH N EH N
pörhökarvainen,p ø r h ø k ɑ r ʋ ɑ i̯ n e n,P R HH K AA R AA IH N EH N
pörhölle,p ø r h ø lː eˣ,P R HH L EH
pörhölleen,p ø r h ø lː eː n,P R HH L EH N
pörhöllä,p ø r h ø lː æ,P R HH L
pörhöllään,p ø r h ø lː æː n,P R HH L N
pörhössä,p ø r h ø sː æ,P R HH S
pörhöttää,p ø r h ø tː æːˣ,P R HH T
pörhöön,p ø r h øː n,P R HH N
pörriäinen,p ø rː i æ i̯ n e n,P R IH IH N EH N
pörräillä,p ø rː æ i̯ lː æˣ,P R IH L
pörrö,p ø rː ø,P R
pörröhäntäinen,p ø rː ø h æ n t æ i̯ n e n,P R HH N T IH N EH N
pörrökarvainen,p ø rː ø k ɑ r ʋ ɑ i̯ n e n,P R K AA R AA IH N EH N
pörrölle,p ø rː ø lː eˣ,P R L EH
pörrölleen,p ø rː ø lː eː n,P R L EH N
pörröllä,p ø rː ø lː æ,P R L
pörröllään,p ø rː ø lː æː n,P R L N
pörröpäinen,p ø rː ø p æ i̯ n e n,P R P IH N EH N
pörrössä,p ø rː ø sː æ,P R S
pörröttyä,p ø rː ø tː y æˣ,P R T
pörrötukkainen,p ø rː ø t u kː ɑ i̯ n e n,P R T UW K AA IH N EH N
pörröön,p ø rː øː n,P R N
pörssi,p ø r sː i,P R S IH
pörssiarvo,p ø r sː i ɑ r ʋ o,P R S IH AA R OH
pörssinoteerattu,p ø r sː i n o t eː r ɑ tː u,P R S IH N OH T EH R AA T UW
pörssitähti,p ø r sː i t æ h t i,P R S IH T HH T IH
pörttei,p ø r tː e i̯,P R T EH IH
pösö,p ø s ø,P S
pötki,p ø t k i,P T K IH
pötki,p ø t k iˣ,P T K IH
pötky,p ø t k y,P T K
pötkölleen,p ø t k ø lː eː n,P T K L EH N
pötköllään,p ø t k ø lː æː n,P T K L N
pötköttäminen,p ø t k ø tː æ m i n e n,P T K T M IH N EH N
pötsi,p ø t s i,P T S IH
pöydänjalka,p ø y̯ d æ n j ɑ l k ɑ,P D N Y AA L K AA
pöyhentää,p ø y̯ h e n t æːˣ,P HH EH N T
pöyheys,p ø y̯ h e y s,P HH EH S
pöyhin,p ø y̯ h i n,P HH IH N
pöyhistellä,p ø y̯ h i s t e lː æˣ,P HH IH S T EH L
pöyhistyä,p ø y̯ h i s t y æˣ,P HH IH S T
pöyhiä,p ø y̯ h i æˣ,P HH IH
pöyhkeily,p ø y̯ h k e i̯ l y,P HH K EH IH L
pöyhkeys,p ø y̯ h k e y s,P HH K EH S
pöyhkeästi,p ø y̯ h k e æ s t iˣ,P HH K EH S T IH
pöyhölle,p ø y̯ h ø lː eˣ,P HH L EH
pöyhölleen,p ø y̯ h ø lː eː n,P HH L EH N
pöyhöllä,p ø y̯ h ø lː æ,P HH L
pöyhöllään,p ø y̯ h ø lː æː n,P HH L N
pöyhöttää,p ø y̯ h ø tː æːˣ,P HH T
pöyristynyt,p ø y̯ r i s t y n y t,P R IH S T N T
pöyristyttävä,p ø y̯ r i s t y tː æ ʋ æ,P R IH S T T
pöyristyttää,p ø y̯ r i s t y tː æːˣ,P R IH S T T
pöyristyä,p ø y̯ r i s t y æˣ,P R IH S T
pöytiintarjoilu,p ø y̯ t iː n t ɑ r j o i̯ l u,P T IH N T AA R Y OH IH L UW
pöytye,p ø y̯ t y eˣ,P T EH
pöytyri,p ø y̯ t y r i,P T R IH
pöytyä,p ø y̯ t y æ,P T
pöytyäläinen,p ø y̯ t y æ l æ i̯ n e n,P T L IH N EH N
pöytä,p ø y̯ t æ,P T
pöytähopeat,p ø y̯ t æ h o p e ɑ t,P T HH OH P EH AA T
pöytäjääkiekko,p ø y̯ t æ j æː k i e̯ kː o,P T Y K IH EH K OH
pöytäkello,p ø y̯ t æ k e lː o,P T K EH L OH
pöytäkone,p ø y̯ t æ k o n eˣ,P T K OH N EH
pöytälaatikko,p ø y̯ t æ l ɑː t i kː o,P T L AA T IH K OH
pöytäradio,p ø y̯ t æ r ɑ d i o,P T R AA D IH OH
pöytäroolipeli,p ø y̯ t æ r oː l i p e l i,P T R OH L IH P EH L IH
pöytärope,p ø y̯ t æ r o p e,P T R OH P EH
pöytäsirkkeli,p ø y̯ t æ s i r kː e l i,P T S IH R K EH L IH
pöytätavat,p ø y̯ t æ t ɑ ʋ ɑ t,P T T AA AA T
pöytätennispallo,p ø y̯ t æ t e nː i s p ɑ lː o,P T T EH N IH S P AA L OH
pöytäviini,p ø y̯ t æ ʋ iː n i,P T IH N IH
pöytävitriini,p ø y̯ t æ ʋ i t r iː n i,P T IH T R IH N IH
pöytävuori,p ø y̯ t æ ʋ u o̯ r i,P T UW OH R IH
pöö,p øː,P
quebec,k e b e k,K EH B EH K
queensland,k ʋ iː n s l æ n d,K IH N S L N D
quisling,k ʋ i s l i ŋː i,K IH S L IH NG IH
raadanta,r ɑː d ɑ n t ɑ,R AA D AA N T AA
raadella,r ɑː d e lː ɑˣ,R AA D EH L AA
raadon,r ɑː d o n,R AA D OH N
raadonsyöjä,r ɑː d o n s y ø̯ j æ,R AA D OH N S Y
raaentaa,r ɑː e n t ɑː,R AA EH N T AA
raaentaa,r ɑː e n t ɑːˣ,R AA EH N T AA
raaentua,r ɑː e n t u ɑˣ,R AA EH N T UW AA
raahaaminen,r ɑː h ɑː m i n e n,R AA HH AA M IH N EH N
raahailla,r ɑː h ɑ i̯ lː ɑˣ,R AA HH AA IH L AA
raahailu,r ɑː h ɑ i̯ l u,R AA HH AA IH L UW
raahata,r ɑː h ɑ t ɑˣ,R AA HH AA T AA
raahauttaa,r ɑː h ɑ u tː ɑːˣ,R AA HH AA UW T AA
raahe,r ɑː h e,R AA HH EH
raahelainen,r ɑː h e l ɑ i̯ n e n,R AA HH EH L AA IH N EH N
raahustaa,r ɑː h u s t ɑːˣ,R AA HH UW S T AA
raaistaa,r ɑː i s t ɑːˣ,R AA IH S T AA
raaistua,r ɑː i s t u ɑˣ,R AA IH S T UW AA
raaja,r ɑː j ɑ,R AA Y AA
raajarikko,r ɑː j ɑ r i kː o,R AA Y AA R IH K OH
raajavammainen,r ɑː j ɑ ʋ ɑ mː ɑ i̯ n e n,R AA Y AA AA M AA IH N EH N
raaka,r ɑː k ɑ,R AA K AA
raakadata,r ɑː k ɑ d ɑ t ɑ,R AA K AA D AA T AA
raakakivi,r ɑː k ɑ k i ʋ i,R AA K AA K IH IH
raakakupari,r ɑː k ɑ k u p ɑ r i,R AA K AA K UW P AA R IH
raakakypsytys,r ɑː k ɑ k y p s y t y s,R AA K AA K P S T S
raakakäännös,r ɑː k ɑ k æː nː ø s,R AA K AA K N S
raakamaa,r ɑː k ɑ m ɑː,R AA K AA M AA
raakamaito,r ɑː k ɑ m ɑ i̯ t o,R AA K AA M AA IH T OH
raakamakkara,r ɑː k ɑ m ɑ kː ɑ r ɑ,R AA K AA M AA K AA R AA
raakapakaste,r ɑː k ɑ p ɑ k ɑ s t eˣ,R AA K AA P AA K AA S T EH
raakapihvi,r ɑː k ɑ p i h ʋ i,R AA K AA P IH HH IH
raakapurje,r ɑː k ɑ p u r j eˣ,R AA K AA P UW R Y EH
raakarauta,r ɑː k ɑ r ɑ u̯ t ɑ,R AA K AA R AA W T AA
raakasilkkinen,r ɑː k ɑ s i l kː i n e n,R AA K AA S IH L K IH N EH N
raakasuklaa,r ɑː k ɑ s u k l ɑː,R AA K AA S UW K L AA
raakateksti,r ɑː k ɑ t e k s t i,R AA K AA T EH K S T IH
raakateräs,r ɑː k ɑ t e r æ s,R AA K AA T EH R S
raakel,r ɑː k e l,R AA K EH L
raakilemainen,r ɑː k i l eˣ m ɑ i̯ n e n,R AA K IH L EH M AA IH N EH N
raakilemaisuus,r ɑː k i l eˣ m ɑ i̯ s uː s,R AA K IH L EH M AA IH S UW S
raakkuminen,r ɑː kː u m i n e n,R AA K UW M IH N EH N
raamattu,r ɑː m ɑ tː u,R AA M AA T UW
raamattutieto,r ɑː m ɑ tː u t i e̯ t o,R AA M AA T UW T IH EH T OH
raamatullisaiheinen,r ɑː m ɑ t u lː i s ɑ i̯ h e i̯ n e n,R AA M AA T UW L IH S AA IH HH EH IH N EH N
raamatunkäännös,r ɑː m ɑ t u n k æː nː ø s,R AA M AA T UW N K N S
raamatunselitysoppi,r ɑː m ɑ t u n s e l i t y s o pː i,R AA M AA T UW N S EH L IH T S OH P IH
raamatunteksti,r ɑː m ɑ t u n t e k s t i,R AA M AA T UW N T EH K S T IH
raamatunvastainen,r ɑː m ɑ t u n ʋ ɑ s t ɑ i̯ n e n,R AA M AA T UW N AA S T AA IH N EH N
raami,r ɑː m i,R AA M IH
raamisaha,r ɑː m i s ɑ h ɑ,R AA M IH S AA HH AA
raamittaa,r ɑː m i tː ɑːˣ,R AA M IH T AA
raamittaminen,r ɑː m i tː ɑ m i n e n,R AA M IH T AA M IH N EH N
raamiäes,r ɑː m i æ e s,R AA M IH EH S
raapaista,r ɑː p ɑ i̯ s t ɑˣ,R AA P AA IH S T AA
raapaisupinta,r ɑː p ɑ i̯ s u p i n t ɑ,R AA P AA IH S UW P IH N T AA
raapata,r ɑː p ɑ t ɑˣ,R AA P AA T AA
